stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
citizen concern	citizen concerns	citizen concerns	2	22,0309512693	67,2641708918	2084,6874185	12,0	174,0	 
model planning	planning models	planning models	2	25,1782300221	72,9920968873	1910,67835081	14,0	190,0	 
Land model transportation use	Land use transportation models	Land use transportation models|&|Land use and transportation models	4	9,92855903949	36,6964426098	529,833227531	5,0	51,0	 
metropolitan organization planning	metropolitan planning organizations	metropolitan planning organizations	3	27,7999653106	78,4120387786	1652,05949689	12,0	157,0	 
model new system	new model system	new model system	3	23,8285416948	71,554775771	1795,81707671	10,0	150,0	 
land-use model transportation	land-use transportation models	land-use transportation models	3	7,94284723159	31,1295492267	825,391396241	4,0	32,0	 
land-use transportation	land-use transportation	land-use transportation	2	9,44183625827	39,2004191517	865,760609578	6,0	36,0	 
model transportation	transportation models	transportation models|&|transportation model|&|transportation modeling	2	40,9146237858	102,022705085	578,337218859	36,0	458,0	 
policy transportation	transportation policies	transportation policies|&|transportation policy	2	9,44183625827	35,3720839925	623,450133892	17,0	233,0	 
link-loading network pattern	link-loading pattern in the network	link-loading pattern in the network	5	9,92855903949	36,6964426098	575,5191507	5,0	180,0	 
land simultaneous use	simultaneous land use	simultaneous land use	3	7,94284723159	31,1295492267	472,842573796	4,0	168,0	 
index network reliability	network reliability index	network reliability index	3	9,92855903949	36,6964426098	575,5191507	5,0	180,0	 
air quality	air quality	air quality	2	28,3255087748	94,6312464999	1202,96619377	11,0	105,0	 
high land-incentive price private scenario use vehicle	land-incentive scenario with higher prices for private vehicle use	land-incentive scenario with higher prices for private vehicle use	9	7,94284723159	31,1295492267	723,107709986	4,0	128,0	 
model system	model system	model system|&|modeling system|&|modeling systems	2	47,2091812914	111,414598145	876,244004712	26,0	444,0	 
disutilities time travel	travel times and disutilities	travel times and disutilities	4	7,94284723159	31,1295492267	723,107709986	4,0	128,0	 
analysis basic framework sensitivity	basic framework for the sensitivity analysis	basic framework for the sensitivity analysis	6	7,94284723159	31,1295492267	1093,97067093	4,0	84,0	 
allocation employment enhancement network	employment allocations and network enhancements	employment allocations and network enhancements	5	7,94284723159	31,1295492267	517,37813003	4,0	157,0	 
