stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
different option policy range	range of different policy options	range of different policy options	5	3,9714236158	15,5647746133	317,854018129	2,0	63,0	 
transportation usage	transportation usage	transportation usage	2	4,72091812914	17,6860419963	849,291973011	3,0	52,0	 
interaction land-use transportation	transportation and land-use interaction	transportation and land-use interaction	4	7,94284723159	36,6351113909	1005,62759115	1,0	9,0	 
\nurban recreational trip	\nurban recreational trips	\nurban recreational trips	3	3,9714236158	15,5647746133	992,555022553	2,0	23,0	 
model parameter	model parameters	model parameters	2	4,72091812914	17,6860419963	283,179393356	3,0	88,0	 
crop grazing land more	more crop and grazing land	more crop and grazing land	5	3,9714236158	15,5647746133	257,431332961	2,0	32,0	 
change climate	climate change	climate change|&|Climate change	2	12,589115011	38,436669081	380,893416509	6,0	85,0	 
least method overall square	Least square method and overall	Least square method and overall	5	3,9714236158	15,5647746133	266,443310689	2,0	76,0	 
hierarchy network road	hierarchy of the road network	hierarchy of the road network	5	5,95713542369	20,9317513614	896,489227654	3,0	60,0	 
model performance system transportation	transportation system performance modeling	transportation system performance modeling	4	5,95713542369	23,34716192	266,443310689	2,0	76,0	 
dynamic land model simulation simultaneous system treatment use	dynamic system simulation modeling in simultaneous treatment of land use	dynamic system simulation modeling in simultaneous treatment of land use	10	3,9714236158	15,5647746133	266,443310689	2,0	76,0	 
density home	density of homes	density of homes	3	6,29455750551	21,77055798	931,98734956	4,0	65,0	 
location parameter	parameters for the location	parameters for the location	4	4,72091812914	17,6860419963	896,489227654	3,0	60,0	 
development land urban use	urban development for land use	urban development for land use	5	3,9714236158	15,5647746133	413,635649671	2,0	34,0	 
analysis continuous sensitivity	sensitivity analysis and continuous	sensitivity analysis and continuous	4	3,9714236158	15,5647746133	495,772043801	2,0	38,0	 
freeway light new rail system	new light rail system or freeway	new light rail system or freeway	6	5,95713542369	20,9317513614	849,291973011	3,0	52,0	 
cumulative effect	cumulative effects	cumulative effects	2	4,72091812914	22,8725006667	962,748517454	1,0	2,0	 
arrangement difference scenario spatial	differences in spatial arrangements between scenarios	differences in spatial arrangements between scenarios	6	3,9714236158	15,5647746133	317,854018129	2,0	63,0	 
growth rapid urban	rapid urban growth	rapid urban growth	3	5,95713542369	20,9317513614	896,489227654	3,0	60,0	 
system transportation	transportation system	transportation system|&|transportation systems	2	9,44183625827	30,5489520964	361,467666015	7,0	105,0	 
land planning use	land use planning	land use planning|&|planning of land use	3	21,8428298869	50,4515818385	969,266534458	10,0	152,0	 
ability gap planner	gap in the ability of planners	gap in the ability of planners	6	11,9142708474	35,7773878855	948,919940315	5,0	75,0	 
model such	such models	such models	2	6,29455750551	26,1336127678	422,770688262	2,0	16,0	 
different scenario	different scenarios	different scenarios	2	6,29455750551	21,77055798	305,325741651	4,0	86,0	 
housing market	housing market	housing market	2	4,72091812914	19,6002095759	569,199582203	2,0	9,0	 
land transportation use	land use transportation	land use transportation|&|land use and transportation|&|transportation and land use	3	15,8856944632	42,358088701	342,413782668	8,0	71,0	 
land model transportation use	land use transportation models	land use transportation models	4	5,95713542369	23,34716192	422,770688262	2,0	16,0	 
commerce service	services and commerce	services and commerce	3	4,72091812914	17,6860419963	896,489227654	3,0	60,0	 
integrated structure	integrated structure	integrated structure	2	4,72091812914	17,6860419963	896,489227654	3,0	60,0	 
emission gas greenhouse	greenhouse gas emissions	greenhouse gas emissions	3	7,94284723159	31,1295492267	2836,39375414	2,0	6,0	 
equilibrium problem user	user equilibrium problem	user equilibrium problem	3	3,9714236158	15,5647746133	1337,08181318	2,0	9,0	 
federal mandate	federal mandates	federal mandates	2	11,0154756347	33,6320854459	1124,6627551	6,0	87,0	 
development pattern	development patterns	development patterns	2	7,86819688189	27,213197475	297,844452201	4,0	72,0	 
land regulation use	land use regulations	land use regulations|&|land use regulation	3	7,94284723159	31,1295492267	1019,8110112	2,0	5,0	 
planning transportation	transportation planning	transportation planning	2	15,7363937638	41,6652777526	429,474430452	12,0	73,0	 
land policy use	land use policies	land use policies|&|land use policy	3	31,7713889264	73,3841190378	669,743039936	10,0	91,0	 
above approach	above approach	above approach	2	4,72091812914	17,6860419963	896,489227654	3,0	60,0	 
experience lesson select	selected lessons from the experience	selected lessons from the experience	5	5,95713542369	20,9317513614	896,489227654	3,0	60,0	 
change land-use	Land-use change	Land-use change|&|Land-use changes	2	4,72091812914	19,6002095759	729,507846302	2,0	13,0	 
land plan use zoning	zoning and land use plans	zoning and land use plans	5	5,95713542369	20,9317513614	849,291973011	3,0	52,0	 
development economic policy public	economic development policy and public	economic development policy and public	5	5,95713542369	20,9317513614	896,489227654	3,0	60,0	 
capacity-restrained network transportation	capacity-restrained transportation network	capacity-restrained transportation network	3	3,9714236158	15,5647746133	317,854018129	2,0	63,0	 
citizen concern	citizen concerns	citizen concerns	2	11,0154756347	33,6320854459	1124,6627551	6,0	87,0	 
integration land use	integration of land use	integration of land use	4	5,95713542369	20,9317513614	896,489227654	3,0	60,0	 
model planning	planning models	planning models	2	12,589115011	36,4960484437	1080,01820362	7,0	91,0	 
growth urban	urban growth	urban growth	2	11,0154756347	38,098476465	893,038757043	7,0	69,0	 
metropolitan organization planning	metropolitan planning organizations	metropolitan planning organizations	3	13,8999826553	39,2060193893	913,43964371	6,0	77,0	 
model new system	new model system	new model system	3	11,9142708474	35,7773878855	948,919940315	5,0	75,0	 
land-use model transportation	land-use transportation models	land-use transportation models	3	5,95713542369	23,34716192	720,989272613	2,0	12,0	 
land use	land use	land use|&|land uses|&|use of land	2	103,860198841	120,067261063	294,747377465	74,0	853,0	 
boundary growth urban	urban growth boundary	urban growth boundary|&|urban growth boundaries	3	9,92855903949	32,0299838281	919,611109286	4,0	53,0	 
effective instrument	effective instrument	effective instrument	2	4,72091812914	17,6860419963	896,489227654	3,0	60,0	 
stakeholder tool	tools for stakeholders	tools for stakeholders	3	4,72091812914	17,6860419963	849,291973011	3,0	52,0	 
model transportation	transportation models	transportation models|&|transportation model|&|transportation modeling	2	17,3100331402	45,8318055279	390,662457649	16,0	217,0	 
network transportation	transportation network	transportation network	2	6,29455750551	23,5813893283	406,451995458	7,0	110,0	 
model programming	programming model	programming model	2	4,72091812914	19,6002095759	1337,08181318	2,0	9,0	 
air quality	air quality	air quality	2	14,1627543874	48,983755455	649,622321151	4,0	35,0	 
model system	model system	model system|&|modeling system|&|modeling systems	2	23,6045906457	57,761167008	594,353372489	12,0	198,0	 
cost exogenous network transportation travel	exogenous travel costs and a transportation network	exogenous travel costs and a transportation network	7	3,9714236158	15,5647746133	556,769930729	2,0	38,0	 
scale temporal	temporal scales	temporal scales	2	4,72091812914	17,6860419963	596,54550907	3,0	17,0	 
growth pattern urban	patterns of urban growth	patterns of urban growth|&|urban growth pattern	4	7,94284723159	25,6239870625	857,928965744	4,0	57,0	 
