stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
provider service	service providers	service providers|&|service provider	2	7,86819688189	34,2637944757	329,635957359	4,0	24,0	 
freight network transportation	freight transportation network	freight transportation network	3	13,8999826553	57,2975853583	271,387871536	4,0	34,0	 
congestion pricing	congestion pricing	congestion pricing	2	6,29455750551	31,7740903684	370,858571832	2,0	12,0	 
component network	network components	network components|&|network component|&|components of the network	2	7,86819688189	34,2637944757	447,401882448	4,0	17,0	 
freight traffic	freight traffic	freight traffic	2	4,72091812914	23,8305677763	266,900846679	2,0	16,0	 
consumption energy	energy consumption	energy consumption	2	7,86819688189	34,2637944757	273,982624145	4,0	26,0	 
growth rapid	rapid growth	rapid growth	2	4,72091812914	21,9164001967	405,567460142	3,0	17,0	 
equilibrium network transportation	transportation network equilibrium	transportation network equilibrium|&|equilibrium of the transportation network	3	11,9142708474	49,1122160214	410,982927555	4,0	16,0	 
network sensor wireless	wireless sensor network	wireless sensor network|&|wireless sensor networks	3	59,5713542369	155,961152704	695,665305455	18,0	112,0	 
growth practice principle smart	smart growth principles into practice	smart growth principles into practice	5	3,9714236158	19,1235197559	393,348091283	2,0	18,0	 
design engineering network	engineering design network	engineering design network	3	3,9714236158	19,1235197559	764,20527712	2,0	3,0	 
Euclidean plane	Euclidean plane	Euclidean plane	2	6,29455750551	29,2218669289	675,185853312	3,0	10,0	 
public system transportation	public transportation system	public transportation system	3	5,95713542369	26,2698690752	436,377630678	3,0	19,0	 
intelligent system transportation	intelligent transportation system	intelligent transportation system|&|intelligent transportation systems	3	29,7856771185	90,0576291447	242,606866256	12,0	62,0	 
cost system	system cost	system cost	2	6,29455750551	27,4110355806	243,825603277	4,0	34,0	 
economic growth	economic growth	economic growth	2	6,29455750551	29,2218669289	264,817621421	3,0	27,0	 
node sensor	sensor nodes	sensor nodes|&|sensor node|&|Sensor nodes	2	23,6045906457	81,1627157888	375,371236928	10,0	49,0	 
analysis method	analysis method	analysis method	2	4,72091812914	23,8305677763	398,221415276	2,0	15,0	 
model network	network model	network model|&|network models	2	7,86819688189	32,508057081	303,072629524	5,0	26,0	 
city network public transportation	city public transportation network	city public transportation network|&|public transportation network of the city	4	7,94284723159	38,2470395118	390,316960539	2,0	13,0	 
quality service	service quality	service quality|&|quality of service	2	6,29455750551	29,2218669289	246,84161688	3,0	14,0	 
industry transportation	transportation industry	transportation industry	2	4,72091812914	23,8305677763	285,968436598	2,0	16,0	 
private sector	private sector	private sector	2	4,72091812914	23,8305677763	286,455935303	2,0	9,0	 
choice model route	route choice model	route choice model	3	3,9714236158	19,1235197559	288,610978507	2,0	23,0	 
mode other transport	other modes of transport	other modes of transport	4	3,9714236158	19,1235197559	595,620781393	2,0	12,0	 
growth urban	urban growth	urban growth	2	7,86819688189	39,7176129605	322,275220556	2,0	16,0	 
design system transportation	design of a transportation system	design of a transportation system|&|transportation system design	5	3,9714236158	19,1235197559	338,168850448	2,0	8,0	 
activity centre	activity centres	activity centres	2	4,72091812914	23,8305677763	282,329634109	2,0	16,0	 
maritime network transportation worldwide	worldwide maritime transportation network	worldwide maritime transportation network	4	3,9714236158	21,876300838	250,123840638	1,0	6,0	 
freight network	freight network	freight network	2	9,44183625827	41,1165533708	300,462252085	4,0	31,0	 
connectivity pair vertices	connectivity between each pair of vertices	connectivity between each pair of vertices	6	3,9714236158	19,1235197559	214,858278194	2,0	8,0	 
development sustainable	sustainable development	sustainable development	2	4,72091812914	23,8305677763	302,184312072	2,0	14,0	 
choice realistic route traveler	realistic traveler route choices	realistic traveler route choices	4	3,9714236158	21,876300838	249,154390651	1,0	13,0	 
analysis performance	performance analysis	performance analysis	2	4,72091812914	23,8305677763	420,115911384	2,0	8,0	 
growth rate	growth rates	growth rates|&|growth rate	2	6,29455750551	31,7740903684	867,488991288	2,0	9,0	 
population urban	urban population	urban population	2	4,72091812914	23,8305677763	604,072291506	2,0	6,0	 
network transportation	transportation network	transportation network|&|transportation networks|&|network transportation	2	184,115807036	280,133429384	268,221638698	101,0	604,0	 
network transportation urban	urban transportation network	urban transportation network|&|urban transportation networks	3	13,8999826553	51,6616273882	216,993275218	6,0	38,0	 
degree distribution	degree distribution	degree distribution	2	6,29455750551	29,2218669289	387,582049585	3,0	18,0	 
freight railway transportation	railway freight transportation	railway freight transportation	3	5,95713542369	32,814451257	253,731226205	1,0	5,0	 
chain supply	supply chain	supply chain	2	4,72091812914	21,9164001967	213,282262329	3,0	16,0	 
city network transportation	city transportation network	city transportation network|&|transportation network of the city	3	7,94284723159	38,2470395118	496,614003029	2,0	11,0	 
efficiency network transportation	transportation network efficiency	transportation network efficiency|&|efficiency of the transportation network	3	13,8999826553	61,2963611756	700,618217956	3,0	13,0	 
demand traffic	traffic demand	traffic demand	2	11,0154756347	45,5112799134	247,351579676	5,0	45,0	 
public transportation	public transportation	public transportation	2	18,8836725165	74,5764364233	435,565479816	6,0	22,0	 
first stage	first stage	first stage	2	4,72091812914	23,8305677763	314,971126442	2,0	15,0	 
