stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
indicator transportation	transportation indicators	transportation indicators|&|indicators and transportation	2	4,72091812914	21,8777039298	693,941411188	2,0	7,0	 
foundation strong theoretical	strong theoretical foundation	strong theoretical foundation	3	3,9714236158	17,4806932153	316,351058366	2,0	27,0	 
effect health	health effects	health effects	2	4,72091812914	19,9635363502	419,81410614	3,0	20,0	 
form urban	urban form	urban form	2	12,589115011	40,8883246615	190,999308576	8,0	57,0	 
growth urban	urban growth	urban growth	2	26,7518693984	80,9181827638	280,196960746	11,0	62,0	 
model planning transportation	transportation planning model	transportation planning model	3	3,9714236158	17,4806932153	235,288948111	2,0	11,0	 
congestion traffic urban	urban traffic congestion	urban traffic congestion|&|congestion in urban traffic	3	5,95713542369	26,221039823	289,770778209	2,0	18,0	 
air monitoring quality	air quality monitoring	air quality monitoring	3	3,9714236158	17,4806932153	469,539903407	2,0	14,0	 
development planning transportation urban	development of urban transportation planning	development of urban transportation planning|&|urban transportation development and planning	5	3,9714236158	17,4806932153	250,382413249	2,0	18,0	 
system transit	transit systems	transit systems|&|transit system	2	9,44183625827	35,1039408043	397,170841214	5,0	35,0	 
activity space urban	Urban activity spaces	Urban activity spaces|&|activity spaces and urban	3	5,95713542369	26,221039823	2686,08977197	2,0	4,0	 
sustainable transportation urban	sustainable urban transportation	sustainable urban transportation	3	7,94284723159	29,4558242664	248,48324028	4,0	25,0	 
network transportation	transportation network	transportation network|&|transportation networks	2	31,4727875276	92,1981850369	289,727131411	13,0	93,0	 
effect network	network effects	network effects	2	6,29455750551	33,5333266942	237,341991322	1,0	6,0	 
activity level	activity levels	activity levels	2	4,72091812914	21,8777039298	519,227215391	2,0	9,0	 
area urban	urban areas	urban areas|&|urban area	2	40,9146237858	91,4977844271	243,196074774	24,0	149,0	 
abstract full material original publish version	original published version of the material for the full abstract	original published version of the material for the full abstract	10	3,9714236158	17,4806932153	268,874080503	2,0	26,0	 
distribution spatial	spatial distribution	spatial distribution	2	7,86819688189	29,2532840035	228,715138515	5,0	30,0	 
air pollution	air pollution	air pollution	2	56,6510175496	141,295521372	207,933233653	22,0	204,0	 
public transportation	public transportation	public transportation	2	9,44183625827	39,9270727004	282,342029817	5,0	39,0	 
decision-making process	decision-making process	decision-making process	2	4,72091812914	19,9635363502	228,555443011	3,0	25,0	 
