stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
demand travel	travel demand	travel demand	2	11,0154756347	30,7734461951	155,891326265	7,0	52,0	 
strategy transportation	transportation strategy	transportation strategy	2	4,72091812914	19,1028112074	245,965050666	2,0	8,0	 
area metropolitan	metropolitan area	metropolitan area	2	6,29455750551	21,1073601554	455,952884567	4,0	15,0	 
growth sprawl urban	urban growth and sprawl	urban growth and sprawl	4	3,9714236158	17,8991244554	81,1746723117	1,0	2,0	 
development land transportation	transportation and land development	transportation and land development	4	3,9714236158	15,1463433733	30,3465451139	2,0	60,0	 
planning transportation use	use and transportation planning	use and transportation planning	4	3,9714236158	15,1463433733	224,767608124	2,0	6,0	 
activity moderate-to-vigorous physical	moderate-to-vigorous physical activity	moderate-to-vigorous physical activity	3	3,9714236158	15,1463433733	512,304628873	2,0	10,0	 
equilibrium network	network equilibrium	network equilibrium	2	4,72091812914	19,1028112074	678,023143864	2,0	4,0	 
agency planning responsible transportation urban	agencies responsible for urban transportation planning	agencies responsible for urban transportation planning	6	3,9714236158	15,1463433733	30,3465451139	2,0	60,0	 
activity pattern urban	urban activity patterns	urban activity patterns	3	3,9714236158	15,1463433733	432,695783288	2,0	6,0	 
accident future motor vehicle	motor vehicle accidents and the future	motor vehicle accidents and the future	6	3,9714236158	15,1463433733	167,464174482	2,0	30,0	 
transportation trend urban	urban transportation trends	urban transportation trends|&|trends in urban transportation	3	3,9714236158	15,1463433733	307,207986875	2,0	7,0	 
system transportation	transportation system	transportation system|&|transportation systems	2	33,046426904	65,0015655436	310,936185672	18,0	85,0	 
analysis basis factual policy	factual basis for policy analysis	factual basis for policy analysis	5	3,9714236158	15,1463433733	167,464174482	2,0	30,0	 
initiative specific	specific initiatives	specific initiatives	2	3,14727875276	12,7352074716	30,3465451139	2,0	60,0	 
consumption energy transportation	transportation energy consumption	transportation energy consumption	3	3,9714236158	15,1463433733	210,686363313	2,0	13,0	 
O2 h-1 kg-1 mg	mg O2 kg-1 h-1	mg O2 kg-1 h-1	4	3,9714236158	17,8991244554	499,783452503	1,0	5,0	 
purpose trip	trip purposes	trip purposes|&|TRIP PURPOSES	2	4,72091812914	22,3751022983	399,603232801	1,0	3,0	 
development urban	urban development	urban development	2	9,44183625827	31,661040233	371,998596092	4,0	14,0	 
form urban	urban form	urban form	2	6,29455750551	21,1073601554	240,062171832	4,0	27,0	 
maker policy	policy makers	policy makers	2	4,72091812914	17,1886436278	337,645528336	3,0	14,0	 
growth population	population growth	population growth	2	4,72091812914	19,1028112074	189,370373282	2,0	16,0	 
approach case promising	promising approaches in each case	promising approaches in each case	5	3,9714236158	15,1463433733	167,464174482	2,0	30,0	 
energy transportation	transportation energy	transportation energy	2	7,86819688189	26,3842001942	226,082330467	4,0	18,0	 
activity physical	physical activity	physical activity	2	9,44183625827	34,3772872556	464,542875793	3,0	15,0	 
form more sustainable	more sustainable forms	more sustainable forms	3	3,9714236158	15,1463433733	170,257253587	2,0	9,0	 
growth relationship urban	relationship between urban growth	relationship between urban growth|&|relationship with urban growth	4	3,9714236158	15,1463433733	218,912624174	2,0	14,0	 
Urban activity space	Urban activity spaces	Urban activity spaces	3	3,9714236158	15,1463433733	2278,33734617	2,0	3,0	 
activity pattern	activity patterns	activity patterns	2	11,0154756347	40,1068351315	535,700827177	4,0	10,0	 
land transportation use	transportation and land use	transportation and land use|&|land use transportation	4	5,95713542369	20,3041045013	35,4990566269	3,0	67,0	 
problem salient several transportation urban	several salient problems of urban transportation	several salient problems of urban transportation	6	3,9714236158	15,1463433733	167,464174482	2,0	30,0	 
decision land transportation use	transportation and land use decisions	transportation and land use decisions	5	3,9714236158	15,1463433733	30,3465451139	2,0	60,0	 
planning transportation	transportation planning	transportation planning	2	7,86819688189	24,6284627995	85,5825273037	13,0	116,0	 
autonomy individual issue position	position on the issue of individual autonomy	position on the issue of individual autonomy	7	3,9714236158	15,1463433733	30,3465451139	2,0	60,0	 
map road	road map	road map	2	4,72091812914	22,3751022983	309,503210273	1,0	1,0	 
growth relationship spatial-temporal urban	relationship between spatial-temporal urban growth	relationship between spatial-temporal urban growth|&|spatial-temporal relationship between urban growth	5	3,9714236158	17,8991244554	162,198843621	1,0	10,0	 
Urban sprawl	Urban sprawl	Urban sprawl	2	6,29455750551	29,833469731	358,058513911	1,0	4,0	 
planning process transportation	transportation planning process	transportation planning process	3	9,92855903949	30,9839057279	171,498079963	4,0	18,0	 
accident cost motor vehicle	costs of motor vehicle accidents	costs of motor vehicle accidents	5	3,9714236158	15,1463433733	167,464174482	2,0	30,0	 
density population	population density	population density	2	4,72091812914	17,1886436278	261,498297241	3,0	19,0	 
infrastructure transport	transport infrastructure	transport infrastructure	2	4,72091812914	17,1886436278	338,629362056	3,0	11,0	 
growth smart	smart growth	smart growth	2	9,44183625827	38,2056224148	30,3465451139	2,0	60,0	 
economic growth	economic growth	economic growth|&|Economic growth	2	6,29455750551	21,1073601554	169,800070352	4,0	19,0	 
autonomy communal desire individual	individual autonomy versus communal desires	individual autonomy versus communal desires	5	3,9714236158	15,1463433733	30,3465451139	2,0	60,0	 
growth urban	urban growth	urban growth	2	18,8836725165	52,7544791916	320,7579922	9,0	38,0	 
current issue policy	current policy issues	current policy issues	3	3,9714236158	15,1463433733	167,464174482	2,0	30,0	 
green space	green space	green space	2	6,29455750551	29,833469731	362,049343631	1,0	4,0	 
planning transportation urban	urban transportation planning	urban transportation planning	3	11,9142708474	34,5220941653	28,7693909027	5,0	76,0	 
effort legislative	legislative efforts	legislative efforts	2	3,14727875276	12,7352074716	30,3465451139	2,0	60,0	 
system transit	transit systems	transit systems	2	6,29455750551	22,9181915037	158,702034365	3,0	17,0	 
sustainable transportation urban	sustainable urban transportation	sustainable urban transportation	3	3,9714236158	15,1463433733	129,562361829	2,0	11,0	 
network transportation	transportation network	transportation network|&|transportation networks	2	20,4573118929	60,3041943267	634,952279511	6,0	18,0	 
decision transportation	transportation decisions	transportation decisions	2	4,72091812914	19,1028112074	89,2972487025	2,0	11,0	 
network transportation urban	urban transportation network	urban transportation network	3	3,9714236158	15,1463433733	282,719377094	2,0	5,0	 
policy transportation	transportation policy	transportation policy	2	7,86819688189	28,6477393796	164,02280149	3,0	18,0	 
infrastructure transportation	transportation infrastructure	transportation infrastructure	2	7,86819688189	31,838018679	235,310940188	2,0	14,0	 
cost energy	energy costs	energy costs|&|energy cost	2	4,72091812914	17,1886436278	252,100780873	3,0	11,0	 
activity level	activity levels	activity levels	2	4,72091812914	19,1028112074	418,789864786	2,0	10,0	 
land mix use	land use mix	land use mix	3	3,9714236158	17,8991244554	207,463007941	1,0	5,0	 
area urban	urban areas	urban areas|&|urban area	2	23,6045906457	53,2203072303	322,764464594	12,0	52,0	 
decision fundamental policy public	fundamental public policy decision	fundamental public policy decision	4	3,9714236158	15,1463433733	30,3465451139	2,0	60,0	 
critical issue policy	critical policy issues	critical policy issues	3	3,9714236158	15,1463433733	30,3465451139	2,0	60,0	 
air pollution	air pollution	air pollution	2	6,29455750551	21,1073601554	147,275330616	4,0	45,0	 
transportation urban	urban transportation	urban transportation|&|transportation and urban	2	23,6045906457	57,5239329443	176,308271002	14,0	86,0	 
integrated land planning use	land use through integrated planning	land use through integrated planning	5	3,9714236158	15,1463433733	30,3465451139	2,0	60,0	 
public transportation	public transportation	public transportation	2	9,44183625827	34,3772872556	167,670833212	5,0	36,0	 
coordination helpful practice	Practices helpful in this coordination	Practices helpful in this coordination	5	3,9714236158	15,1463433733	30,3465451139	2,0	60,0	 
congestion great traffic	greater traffic congestion	greater traffic congestion	3	3,9714236158	17,8991244554	287,116647502	1,0	6,0	 
land use	land use	land use|&|land uses	2	17,3100331402	44,0080115102	99,9262797626	13,0	114,0	 
growth issue smart	smart growth issues	smart growth issues	3	3,9714236158	15,1463433733	30,3465451139	2,0	60,0	 
