"Urban growth modeling with road network expansion and land use development";"12650947384305951979";"2011";"Land use and transportation systems are considered as two most impor- tant subsystems determining urban form and structure, and are assumed to mutually influence each other overtime. To better understand the relation- ship between them, we build a simple dynamic model to simulate long- term urban growth instead of a static one. Our urban simulation combines vector road network growth with grid land use dynamics. Vector model has advantages in topological analysis and we use space syntax metrics to control road network growth by estimating road traffic flow, which is also adopted to calculated accessibility for land use simulation. The land use model includes five land use categories and two behavior sub-models: mo- bility model and location choice model. Our preliminary simulation results show similar land use patterns of how real cities grow.";"Yikang Rui,Yifang Ban,"
"Transport infrastructures and employment growth in the Paris metropolitan margins";"6584762621142783847";"2013";"The role played by transport infrastructures such as motorways, railway stations and airports on local employment growth remains debated and partially inconclusive, especially for small municipalities located in metropolitan margins. This paper examines the case of the Paris region. Based on a logistic regression model using municipal-level employment data (1993-2008), it aims at assessing whether municipalities with small amounts of employment are likely to experience high employment growth depending on their location vis-à-vis transport infrastructures. Motorways are found to have an influence for very small areas and airports for bigger ones. However, the role of transport infrastructures is rather limited when the analysis is differentiated according to economic sectors. © 2013 Elsevier Ltd.";"Miguel Padeiro,"
"Capitalization of BRT network expansions effects into prices of non-expansion areas";"14930612208324155397";"2009";"A before and after hedonic model is used to determine the property value impacts on properties already served by the transit system caused by extensions to Bogot??'s bus rapid transit system. Asking prices of residential properties belonging to an intervention area (N = 1407 before, 1570 after) or a control area (N = 267 before, 732 after) and offered for sale between 2001 and 2006 are used to determine capitalization of the enhanced regional access provided by the extension. Properties offered during the year the extension was inaugurated and in subsequent years have asking prices that are between 13% and 14% higher than prices for properties in the control area, after adjusting for structural, neighborhood and regional accessibility characteristics of each property. Furthermore, the appreciation is similar for properties within 500 m and properties between 500 m and 1 km of the BRT. ?? 2009 Elsevier Ltd. All rights reserved.";"Daniel A. Rodr??guez,Carlos H. Mojica,"
"Measuring territorial cohesion impacts of High-Speed Rail at different planning levels";"11015756863966592631";"2011";"The assessment of the impacts of high-speed rail (HSR) projects on territorial cohesion has recently emerged as an important issue for transport planners. HSR networks are usually designed to interconnect strong economic centers efficiently. Hence, the greatest improvements in accessibility concentrate near HSR stations, whereas intermediate locations suffer from comparatively lower accessibility benefits. Negative territorial cohesion impacts appear if HSR ultimately results in a more polarized spatial distribution of accessibility levels. There has so far been little research aimed at exploring the implications of the definition of the geographical limits of study area in the measurement of HSR territorial cohesion impacts. In this context, this paper presents a Geographical Information System (GIS)-based methodology which analyzes changes in the territorial distribution of accessibility resulting from HSR investments. These changes are analyzed at different planning levels, in order to assess the sensitivity of territorial cohesion results to scale definition. The methodology is tested by its application to the development of the 670 km of the Galician (north-western) HSR corridor included in the Spanish PEIT (Strategic Transport and Infrastructure Plan) 2005�2020. Cohesion impacts are assessed at different direct planning levels: regional, corridor and national levels, as well from the perspective of spillover effects. In all cases, the construction of the HSR corridor increases the accessibility values, and results show positive cohesion effects at the national and corridor levels, whereas at the regional level both balancing and polarization effects appear. These differences are mainly due to the location of HSR stations or to the quality of the transport network from the surrounding cities to the station, which determines the territorial distribution of accessibility improvements. Similar results are found from the spillover perspective.";"E Lopez,E Ortega,"
"The evolution and planning of hierarchical transport networks";"15548407300627151288";"2014";"The continuing growth of urban regions coupled with their strong\ninteractions with transportation systems places great emphasis on the\ncoevolution of these systems. In this paper we introduce three\ndevelopments. First, as a preliminary, the dynamic model of the\nevolution of retail structure is extended to show how hierarchies\nemerge. Secondly, these ideas are applied to a model of the evolution in\ntransport networks. Thirdly, it is shown that such a model can be\ntranslated into a planning context and the notion of an explicitly\nhierarchical dynamic model is introduced. An example of the use of such\na model of evolution within a network planning context is presented.\nThis explores the planning of network evolution in a case study of\nNaples arising from a new harbour which is under construction. The model\nprovides a new method for transport system planning through combining\nthe insights from dynamic modelling, particularly with respect to the\nsequencing of investment, with the practicalities of budget constraints.";"Alan Wilson,Valerio de Martinis,Francesca Pagliara,"
"Current operational urban land‐use–transport modelling frameworks: A review";"17564692245329390408";"2005";"Various alternative frameworks are available for modelling urban land-use transport interaction. This paper provides a detailed review of six of these frameworks that have been or are currently being used to develop operational models. The intention is to indicate what is the general nature of the current state of practice and what is now available for practical modelling work in the area. The intention is also to compare the current state of practice with what might be the ideal in various respects. The six frameworks reviewed (ITLUP, MEPLAN, TRANUS, MUSSA, NYMTC-LUM and UrbanSim) are considered in terms of their representations of physical systems, decision-makers and processes, along with various more general modelling and implementation issues. None matches the ideal as envisaged here in all respects. However, a wide range of policy considerations can be handled explicitly with what is available, and more recent developments show an encouraging trend towards expansion in the scope of what can be considered. Further strengthening of the behavioural basis and relaxation of some of the more restrictive assumptions would appear to be both appropriate and likely in the future.";"E. J. Miller,J. D. Hunt,D. S. Kriger,"
" The impact of railway stations on residential and commercial property value: a meta-analysis";"13445798032165848396";"2007";"Property values are affected by the properties’ physical, accessibility and environmental features. Railway stations function as nodes in transport networks and places in an urban environment. They have accessibility and environmental impacts, which contribute to property value. The literature on the effects of railway stations on property value is mixed in its finding in respect to impact magnitude and direction, ranging from a negative to an insignificant or a positive impact. This paper attempts to explain the variation in the findings by meta-analytical procedures. Generally the variations are attributed to the nature of data, particular spatial characteristics, temporal effects and methodology. The data can vary in relation to the type of property under study. Some indication is found to support the assertion that commercial properties enjoy a higher positive impact compared to residential properties. Commuter railway stations have a consistently higher positive impact on the property value compared to light and heavy railway/Metro stations. The inclusion of other accessibility variables (such as highways) in the models reduces the level of reported railway station impact. However this effect becomes insignificant for properties within a quarter-mile of the station, leaving the railway station as a major accessibility point. Our analysis did not find a significant effect of spatial and temporal factors.";"Piet Rietveld,Ghebreegziabiher Debrezion,Eric Pels,"
" Land-use/transport interaction models as tools for sustainability impact assessment of transport investments: review and research perspectives";"3718057397341599920";"2004";"Interest in the appraisal of the sustainability impacts of transport policies has grown the last few years, expressing the need for a balanced treatment of economic, environmental and social impacts. This paper represents a first step in creating a framework for Sustainability Impact Assessments  it will also review operational land-use/transport interaction models as assessment tools. An in-depth analysis of the potential impacts of land-use and transport policies, and scenarios, on the economy, society and the environment will present new challenges to land-use/transport interaction models. The first challenge is related to modelling behaviour: i.e. the model should estimate land-use, transport and accessibility impacts in a theoretically sound and consonant manner, and consistently link the full set of (long-term) land-use and (short-term) travel-behavioural responses to these policies. The second challenge is to improve methodologies to (better) include the wider (macro-)economic effects and the passive values. The third challenge is to generate more knowledge for understanding ecological and social impacts, and for the development of related indicators and methodologies to calculate them. A fourth, and final, challenge is related to the presentation and integration of the sustainability impacts, not only including the economic, ecological and social impacts, but also finding the ‘right’ balance between them. Although recent model developments facilitate a far more comprehensive analysis than is common practice today, there is certainly a need for theoretical and practical research for conducting Sustainability Impact Assessments of land use and transport policies and scenarios.";"Bert Van Wee,Karst T. Geurs,"
" Development of an integrated transport-land use model for the activities relocation in urban areas";"9738981332437076638";"2014";"The study presents a new Land Use - Transport Interaction (LUTI) planning model to provide an effective decision support system tool for the Urban Planning Administrations and to promote the use of the public transport system in urban areas. The idea is to relocate a subset of activities from urban zones with strong attraction, but poorly connected by the existing mass transit system, to urban zones close to the existing mass transit links with available residual capacity. This residual capacity is the main variable that indicates location and intensity of activities to be moved. The model has been applied for the real case study of the city of Rome in Italy. Results demonstrated the capability of the model to be a useful support system to suggest activities relocation pursuing the goal of sustainability for a short-term horizon.";"Marialisa Nigro,Marco Petrelli,Adrienne Brandi,Stefano Gori,"
"A network governance approach to transit-oriented development: Integrating urban transport and land use policies in Urumqi, China";"9284884965506661913";"2016";"Transit-Oriented Development (TOD) is not only an urban planning tool but also a complex policy process that involves a network of actors with diverse perceptions, goals, resources and strategies. In such a multi-actor setting, effective implementation of TOD requires governance instruments and strategies aiming for the promotion of actor mutual recognition, goal alignment, information communication and the management of actor interaction. Most of the empirical research on TOD in China has focused on economically developed cities in the prosperous East of the country. To what extent and how cities in China's far West, which feature a different developmental trajectory in their land use, housing provision and transport patterns, adopt TOD still remains unknown territory. This article makes a beginning with the exploration of this topic by studying the Urumqi city in Xinjiang Uygur Autonomous Region. Based on network governance theory, this article investigates the governance strategies used in Urumqi to integrate urban transport and land use policies. It presents a network governance model consisting of three rungs and concludes that a coordinative umbrella organization plays a significant role in eradicating problems of early substantive selection and perceptional fixation  successful policy integration requires careful goal alignment strategies that force actors to shift from go-alone strategies to interaction and concerted actions  institutional design and trust-building are also imperative for joint action.";"Martin de Jong,Rui Mu,"
"Bus rapid transit impacts on land uses and land values in Seoul, Korea";"1786504861447836048";"2009";"More and more cities are turning to Bus Rapid Transit (BRT) as a way of cost-effectively expanding public transit services to help relieve traffic congestion, reduce carbon emissions, and increase mobility options for the poor. Because of the inherent flexibility advantages of rubber-tire buses – e.g., unlike rail systems, the same vehicle that functions as a line-haul carrier can also morph into a neighborhood feeder -- BRT is especially suited for many lower density and non- CBD settings. Some of the most advanced and widely heralded BRT services today are found in Latin America, such as Curitiba and Sao Paulo, Brazil, Bogotá and Cali, Columbia, Santiago, Chile, and Lima, Peru. The success of BRT in these cities stems, to a large degree, from the presence of dedicated lanes, which offer significant speed advantages relative to more traditional mixed-traffic services. One of the few cities outside of Latin America that has joined the ranks of world-class BRT serviceproviders is Seoul, Korea. As in cities like Curitiba and Bogotá, Seoul operates dedicated median-lane BRT services which are supplemented by one of the most extensive networks of curbside BRT lanes anywhere. Seoul began implementing curbside bus lanes in 1986 however because of conflicts with traffic entering the main traffic stream these lanes failed to provide significant speed advantages. It was only after the addition of exclusive median lanes in 2004 that buses began to offer significant travel-time savings and win over former motorists. All else being equal, significant gains in bus speeds should be followed by significant land-use changes, like densification and property value increases, especially in congested mega-cities like Seoul. Land markets can be expected to place a high premium on parcels close to transit corridors that enjoy significant travel-time savings since, after all, such settings have scarcity value – i.e., there is a finite, limited supply of settings with superior transit offerings. This paper probes this hypothesis by studying land-use changes and property-value increases induced by Seoul’s introduction of exclusive, median-lane BRT services. First, the empirical literature on bus transit and land-use impacts is reviewed. This is followed by background discussions on Seoul’s transportation conditions and BRT system. Next, we describe our research methodology and supporting data sources. We then present multilevel models that gauge the influences of upgrading BRT services on land-use changes and land values. The paper concludes by reflecting on the policy implications of the key research findings.";"Robert Cervero,Chang Deok Kang,"
"Modeling urban expansion scenarios by coupling cellular automata model and system dynamic model in Beijing, China";"5280571749216175921";"2006";"Spatially explicit urban expansion models that can trace urban development in the past and predict the expansion scenarios in the future are indispensable for examining urban planning policies. This paper demonstrates a new urban expansion scenario (UES) model by coupling one bottom-up cellular automata (CA)-based model and one top-down system dynamics (SD)-based model. By implementing the UES model in Beijing, the urban evolution from 1991 to 2004 was simulated and the UESs from 2004 to 2020 were predicted. The results suggest that a dilemma of urban expansion versus limited water resource and environment deterioration exists. Dealing with such a dilemma remains a challenge for the local government. © 2006 Elsevier Ltd. All rights reserved.";"Chunyang He,Qiaofeng Zhang,Jingshui Zhang,Peijun Shi,Norio Okada,"
"Leeds Integrated Land-Use Transport Model (LILT)";"17246353187156135543";"1983";"One way to estimate the wider impacts of transport policies is to use a computer model which incorporates the both-way interactions between land use and transport. The Leeds Integrated Land-Use Transport (LILT) model, which represents the relationships between transport costs and the spatial distribution of population, housing, jobs, employment and shopping is one such model and is described in this report. Transport supply is represented by the generalized cost of travel by private and public transport, and walking. Housing and jobs are located by the model  the population and workers occupying these and making trips between them are calculated in such a way that only those who are choosing new homes or jobs are relocated over time. A distinction is made between physical infrastructure and activities so that mismatches between demand and supply, such as vacant houses, are included.";"R. L. Mackett,"
"An application of an integrated transport network–multiregional CGE model: a framework for the economic analysis of highway projects";"7946482934883538573";"2004";"This paper develops a framework for the economic analysis of highway projects that is then used to estimate the dynamic economic effects of a highway project on the economic growth and the regional disparity in Korea. The framework is composed of a transport model and a multiregional Computable General Equilibrium (CGE) model. The transport model measures a change in interregional shortest distances and the accessibility due to the highway project. The CGE model estimates the spatial economic effects of the project on GDP, the price, exports, and the regional distribution of wages and population. The simulation allows policy makers to determine which highway development deserves the priority for investment, based on consideration of economic growth and regional economic equity in the long run. The simulation found that all the highway projects have positive effects on GDP and export growth as well as regional equity in terms of wage and population. © 2004 The International Input-Output Association.";"G J D Hewings,C Hong,E Kim,"
"Combined impacts of highways and light rail transit on residential property values: A spatial hedonic price model for Phoenix, Arizona";"4911806436491011149";"2014";"This study analyzes the positive and negative relationships between housing prices and proximity to light rail and highways in Phoenix, Arizona. We hypothesize that the accessibility benefits of light rail transit (LRT) and highways accrue at nodes (stations and highway exits specifically), while disamenities emanate from rail and highway links as well as from nodes. Distance decay of amenities and disamenities is captured using multiple distance bands, and hypotheses are tested using a spatial hedonic model using generalized spatial two-stage least-squares estimation. Results show that proximity to transport nodes was associated significantly and positively with single-family detached home values. As a function of distance from highway exits and LRT stations, the distance-band coefficients form an inverted-U pattern consistent with a positive longer-range distance-decay accessibility effect minus a smaller and shorter-range distance-decay disamenity effect. The positive accessibility effect for highway exits extends farther than for LRT stations. Coefficients for the distance from highway and LRT links, however, were not significant. We also test the effect of highway design on home values and find that below-grade highways have relatively positive impacts on nearby houses compared to those at ground level or above. ?? 2014 Elsevier Ltd.";"Michael Kuby,Aaron Golub,Kihwan Seo,"
"Urban form and travel behaviour: micro-level household attributes and residential context";"6816438350432176732";"2002";"Many countries now have policies to reduce distances travelled by private car and to favour the use of public transport, cycling and walking. The development of compact urban forms and the design of urban communities which favour walking are seen as particularly effective strategies for reducing car dependency. The factors which determine travel behaviour are not fully understood, so that effective policies influencing travel patterns are difficult to formulate. Apart from urban form and design, personal attributes and circumstances have an impact on modal choice and distances travelled. People with higher incomes are more likely to own and use a private car than low-income households. Families with children use cars more often than one-person households. The purpose of a trip-work, shopping and leisure-also influences travel mode and distance. We used the Netherlands National Travel Survey (OVG) to explore some of these relationships in more depth. The relative importance of personal attributes and the characteristics of residential environments as determinants of modal choice and travel distance were explored. Both sets of factors maintain a clear, strong relationship with travel behaviour in multivariate models of travel behaviour.";"Martin Dijst,Frans M Dieleman,G Burghouwt,"
" Impacts on land use characteristics from ferry replacement projects. Two case studies from Norway";"9347079883600562795";"2015";"Fixed links projects are bridges or tunnels that connect two areas\nseparated by geographic barriers. Fixed links reduce dramatically the\ntravel time and provide reliability and flexibility, as often they\nreplace ferry services. This might impact on land use characteristics\nand travel behaviour. We aim to explain these impacts by making time\nseries analyses of empirical data on two fixed links that connect\nislands to the mainland on the west coast of Norway. We find that\nchanges in travel time and cost might generate an increase in the\nattractiveness of the municipalities connected by the fixed links,\nleading to an increase in population. The greater demand for housing\ntriggers a growth in square metre price for dwellings and construction\nrates. There is also a higher annual traffic growth than the experienced\nbefore the fixed link was opened. Despite that, we do not find either an\nadditional increase in the number of companies or changes on number of\nemployees in the existing companies. (C) 2015 The Authors. Published by\nElsevier B.V.";"Stig Nyland Andersen,Oyvind Lervik Nilsen,Trude Torset,Maria Diez Gutierrez,"
"Land-use transport interaction: state of the art";"16732332007051269037";"1999";"The EU research project TRANSLAND is a study on innovative policies and future research needs in the field of integrated urban transport and land-use planning. TRANSLAND serves two objectives. It looks backward in identifying good planning practice examples, insights from conducted research in this field and institutional conditions and barriers for integrated policy making and it looks ahead to advise on best planning practice and to recommend future research and policy development. This TRANSLAND Deliverable 2a is part of a review on the state of the art in the theory of land-use transport interaction at the urban-regional level. The review covers both technical, behavioural and institutional issues of land-use transport interaction at the urban-regional level, i.e. - impacts of local land use policies on the behaviour of travellers and, vice versa, impacts of transport policies on the location behaviour of households and firms within urban regions ('What')  - potentials and problems of co-ordination of land use and transport policies at the urban- regional level in different national and regional institutional contexts ('How').";"Franz Fürst,Michael Wegener,"
" The strategic, dynamic and integrated urban land use and transport model MARS (Metropolitan Activity Relocation Simulator)";"13172227782021916588";"2003";"Sustainability is one of today’s major public concerns. There is evidence that transport and land use systems of cities all over the world are unsustainable. Indicators backing up this hypothesis are among others: urban sprawl, pollution and consumption of non-renewable resources. As urban planning has become increasingly complex, decision support tools are essential to help to achieve the overall objective of sustainability. Recent research has shown that any single policy instrument cannot achieve sustainability. Policy strategies employing several instruments are needed to be successful. The use of formal models and optimisation methods is suggested to be used to identify the best performing strategy. Research of the last decades has shown that land use and transport form a closely linked dynamic system. Therefore integrated land use and transport models are needed to assess the performance of urban policy strategies. A literature review has shown that a variety of operational transport and/or land use models exists. The current trend in land use and transport modelling is characterised by an extreme dis-aggregation even down to individual household level. This extremely detailed modelling approach is, independently from its theoretical appeal, inappropriate for identifying sustainable policy strategies. Despite the ever-increasing computational power, model runs take too long to be able to consider a reasonable number of instruments. Additionally data needs are very high. Even synthetic data have to be produced to match the level of model dis-aggregation. Data requirements might be one of the reasons why the use of integrated land use and transport models is still not widespread. A different approach was therefore chosen for the work presented here. The rather high aggregated integrated, dynamic urban land use and transport model MARS (Metropolitan Activity Relocation Simulation) was developed as the core of a sustainability assessment framework. The underlying hypothesis is that cities are self-organising systems and that the principles of synergetics can be applied to describe collective behaviour. A qualitative model was developed based on Viennese research. The method of causal loop diagrams was used for this task. From this basis a quantitative model was built and written into code. MARS was calibrated for the city of Vienna. An extensive model-testing program was carried out using observed data from 1981 to 2001. A back casting exercise and sensitivity tests have proven the usability of MARS. Nevertheless some weak points were identified. It was possible to find explanations for them. Potential fields for future improvements were identified and ranked. A case study with the Vienna MARS model was carried out. Transport projects currently planned and under construction were assessed towards their contribution to official Viennese city planning objectives. An appropriate policy strategy to achieve these goals was identified using formal optimisation procedures.";"Paul Pfaffenbichler,"
"Transportation and Land Use";"8660477253315319284";"1999";"This comprehensive survey of transportation economic policy pays homage to a classic work, Techniques of Transportation Planning, by renowned transportation scholar John R. Meyer. With contributions from leading economists in the field, it includes added emphasis on policy developments and analysis. The book covers the basic analytic methods used in transportation economics and policy analysis  focuses on the automobile, as both the mainstay of American transportation and the source of some of its most serious difficulties  covers key issues of urban public transportation  and analyzes the impact of regulation and deregulation on the U.S. airline, railroad, and trucking industries. In addition to the editors, the contributors are Alan A. Altshuler, Harvard University  Ronald R. Braeutigam, Northwestern University  Robert E. Gallamore, Union Pacific Railroad  Arnold M. Howitt, Harvard University  Gregory K. Ingram, The Wold Bank  John F. Kain, University of Texas at Dallas  Charles Lave, University of California, Irvine  Lester Lave, Carnegie Mellon University  Robert A. Leone, Boston University  Zhi Liu, The World Bank  Herbert Mohring, University of Minnesota  Steven A. Morrison, Northeastern University  Katherine M. O'Regan, Yale University  Don Pickrell, U.S. Department of Transportation  John M. Quigley, University of California, Berkeley  Ian Savage, Northwestern University  and Kenneth A. Small, University of California Irvine.";"Don Pickrell,"
"Accessibility Impact of the Suburbanization of High-Speed Rail Stations in China";"1261624366439909540";"2015";"In recent years, China has built the longest and most heavily used high-speed rail network in the world. But many cities' high-speed rail stations are located in suburbs, and the loss of time affects the efficiency of the high-speed rail. The author analyzes the stations of Beijing-Shanghai high-speed railways and Wuhan-Guangzhou high-speed railways to estimate the distance and transfer time from a high-speed rail station to downtown areas, indicating the accessibility impact caused by the suburbanization of the high-speed rail stations. The study suggests that the suburbanization of high-speed railway station is mainly attributed to the lack of integrated transport planning, development of the new districts in a city, as well as the purpose to reduce the cost of land and engineering.";"Yu Hu,Hongchang Li,"
"Topological evolution of surface transportation networks";"15049090676952779807";"2009";"This study explores the topological evolution of surface transportation networks, using empirical evidence and a simulation model validated on that data. Evolution is an iterative process of interaction, investment, and disinvestment. The temporal change of topological attributes for the network is also evaluated using measures of connectivity, density, heterogeneity, concentration, and connection patterns. The simulation model is validated using historical data from the Indiana interurban network. Statistical analyses suggest that the simulation model performs well in predicting the sequence of link abandonment in the interurban network as well as the temporal change of topological attributes. The simulation model is then applied on different idealized network structures. Typical connection patterns such as rings, webs, hub-and-spokes, and cul-de-sacs emerge in the networks  the spontaneous organization of network hierarchies, the temporal change of spacing between parallel links, and the rise-and-fall of places in terms of their relative importance are also observed, providing further evidence for the self-organization property of surface transportation networks. ?? 2008 Elsevier Ltd. All rights reserved.";"Feng Xie,David Levinson,"
"Overview of land use transport models";"3647216975258379343";"2004";"The previous chapters in this Handbook have shown that spatial development, or land use, determines the need for spatial interaction, or transport, but that transport, by the accessibility it provides, also determines spatial development. However, it is difficult to empirically isolate impacts of land use on transport and vice versa because of the multitude of concurrent changes of other factors. This poses a problem if the likely impacts of integrated land-use and transport policies to reduce the demand for travel are to be predicted. There are principally three methods to predict those impacts. The first is to ask people how they would change their location and mobility behaviour if certain factors, such as land use regulations or transport costs, would change ('stated preference'). The second consists of drawing conclusions from observed decision behaviour of people under different conditions on how they would be likely to behave if these factors would change ('revealed preference'). The third method is to simulate human decision behaviour in mathematical models. All three methods have their advantages and disadvantages. Surveys can reveal also subjective factors of location and mobility decisions, however, their respondents can only make conjec- tures about how they would behave in still unknown situations, and the validity of such con- jectures is uncertain. Empirical studies based on observation of behaviour produce detailed and reliable results  these, however, are valid only for existing situations and are therefore not suited for the assessment of novel yet untested policies. In addition it is usually not possible to associate the observed changes of behaviour unequivocally with specific causes, because in reality several determining factors change at the same time. Mathematical models of human behaviour are also based on empirical surveys or observa- tions. The difference is that the conclusions to be drawn from the survey and observation data are quantified. Strictly speaking, the results of mathematical models are no more universally valid than those of empirical studies but are only valid for situations which are similar to those for which their parameters were estimated. Nevertheless it is possible to transfer human be- haviour represented in mathematical models within certain limits to still unknown situations. In addition, mathematical models are the only method by which the effects of individual de- termining factors can be analysed by keeping all other factors fixed. In this chapter recent developments in the field of operational integrated land-use transport models will be reviewed with special emphasis on their ability to test both land use and trans- port policies and to assess their impacts.";"Michael Wegener,"
"Effects of urban rail transit expansions: Evidence from sixteen cities, 1970-2000 ";"14049005034234653393";"2005";"FEDERAL, STATE, AND LOCAL governments have spent more than $25 billion to establish or expand rail transit infrastructure in sixteen major U.S. metro-politan areas between 1970 and 2000. Billions more have been invested to maintain and improve existing rail transit lines. Despite the significant infra-structure improvements associated with these investments, transit ridership has been declining rapidly. The fraction of metropolitan area commuters in the United States using public transit declined from 0.12 in 1970 to 0.06 in 2000. Furthermore, only in a few metropolitan areas has transit increased its share of the commuting market since 1970, and in none of these areas did transit garner more than 10 percent of the market in 2000. In this paper, we evaluate the extent to which rail transit improvements have spurred new ridership and we provide some rough estimates of the value of these new commuting options. We demonstrate the importance of consid-ering heterogeneous responses of commuting mode choice both within and between metropolitan areas to the existence of new rail lines. For example, in each metropolitan area except Chicago, commuters living beyond ten kilo-meters of the city center and within two kilometers of a new rail transit line increased their transit use between 1970 and 2000. However, most metropol-itan areas saw declines in ridership within ten kilometers of the city center in areas near and far from new rail lines alike. Variation in metropolitan area structure is also key in determining whether new rail lines succeed at attract-ing riders. Rail transit is more likely to be successful in more densely popu-lated and centralized cities. Of the sixteen cities that significantly expanded their rail infrastructure after 1970, we find that Washington stands out as a place where rail transit investments have had relatively high returns. Finally, we find little evidence that significant ridership gains due to new rail lines continue to accrue more than a few years after construction is completed. Panel data at the census tract level allow us to evaluate the effects on rider-ship of new rail lines by making two types of comparisons. Exploitation of within metropolitan area variation in access allows for comparison of areas of each city that received new rail transit to equivalent areas that did not. Time series variation in transit access allows for comparison of the same census tract in each city over time. This difference-in-difference type comparison ultimately identifies our estimates of ridership gains as a result of new rail transit. Census data on commuting times and the number of rail, bus, and car commuters allow us to roughly calculate the number of commuting hours saved as a result of new rail transit construction. We develop a simple theoretical model that provides intuition about the spatial patterns in commuting mode choice adjustments that one may expect to see as result of new rail transit infrastructure. The implications of the model motivate the specifications used in public transit use regressions. These regres-sions incorporate potentially heterogeneous responses of public transit use to new rail infrastructure as a function of the year the system was built, distance to the city center, and physical structure of the metropolitan area as a whole. These regressions form the core empirical contribution of this paper. We use the regression estimates to evaluate the extent to which new rail transit causes people to change commuting modes, allowing us to roughly quantify the wel-fare benefits of recently constructed rail lines and to make some predictions about the likely success or failure of rail transit construction projects currently underway in several U.S. cities. Our study builds on earlier research investigating the consequences of rail transit investments. In a previous paper, we document that transit ridership saw less than average declines near new rail lines constructed in five U.S. cities during the 1980s. 1 On the other hand, metropolitan areas have been decentralizing such that existing transit infrastructure facilitates access to a smaller fraction of residents and employment. 2 This is reflected in falling 2 Brookings-Wharton Papers on Urban Affairs: 2005";"Matthew E. Kahn,Nathaniel Baum-Snow,"
"Measuring the effect of transportation infrastructure on retail firm co-location patterns";"8280771800704141276";"2016";"This paper studies the effects of transportation infrastructure on the location behavior of competing retail firms. First, in a game theoretic framework that describes the location choices made by retailers with respect to each other, the connection between relative firm location and transportation demand is outlined. Second, a multivariate point pattern statistic based on this theoretical framework is applied to location patterns of fast food outlets to measure the effects that major road infrastructure has on firm location behavior in this sector.The results suggest that transportation infrastructure affects the location behavior of firms with respect to their location in relation to their competitors. Access to important transportation infrastructure induces competing outlets to locate next to each other-a tendency not necessarily observed among outlets without such access. Theoretically, this does not only affect economic outcomes, but also travel demand and consumer accessibility. The findings from this study stress the importance of accounting for how transportation infrastructure changes the location behavior of firms in travel demand frameworks.";"Oleg A. Smirnov,Isabelle M. Nilsson,"
"Measuring TOD around transit nodes-Towards TOD policy";"2461466985030055448";"2017";"Transit Oriented Development (TOD) can stimulate sustainable development by improving the interaction between transit and the surrounding development. Planning for TOD around existing transit nodes can only be effective if the assessment of the base situation is done properly. To do so, we propose a methodology to quantitatively measure existing levels of TOD in terms of a TOD Index, within walkable distance of a transit node, by measuring various criteria that define TOD. The value of a TOD index indicates the level to which TOD supporting characteristics are inplace around a transit node and what may be required to be improved so as to attain better transit orientation of thedevelopment. With these results in hand, TOD planning proposals can become more accurate by targeting investments on the most relevant or critical factors. The methodology was applied to the city region of Arnhem and Nijmegen, The Netherlands. A TOD index was calculated for areas around the 21 train stations in the region. The results help in drawing TOD policy for the region by identifying which station areas need more attention than others and at the same time, for each station, identifying specific TOD characteristic(s) that need improvement.";"Yamini Jain Singh,Johannes Flacke,Azhari Lukman,Mark Zuidgeest,M. F.A.M. Van Maarseveen,"
"Transit-oriented land planning model considering sustainability of mass rail transit";"2024160217331154543";"2010";"With the acceleration of urbanization, the mass rail transit (MRT) is developing rapidly in China. However, some unsustainable problems are brought to many metropolitan governments, such as the expensive costs of MRT construction and operation, the incompatibility between MRT and its surrounding land use, the difficulty of MRT sharing the benefits brought by itself, etc. Therefore, for the sustainability of MRT, this research presents a transit oriented development (TOD) planning model of China. The paper put forward the objective functions and constraints of China TOD (CTOD) model and designed the algorithm of this multiobjective optimal problem. The problem is divided into two phases and parallel genetic algorithm is adopted. By these methods, the Pareto optimization solution set is searched so that it can offer some alternative land-use schemes. Taking the example of Dan Zhutou station of Shenzhen metro third line constructing, the land-use schemes in walking available scope of MRT station are designed considering MRT sustainability. The optimization results are alternative schemes of land-use type and land-use density in planned region, so that the land use can ensure the sustainable development of MRT.";"Heng Li,Z. R. Wang,G. H. Xu,H. L. Guo,C. W. Kong,Yan Li,"
"A unifying modelling framework to simulate the Spatial Economic Transport Interaction process at urban and national scales";"8447436889705718760";"2012";"Much effort has been expended in the last decades in developing modelling frameworks to simulate the so-called Spatial Economic Transport Interaction (SETI) process. Models have been originated according to autonomous bodies of knowledge connected to the analysis and interpretation of each reference spatial scale: urban and national. However, there have been few exchanges of knowledge flowing from one scale to another.This paper proposes a unifying modelling framework able to capture the two-way relationship between spatial economic and transport systems at both the national and urban scales. Four main elements are presented: (i) a literature review of Spatial Economic (SE) models at national and urban scales  (ii) a description of the theoretical evolution involving a class of SE models from the theoretical backgrounds to the current formulations  (iii) the proposition of a SETI model which has two modelling components: a transport macro-model and a spatial economic macro-model  (iv) a model specification for national and urban scales. ?? 2012 Elsevier Ltd.";"Francesco Russo,Giuseppe Musolino,"
