stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
artificial network neural	artificial neural network	artificial neural network	3	21,8428298869	67,8932496104	221,298208046	9,0	33,0	 
electric power system	electric power system	electric power system	3	7,94284723159	31,1295492267	158,789811782	4,0	27,0	 
area power system	area power system	area power system	3	5,95713542369	27,4763335431	295,589204935	2,0	10,0	 
mobile phone	mobile phones	mobile phones	2	6,29455750551	30,4966675556	599,738732024	2,0	11,0	 
communication service	communication services	communication services	2	6,29455750551	30,4966675556	165,969263084	2,0	16,0	 
environment network system	system network environment	system network environment	3	5,95713542369	27,4763335431	291,547597254	2,0	7,0	 
decision management risk	risk management decisions	risk management decisions	3	5,95713542369	25,0609229846	2969,20845865	3,0	5,0	 
assessment health	health assessment	health assessment	2	4,72091812914	20,9583330871	2969,20845865	3,0	5,0	 
network theory	network theory	network theory	2	7,86819688189	38,1208344445	223,860072696	2,0	7,0	 
analysis power system	power system analysis	power system analysis	3	9,92855903949	38,9119365333	220,190893797	4,0	23,0	 
protective relay	protective relays	protective relays|&|Protective Relays	2	4,72091812914	22,8725006667	593,53821418	2,0	4,0	 
structure system	structure system	structure system|&|system structure	2	7,86819688189	34,9305551452	162,653503068	3,0	16,0	 
effectiveness robustness	effectiveness and robustness	effectiveness and robustness|&|robustness and effectiveness	3	6,29455750551	26,1336127678	141,879494064	4,0	51,0	 
integration platform	integration platform	integration platform	2	4,72091812914	26,1447917576	191,978557567	1,0	8,0	 
city system virtual	virtual city system	virtual city system	3	7,94284723159	36,6351113909	325,977362333	2,0	9,0	 
distribution network	distribution network	distribution network	2	4,72091812914	20,9583330871	147,673432914	3,0	25,0	 
network observability	network observability	network observability	2	6,29455750551	30,4966675556	157,38655503	2,0	12,0	 
Simulation result	Simulation results	Simulation results	2	4,72091812914	20,9583330871	161,360089658	3,0	23,0	 
system transmission	transmission system	transmission system	2	4,72091812914	20,9583330871	207,263740949	3,0	19,0	 
Power stabilizer system	Power system stabilizers	Power system stabilizers|&|Power system stabilizer	3	7,94284723159	31,1295492267	158,806459758	4,0	46,0	 
software system	software system	software system|&|system software|&|software of the system	2	4,72091812914	20,9583330871	398,178808133	3,0	8,0	 
operation system	system operation	system operation|&|system operations	2	4,72091812914	20,9583330871	146,298191406	11,0	94,0	 
configuration system	system configuration	system configuration	2	4,72091812914	22,8725006667	182,613180359	2,0	14,0	 
control power reactive	reactive power control	reactive power control	3	3,9714236158	18,3175556954	179,308698105	2,0	17,0	 
management system	management system	management system	2	15,7363937638	61,8225571302	209,598687186	5,0	27,0	 
planning power system	power system planning	power system planning	3	19,857118079	69,772504538	197,304415301	6,0	33,0	 
power simulation system	power system simulation	power system simulation	3	5,95713542369	27,4763335431	246,723943317	2,0	9,0	 
fault power system	power system fault	power system fault	3	5,95713542369	27,4763335431	151,088279937	2,0	8,0	 
network planning power system	power system network planning	power system network planning	4	5,95713542369	27,4763335431	185,258730049	2,0	9,0	 
model network	network model	network model|&|network models|&|model network	2	12,589115011	45,2221580193	213,746032454	7,0	43,0	 
network power system	power system network	power system network|&|system network power	3	65,5284896606	154,715917626	197,889030599	21,0	109,0	 
communication system	system communication	system communication|&|communication system	2	6,29455750551	34,8597223434	217,583398524	2,0	17,0	 
information network system	information system network	information system network|&|system information network|&|Information system network	3	7,94284723159	33,4145639794	453,27938352	4,0	14,0	 
line transmission	transmission line	transmission line|&|transmission lines	2	11,0154756347	39,5693882669	234,542821805	7,0	45,0	 
configuration network	network configuration	network configuration	2	4,72091812914	22,8725006667	228,759438053	2,0	6,0	 
design-space exploration network	network design-space exploration	network design-space exploration	3	5,95713542369	31,6055051663	501,212219502	1,0	2,0	 
network neural	neural network	neural network|&|neural networks	2	15,7363937638	54,42639495	163,456573899	8,0	51,0	 
control voltage	voltage control	voltage control	2	6,29455750551	30,4966675556	204,082572748	2,0	9,0	 
performance system	system performance	system performance	2	4,72091812914	22,8725006667	223,740895527	2,0	17,0	 
information system	information system	information system|&|information systems|&|system information	2	4,72091812914	20,9583330871	524,960130629	6,0	23,0	 
analysis harmonic power system	power system harmonic analysis	power system harmonic analysis	4	5,95713542369	27,4763335431	333,124829493	2,0	11,0	 
datum transmission	data transmission	data transmission	2	4,72091812914	22,8725006667	145,157801645	2,0	12,0	 
stability voltage	voltage stability	voltage stability	2	4,72091812914	20,9583330871	152,028382304	3,0	17,0	 
datum model	data model	data model|&|model data	2	6,29455750551	30,4966675556	533,196127415	2,0	5,0	 
information theory	information theory	information theory	2	11,0154756347	48,9027772033	231,647214409	3,0	18,0	 
city structure system world	structure of the world city system	structure of the world city system	6	9,92855903949	41,7682049743	219,908171441	3,0	30,0	 
cascading failure	cascading failure	cascading failure|&|cascading failures	2	7,86819688189	38,1208344445	306,434496953	2,0	9,0	 
