stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
assessment datum dose-response hazard identification	hazard identification and dose-response assessment data	hazard identification and dose-response assessment data	6	3,9714236158	19,2823978865	4392,8036357	2,0	4,0	 
analysis stability	stability analysis	stability analysis	2	9,44183625827	37,6659420305	207,785498413	13,0	104,0	 
expert system	expert system	expert system	2	6,29455750551	27,6628514598	383,316163343	4,0	21,0	 
set theory	set theory	set theory	2	4,72091812914	24,0194296857	183,128101458	2,0	22,0	 
area such	areas such	areas such|&|such areas	2	4,72091812914	22,1052621061	209,316748344	3,0	18,0	 
power security system	power system security	power system security	3	5,95713542369	28,9235968298	212,693455443	2,0	19,0	 
design energy flywheel storage	flywheel energy storage design	flywheel energy storage design|&|design of flywheel energy storage	4	3,9714236158	19,2823978865	236,982361381	2,0	23,0	 
margin stability voltage	voltage stability margin	voltage stability margin	3	3,9714236158	22,0351789686	209,576587816	2,0	29,0	 
power quality system	system power quality	system power quality|&|system for power quality	3	3,9714236158	19,2823978865	236,982361381	2,0	23,0	 
network neural	neural network	neural network|&|neural networks	2	18,8836725165	65,6856202688	193,723963759	10,0	75,0	 
network power	power network	power network|&|network power	2	15,7363937638	65,6456538602	252,516029554	7,0	59,0	 
bulk power system	bulk power system	bulk power system	3	7,94284723159	38,5647957731	401,079178581	2,0	12,0	 
plant power	power plant	power plant|&|power plants	2	12,589115011	52,5165230882	241,693557143	5,0	42,0	 
control stability	stability control	stability control|&|stability controls	2	6,29455750551	29,4736828082	245,771441428	4,0	28,0	 
city size	city size	city size	2	6,29455750551	32,0259062476	725,137991321	2,0	4,0	 
error identification topology	topology error identification	topology error identification	3	7,94284723159	38,5647957731	470,291022846	2,0	14,0	 
feature simple structure	features of a simple structure	features of a simple structure	5	3,9714236158	19,2823978865	195,849551565	2,0	37,0	 
modern power system	modern power systems	modern power systems	3	5,95713542369	26,5081862712	183,020888231	3,0	21,0	 
architectural object virtual	virtual architectural objects	virtual architectural objects	3	3,9714236158	19,2823978865	289,714279001	2,0	12,0	 
control scheme stability	stability control scheme	stability control scheme	3	5,95713542369	28,9235968298	388,504656302	2,0	15,0	 
information technology	information technology	information technology	2	6,29455750551	27,6628514598	331,731357689	4,0	25,0	 
control stability system	system stability control	system stability control|&|stability control system	3	5,95713542369	28,9235968298	196,893094364	2,0	15,0	 
control problem stability	stability and control problems	stability and control problems	4	3,9714236158	19,2823978865	205,096085646	2,0	12,0	 
harmonic system	system harmonic	system harmonic|&|system harmonics	2	6,29455750551	32,0259062476	406,331100134	3,0	14,0	 
current transformer	current transformers	current transformers	2	4,72091812914	24,0194296857	366,665920079	2,0	3,0	 
power stabilizer system	power system stabilizer	power system stabilizer|&|power system stabilizers	3	47,6570833896	138,652372396	215,079179261	15,0	120,0	 
international standard	international standards	international standards	2	4,72091812914	22,1052621061	298,3330943	3,0	13,0	 
management network	network management	network management	2	9,44183625827	44,2105242122	608,587682755	3,0	8,0	 
energy flywheel storage	flywheel energy storage	flywheel energy storage	3	11,9142708474	57,8471936596	316,221369824	2,0	23,0	 
control system	control system	control system|&|system control|&|control systems	2	23,6045906457	87,37423752	204,137336906	10,0	69,0	 
city system world	world city system	world city system	3	9,92855903949	41,3240420111	527,225372706	4,0	36,0	 
artificial network neural	artificial neural network	artificial neural network	3	21,8428298869	73,1998816614	194,663420527	9,0	37,0	 
area power system	area power system	area power system	3	7,94284723159	35,3442483616	282,261887895	3,0	21,0	 
mobile phone	mobile phones	mobile phones	2	6,29455750551	32,0259062476	591,338478642	2,0	12,0	 
converter power	power converter	power converter	2	7,86819688189	40,0323828095	230,091209734	2,0	21,0	 
operation power system	power system operation	power system operation|&|power system operations|&|operation power system|&|operation of this power system	3	29,7856771185	99,8180204474	204,152910521	10,0	93,0	 
environment network system	system network environment	system network environment	3	5,95713542369	28,9235968298	593,769107868	2,0	7,0	 
decision management risk	risk management decisions	risk management decisions	3	5,95713542369	26,5081862712	6151,12409017	3,0	5,0	 
assessment health	health assessment	health assessment	2	4,72091812914	22,1052621061	6151,12409017	3,0	5,0	 
analysis power system	power system analysis	power system analysis	3	17,8714062711	67,1370439442	364,140986097	8,0	50,0	 
dynamic response system	dynamic response of the system	dynamic response of the system|&|dynamic system response	5	5,95713542369	26,5081862712	239,258520083	3,0	29,0	 
national power system	national power system	national power system	3	3,9714236158	19,2823978865	185,865014899	2,0	15,0	 
city system virtual	virtual city system	virtual city system	3	7,94284723159	38,5647957731	281,348540765	2,0	8,0	 
network observability	network observability	network observability	2	6,29455750551	32,0259062476	297,021984175	2,0	12,0	 
network transmission	transmission network	transmission network	2	4,72091812914	24,0194296857	195,608501955	2,0	26,0	 
communication system	system communication	system communication|&|communication system	2	6,29455750551	36,3889610355	216,699440376	2,0	17,0	 
system transmission	transmission system	transmission system	2	4,72091812914	22,1052621061	330,59376842	3,0	19,0	 
power stability system voltage	power system voltage stability	power system voltage stability	4	7,94284723159	35,3442483616	234,157413916	3,0	44,0	 
stability system	system stability	system stability	2	9,44183625827	39,3873923161	214,217842223	22,0	189,0	 
Power stabilizer system	Power system stabilizers	Power system stabilizers|&|Power system stabilizer	3	7,94284723159	33,0592336089	187,068423352	4,0	53,0	 
operation system	system operation	system operation|&|system operations	2	4,72091812914	22,1052621061	188,386243082	12,0	118,0	 
energy storage	energy storage	energy storage	2	9,44183625827	39,3873923161	238,844597781	7,0	71,0	 
analysis small-signal stability	small-signal stability analysis	small-signal stability analysis	3	3,9714236158	19,2823978865	301,269657926	2,0	9,0	 
simulation system	system simulation	system simulation	2	4,72091812914	22,1052621061	365,013485796	5,0	29,0	 
enterprise large multinational	largest multinational enterprises	largest multinational enterprises	3	3,9714236158	19,2823978865	287,094211611	2,0	22,0	 
management system	management system	management system	2	15,7363937638	65,6456538602	286,229648108	5,0	29,0	 
planning power system	power system planning	power system planning	3	19,857118079	74,5967154935	191,185649652	6,0	39,0	 
power simulation system	power system simulation	power system simulation	3	9,92855903949	41,3240420111	348,985186479	4,0	25,0	 
assessment software stability	stability assessment software	stability assessment software	3	7,94284723159	38,5647957731	247,975899556	2,0	15,0	 
fault power system	power system fault	power system fault	3	5,95713542369	28,9235968298	289,015893594	2,0	9,0	 
stability system voltage	system voltage stability	system voltage stability	3	5,95713542369	26,5081862712	226,505747166	5,0	56,0	 
network planning power system	power system network planning	power system network planning	4	5,95713542369	28,9235968298	242,491331499	2,0	12,0	 
network power system	power system network	power system network|&|power system networks|&|system network power|&|system in power network	3	79,4284723159	195,186799439	221,190293363	24,0	157,0	 
dynamic power system	power system dynamic	power system dynamic	3	13,8999826553	57,8536588155	246,356575502	4,0	33,0	 
monitoring power system	power system monitoring	power system monitoring	3	3,9714236158	19,2823978865	355,15946885	2,0	9,0	 
information network system	information system network	information system network|&|system information network|&|Information system network	3	7,94284723159	35,3442483616	654,630737803	4,0	14,0	 
energy storage system	energy storage system	energy storage system	3	7,94284723159	35,3442483616	244,389541149	3,0	33,0	 
analysis result	results from an analysis	results from an analysis|&|analysis results|&|results of analysis	4	4,72091812914	22,1052621061	191,223479782	3,0	33,0	 
electronic power	power electronic	power electronic	2	4,72091812914	22,1052621061	213,3600914	3,0	27,0	 
system test	test system	test system	2	4,72091812914	22,1052621061	189,062405651	3,0	34,0	 
stability study transient	transient stability studies	transient stability studies	3	5,95713542369	26,5081862712	184,785814392	3,0	33,0	 
performance system	system performance	system performance	2	4,72091812914	24,0194296857	217,555133288	2,0	21,0	 
information system	information system	information system|&|information systems|&|system information	2	4,72091812914	22,1052621061	783,349071261	6,0	23,0	 
analysis harmonic power system	power system harmonic analysis	power system harmonic analysis	4	5,95713542369	28,9235968298	418,228260041	2,0	13,0	 
region stability voltage	voltage stability region	voltage stability region	3	5,95713542369	28,9235968298	210,424592935	2,0	21,0	 
stability voltage	voltage stability	voltage stability|&|Voltage stability	2	26,7518693984	90,5049032316	241,786092142	14,0	114,0	 
datum model	data model	data model|&|model data	2	6,29455750551	32,0259062476	289,303395456	2,0	5,0	 
information theory	information theory	information theory	2	11,0154756347	51,5789449143	243,666270274	3,0	17,0	 
city structure system world	structure of the world city system	structure of the world city system	6	9,92855903949	44,180310452	429,550044971	3,0	30,0	 
cascading failure	cascading failure	cascading failure|&|cascading failures	2	7,86819688189	40,0323828095	232,509107366	2,0	11,0	 
