stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
improvement transportation	transportation improvements	transportation improvements	2	4,72091812914	23,3438623187	361,383786168	2,0	15,0	 
structure traffic	traffic structure	traffic structure	2	7,86819688189	38,9064371978	1096,17772964	2,0	12,0	 
area metropolitan	metropolitan areas	metropolitan areas|&|metropolitan area	2	42,4882631622	112,261919484	284,242565191	20,0	132,0	 
system urban	urban system	urban system	2	11,0154756347	44,3756338457	355,975542242	5,0	20,0	 
analysis theoretical	theoretical analysis	theoretical analysis	2	4,72091812914	23,3438623187	314,412561969	2,0	11,0	 
bird community structure	bird community structure	bird community structure|&|structure of the bird community	3	5,95713542369	28,071125725	439,389128597	2,0	26,0	 
spatial structure	spatial structure	spatial structure|&|Spatial structure	2	40,9146237858	108,104070614	352,630357139	22,0	160,0	 
density distribution	density distribution	density distribution	2	4,72091812914	21,4296947391	785,992038078	3,0	9,0	 
mode transportation	transportation modes	transportation modes	2	6,29455750551	28,5729263188	317,641728782	3,0	12,0	 
master plan	master plan	master plan	2	6,29455750551	31,1251497582	349,117313538	2,0	8,0	 
activity economic	economic activity	economic activity	2	7,86819688189	33,452618713	263,014538476	6,0	57,0	 
city model	city model	city model	2	6,29455750551	26,7620949704	591,507496091	4,0	23,0	 
change climate	climate change	climate change	2	7,86819688189	38,9064371978	675,600621189	2,0	3,0	 
form urban	urban form	urban form	2	17,3100331402	66,5771467101	353,553526074	6,0	39,0	 
application model	model application	model application|&|application of the model	2	4,72091812914	21,4296947391	435,935669843	3,0	17,0	 
cost transportation	transportation costs	transportation costs	2	4,72091812914	21,4296947391	336,331626897	3,0	20,0	 
land price	land price	land price|&|land prices|&|price of land	2	28,3255087748	94,4750262009	390,518860539	10,0	61,0	 
analysis model	analysis and modeling	analysis and modeling|&|modeling and analysis|&|analysis model|&|model analysis	3	7,86819688189	33,452618713	318,870035025	4,0	21,0	 
area green	green areas	green areas	2	6,29455750551	28,5729263188	329,105010236	3,0	29,0	 
trade wildlife	wildlife trade	wildlife trade|&|WILDLIFE TRADE	2	11,0154756347	54,4690120769	417,481279819	2,0	8,0	 
demand land	land demand	land demand|&|demand for land	2	6,29455750551	28,5729263188	420,313989786	3,0	25,0	 
land market urban	urban land market	urban land market|&|urban land markets	3	19,857118079	71,7551451442	350,834919224	6,0	42,0	 
community urban	urban communities	urban communities	2	4,72091812914	23,3438623187	328,557168407	2,0	11,0	 
structure urban	urban structure	urban structure|&|Urban structure|&|urban structures	2	88,1238050772	181,041539222	297,295134245	42,0	263,0	 
model simulation	simulation model	simulation model	2	4,72091812914	23,3438623187	273,106488708	2,0	10,0	 
spatial urban	urban spatial	urban spatial	2	7,86819688189	31,6968813184	401,485649291	5,0	32,0	 
image processing	image processing	image processing	2	4,72091812914	23,3438623187	333,519977995	2,0	18,0	 
article full	Full article	Full article	2	9,44183625827	36,3148072964	877,538590031	6,0	20,0	 
space urban	urban space	urban space	2	6,29455750551	28,5729263188	544,862218244	3,0	15,0	 
area suburban	suburban areas	suburban areas	2	4,72091812914	21,4296947391	395,50244797	3,0	15,0	 
heat wave	heat waves	heat waves	2	4,72091812914	23,3438623187	462,204216634	2,0	11,0	 
emission factor	emission factors	emission factors	2	4,72091812914	21,4296947391	855,117186838	3,0	18,0	 
expansion urban	urban expansion	urban expansion	2	18,8836725165	69,7186836368	394,51327435	7,0	51,0	 
consumption energy	energy consumption	energy consumption	2	6,29455750551	31,1251497582	330,594173415	2,0	12,0	 
income tax	income tax	income tax	2	6,29455750551	35,4882045461	388,857439764	1,0	10,0	 
core urban	urban core	urban core	2	6,29455750551	28,5729263188	356,887230747	3,0	24,0	 
agricultural land value	value of agricultural land	value of agricultural land|&|agricultural land value	4	7,94284723159	31,9226054691	387,905815936	4,0	31,0	 
agglomeration urban	urban agglomeration	urban agglomeration	2	7,86819688189	33,452618713	1280,04815221	4,0	10,0	 
richness species	species richness	species richness	2	15,7363937638	63,3937626367	475,391457256	6,0	56,0	 
trafficking wildlife	wildlife trafficking	wildlife trafficking	2	4,72091812914	23,3438623187	784,607499774	2,0	10,0	 
change land-use	land-use change	land-use change	2	4,72091812914	21,4296947391	285,018167376	3,0	26,0	 
road traffic	road traffic	road traffic	2	4,72091812914	23,3438623187	752,743516433	2,0	12,0	 
forest structure urban	urban forest structure	urban forest structure|&|urban forest structures	3	9,92855903949	46,7852095416	386,14106023	2,0	13,0	 
cover vegetation	vegetation cover	vegetation cover	2	6,29455750551	31,1251497582	322,904777373	2,0	17,0	 
planning urban	urban planning	urban planning	2	12,589115011	46,4791224246	347,176153879	7,0	47,0	 
land value	land values	land values|&|land value	2	12,589115011	53,5241899409	475,148496112	5,0	32,0	 
housing price	housing price	housing price	2	4,72091812914	23,3438623187	426,47043624	2,0	13,0	 
land price spatial urban	urban land price on land spatial	urban land price on land spatial|&|urban land price and land spatial	6	7,94284723159	42,9337297975	510,888618942	1,0	8,0	 
density population	population density	population density|&|Population density	2	18,8836725165	69,7186836368	383,520942408	8,0	39,0	 
height information	height information	height information	2	4,72091812914	23,3438623187	262,806466176	2,0	18,0	 
growth structure urban	growth of urban structure	growth of urban structure|&|urban structure and growth|&|urban structure through the growth	4	5,95713542369	25,6557151664	510,407349293	3,0	15,0	 
open space	open space	open space	2	7,86819688189	38,9064371978	405,668997998	2,0	4,0	 
economic growth	economic growth	economic growth	2	14,1627543874	57,0543863731	293,446518948	5,0	39,0	 
automata cellular	cellular automata	cellular automata	2	4,72091812914	21,4296947391	326,768474286	3,0	22,0	 
plant species	plant species	plant species	2	11,0154756347	50,0026210579	290,308626554	3,0	25,0	 
growth urban	urban growth	urban growth	2	22,0309512693	69,463858601	277,164032966	12,0	83,0	 
form spatial	spatial form	spatial form	2	4,72091812914	21,4296947391	441,82993116	3,0	19,0	 
development rapid	rapid development	rapid development	2	4,72091812914	21,4296947391	799,140759748	3,0	14,0	 
green space	green space	green space|&|green spaces	2	20,4573118929	78,6820824756	307,563262671	6,0	51,0	 
aerial photograph	aerial photographs	aerial photographs	2	4,72091812914	21,4296947391	404,379087258	3,0	18,0	 
structure type urban	urban structure types	urban structure types	3	11,9142708474	45,2253154955	543,021711799	5,0	35,0	 
land policy	land policy	land policy	2	6,29455750551	31,1251497582	375,668217934	2,0	16,0	 
optimization structure traffic	traffic structure optimization	traffic structure optimization	3	5,95713542369	28,071125725	1482,79908112	2,0	12,0	 
policy transportation	transportation policies	transportation policies	2	6,29455750551	31,1251497582	412,208137179	2,0	15,0	 
metropolitan spatial structure	metropolitan spatial structure	metropolitan spatial structure	3	5,95713542369	25,6557151664	722,023645251	3,0	15,0	 
air quality	air quality	air quality	2	7,86819688189	38,9064371978	660,918028324	2,0	11,0	 
model regression	regression model	regression model	2	6,29455750551	26,7620949704	563,452503809	4,0	23,0	 
model surface	surface model	surface model	2	4,72091812914	21,4296947391	311,323077078	3,0	28,0	 
agglomeration economy	agglomeration economies	agglomeration economies	2	12,589115011	48,4197430619	572,977765399	6,0	28,0	 
distribution spatial	spatial distribution	spatial distribution	2	7,86819688189	31,6968813184	389,953206206	5,0	35,0	 
image satellite	satellite images	satellite images	2	9,44183625827	36,3148072964	312,705193399	6,0	42,0	 
air temperature	air temperature	air temperature	2	4,72091812914	23,3438623187	505,362959867	2,0	16,0	 
Chinese city	Chinese cities	Chinese cities	2	11,0154756347	46,8336661983	261,902510401	4,0	25,0	 
coefficient model	coefficient model	coefficient model	2	4,72091812914	23,3438623187	310,764432977	2,0	9,0	 
rate tax	tax rate	tax rate	2	7,86819688189	38,9064371978	345,193727083	2,0	14,0	 
function land value	land value function	land value function|&|land value functions	3	11,9142708474	56,14225145	584,554972117	2,0	13,0	 
geographic information system	geographic information systems	geographic information systems|&|geographic information system	3	5,95713542369	25,6557151664	294,169150286	3,0	21,0	 
