stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
spatial structure	spatial structure	spatial structure|&|Spatial structure	2	40,9146237858	114,119123513	299,900204761	22,0	160,0	 
parameter structure	structure parameters	structure parameters	2	4,72091812914	24,037906884	323,582977719	2,0	10,0	 
mode transportation	transportation modes	transportation modes	2	6,29455750551	29,4983190725	321,291003965	3,0	12,0	 
master plan	master plan	master plan	2	6,29455750551	32,050542512	351,300802536	2,0	8,0	 
land urban value	urban land value	urban land value|&|value of urban land	3	5,95713542369	26,5315018995	364,941539408	3,0	20,0	 
change climate	climate change	climate change	2	7,86819688189	40,06317814	616,810691712	2,0	3,0	 
form urban	urban form	urban form	2	18,8836725165	72,494861898	359,174330533	7,0	40,0	 
application model	model application	model application|&|application of the model	2	4,72091812914	22,1237393044	440,293861026	3,0	14,0	 
cost transportation	transportation costs	transportation costs	2	4,72091812914	22,1237393044	343,217717437	3,0	19,0	 
land price	land price	land price|&|land prices|&|price of land	2	28,3255087748	98,6392935927	381,885518596	10,0	62,0	 
analysis model	analysis and modeling	analysis and modeling|&|modeling and analysis|&|analysis model|&|model analysis	3	7,86819688189	34,6093596552	324,214350738	4,0	21,0	 
area green	green areas	green areas	2	6,29455750551	29,4983190725	362,119681256	3,0	28,0	 
trade wildlife	wildlife trade	wildlife trade|&|WILDLIFE TRADE	2	11,0154756347	56,088449396	421,817407018	2,0	8,0	 
economics urban	urban economics	urban economics	2	4,72091812914	22,1237393044	418,528373671	3,0	11,0	 
demand land	land demand	land demand|&|demand for land	2	6,29455750551	29,4983190725	424,06456185	3,0	25,0	 
land market urban	urban land market	urban land market|&|urban land markets	3	19,857118079	74,6744342545	344,212257066	6,0	42,0	 
community urban	urban communities	urban communities	2	4,72091812914	24,037906884	291,8539195	2,0	12,0	 
structure urban	urban structure	urban structure|&|Urban structure|&|urban structures	2	88,1238050772	193,997037774	326,804040501	42,0	253,0	 
entropy information	information entropy	information entropy	2	12,589115011	72,8271945996	296,236612607	1,0	5,0	 
spatial urban	urban spatial	urban spatial	2	11,0154756347	42,2886694405	513,505210511	7,0	41,0	 
image processing	image processing	image processing	2	4,72091812914	24,037906884	340,220373149	2,0	18,0	 
article full	Full article	Full article	2	9,44183625827	37,702896427	886,540265154	6,0	20,0	 
housing market	housing market	housing market|&|housing markets	2	22,0309512693	79,0406429583	487,340348696	9,0	38,0	 
space urban	urban space	urban space	2	6,29455750551	29,4983190725	553,81742086	3,0	15,0	 
area suburban	suburban areas	suburban areas	2	4,72091812914	22,1237393044	405,727887082	3,0	15,0	 
heat wave	heat waves	heat waves	2	4,72091812914	24,037906884	488,53457355	2,0	11,0	 
emission factor	emission factors	emission factors	2	4,72091812914	22,1237393044	1053,51509559	3,0	17,0	 
agglomeration urban	urban agglomeration	urban agglomeration	2	7,86819688189	34,6093596552	405,049446017	4,0	9,0	 
consumption energy	energy consumption	energy consumption	2	6,29455750551	32,050542512	357,617739026	2,0	14,0	 
income tax	income tax	income tax	2	6,29455750551	36,4135972998	356,536211869	1,0	10,0	 
core urban	urban core	urban core	2	6,29455750551	29,4983190725	339,213205504	3,0	22,0	 
agricultural land value	value of agricultural land	value of agricultural land|&|agricultural land value	4	7,94284723159	33,0903211132	424,851866392	4,0	30,0	 
expansion urban	urban expansion	urban expansion	2	18,8836725165	72,494861898	398,686011287	7,0	51,0	 
function land rent	land rent function	land rent function	3	7,94284723159	38,5958832774	307,495389913	2,0	14,0	 
richness species	species richness	species richness	2	15,7363937638	65,7072445211	486,905255056	6,0	56,0	 
trafficking wildlife	wildlife trafficking	wildlife trafficking	2	4,72091812914	24,037906884	792,723639947	2,0	10,0	 
road traffic	road traffic	road traffic	2	4,72091812914	24,037906884	787,110539416	2,0	12,0	 
forest structure urban	urban forest structure	urban forest structure|&|urban forest structures	3	9,92855903949	48,2448540968	420,783264502	2,0	14,0	 
cover vegetation	vegetation cover	vegetation cover	2	6,29455750551	32,050542512	323,421376801	2,0	18,0	 
planning urban	urban planning	urban planning	2	12,589115011	48,329907932	369,565281185	7,0	46,0	 
land value	land value	land value|&|land values	2	22,0309512693	84,577338881	552,013595992	8,0	39,0	 
city monocentric	monocentric city	monocentric city	2	4,72091812914	22,1237393044	567,5873064	3,0	19,0	 
housing price	housing price	housing price	2	4,72091812914	24,037906884	364,448838108	2,0	14,0	 
land price spatial urban	urban land price on land spatial	urban land price on land spatial|&|urban land price and land spatial	6	7,94284723159	44,1014454416	626,738069856	1,0	7,0	 
density population	population density	population density|&|Population density	2	18,8836725165	72,494861898	375,031573092	8,0	37,0	 
growth structure urban	growth of urban structure	growth of urban structure|&|urban structure and growth|&|urban structure through the growth	4	5,95713542369	26,5315018995	521,985724245	3,0	15,0	 
infrastructure transport	transport infrastructure	transport infrastructure	2	4,72091812914	22,1237393044	491,281391291	3,0	9,0	 
land tenure	land tenure	land tenure	2	6,29455750551	32,050542512	279,831798208	2,0	19,0	 
open space	open space	open space	2	7,86819688189	40,06317814	410,286156594	2,0	4,0	 
economic growth	economic growth	economic growth	2	14,1627543874	59,136520069	357,746795605	5,0	35,0	 
automata cellular	cellular automata	cellular automata	2	4,72091812914	22,1237393044	349,506713917	3,0	21,0	 
plant species	plant species	plant species	2	11,0154756347	51,6220583769	310,862571374	3,0	25,0	 
form spatial	spatial form	spatial form	2	4,72091812914	22,1237393044	452,390766246	3,0	21,0	 
development rapid	rapid development	rapid development	2	4,72091812914	22,1237393044	808,649884317	3,0	14,0	 
green space	green space	green space|&|green spaces	2	20,4573118929	81,6896089253	340,122884119	6,0	51,0	 
land management	land management	land management	2	6,29455750551	29,4983190725	282,820115082	3,0	19,0	 
system transit	transit system	transit system	2	6,29455750551	29,4983190725	489,272772168	3,0	9,0	 
structure type urban	urban structure types	urban structure types	3	11,9142708474	46,9768889617	531,380535475	5,0	35,0	 
land policy	land policy	land policy	2	6,29455750551	32,050542512	352,153254977	2,0	16,0	 
optimization structure traffic	traffic structure optimization	traffic structure optimization	3	5,95713542369	28,9469124581	1776,00528168	2,0	11,0	 
policy transportation	transportation policies	transportation policies	2	6,29455750551	32,050542512	414,223074821	2,0	17,0	 
metropolitan spatial structure	metropolitan spatial structure	metropolitan spatial structure	3	5,95713542369	26,5315018995	804,250942351	3,0	15,0	 
air quality	air quality	air quality	2	7,86819688189	40,06317814	696,578286641	2,0	11,0	 
model regression	regression model	regression model	2	7,86819688189	32,8536222605	548,154071461	5,0	27,0	 
model surface	surface model	surface model	2	4,72091812914	22,1237393044	305,153053828	3,0	27,0	 
agglomeration economy	agglomeration economies	agglomeration economies	2	12,589115011	50,2705285694	631,860834555	6,0	29,0	 
distribution spatial	spatial distribution	spatial distribution	2	9,44183625827	37,702896427	450,900883847	6,0	41,0	 
image satellite	satellite images	satellite images	2	9,44183625827	37,702896427	315,48119118	6,0	41,0	 
air temperature	air temperature	air temperature	2	4,72091812914	24,037906884	514,050388931	2,0	16,0	 
rate tax	tax rate	tax rate	2	7,86819688189	40,06317814	318,74933047	2,0	14,0	 
function land value	land value function	land value function	3	7,94284723159	38,5958832774	594,824657053	2,0	13,0	 
property right	property rights	property rights	2	7,86819688189	36,8728988406	323,796459507	3,0	13,0	 
