stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
network planning power system	power system network planning	power system network planning	4	5,95713542369	27,0759619196	149,795869447	2,0	8,0	 
model network	network model	network model|&|network models|&|model network	2	12,589115011	44,3760593397	182,349605144	7,0	43,0	 
network power system	power system network	power system network|&|system network power	3	65,5284896606	150,311829767	173,231558962	21,0	105,0	 
communication system	system communication	system communication|&|communication system	2	6,29455750551	34,4366730036	180,030720678	2,0	16,0	 
monitoring power quality system	monitoring system of power quality	monitoring system of power quality|&|power quality monitoring system	5	3,9714236158	20,8034223618	412,316451184	1,0	4,0	 
current transformer	current transformers	current transformers	2	4,72091812914	22,5552136619	494,358203028	2,0	3,0	 
result simulation	simulation results	simulation results|&|Simulation results	2	12,589115011	44,3760593397	155,486730457	7,0	49,0	 
dynamic performance	dynamic performance	dynamic performance	2	7,86819688189	30,3824668903	177,531217617	5,0	24,0	 
information network system	information system network	information system network|&|system information network	3	5,95713542369	24,660551361	414,78125651	4,0	14,0	 
line transmission	transmission line	transmission line|&|transmission lines	2	11,0154756347	38,8290519222	181,442961893	7,0	44,0	 
design-space exploration network	network design-space exploration	network design-space exploration	3	5,95713542369	31,2051335427	388,02374031	1,0	2,0	 
network neural	neural network	neural network|&|neural networks	2	15,7363937638	53,3687716004	129,126047256	8,0	53,0	 
performance system	system performance	system performance	2	4,72091812914	22,5552136619	183,190025523	2,0	18,0	 
information system	information system	information system|&|information systems|&|system information	2	4,72091812914	20,6410460823	462,438933753	6,0	23,0	 
analysis harmonic power system	power system harmonic analysis	power system harmonic analysis	4	5,95713542369	27,0759619196	261,073773139	2,0	11,0	 
model system	system model	system model|&|model system|&|system models|&|systems models	2	9,44183625827	34,7375099828	125,51724042	6,0	40,0	 
information theory	information theory	information theory	2	11,0154756347	48,1624408586	190,977903092	3,0	18,0	 
city structure system world	structure of the world city system	structure of the world city system	6	9,92855903949	41,100918935	260,927259179	3,0	30,0	 
information integration	information integration	information integration	2	6,29455750551	34,4366730036	146,631497541	1,0	8,0	 
cascading failure	cascading failure	cascading failure|&|cascading failures	2	7,86819688189	37,5920227698	288,358265032	2,0	10,0	 
