stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
harmonic power system	power system harmonic	power system harmonic|&|power system harmonics	3	5,95713542369	28,2044005324	343,982176253	3,0	14,0	 
problem stability	stability problems	stability problems|&|stability problem	2	9,44183625827	38,2474931542	185,085052966	5,0	34,0	 
design model network	network design model	network design model	3	3,9714236158	21,5557147704	1201,83738884	1,0	2,0	 
current transformer	current transformers	current transformers	2	4,72091812914	23,4494801047	237,460694097	2,0	3,0	 
power stabilizer system	power system stabilizer	power system stabilizer|&|power system stabilizers	3	37,7285243501	111,027429275	250,320906749	13,0	93,0	 
international standard	international standards	international standards	2	4,72091812914	21,5353125251	314,723484973	3,0	13,0	 
network structure	network structure	network structure	2	7,86819688189	35,8921875419	212,41660838	3,0	17,0	 
distribution system	distribution system	distribution system|&|distribution systems	2	6,29455750551	28,7137500335	177,333043714	4,0	23,0	 
energy flywheel storage	flywheel energy storage	flywheel energy storage	3	11,9142708474	56,4088010649	233,485469054	2,0	22,0	 
communication network	communication network	communication network|&|network communication	2	4,72091812914	23,4494801047	191,870362048	3,0	24,0	 
city system world	world city system	world city system	3	9,92855903949	40,1253815155	289,866694223	4,0	36,0	 
artificial network neural	artificial neural network	artificial neural network	3	21,8428298869	70,5628285711	226,395002884	9,0	35,0	 
mobile phone	mobile phones	mobile phones	2	6,29455750551	31,265973473	576,292468439	2,0	11,0	 
communication service	communication services	communication services	2	6,29455750551	31,265973473	178,42884765	2,0	16,0	 
environment network system	system network environment	system network environment	3	5,95713542369	28,2044005324	387,108022916	2,0	7,0	 
network power	power network	power network|&|network power	2	14,1627543874	60,5315670416	246,221146	6,0	47,0	 
assessment health	health assessment	health assessment	2	4,72091812914	21,5353125251	3986,16630605	3,0	5,0	 
network theory	network theory	network theory	2	7,86819688189	39,0824668412	293,874612687	2,0	7,0	 
analysis power system	power system analysis	power system analysis	3	17,8714062711	64,9794550521	375,153454098	8,0	47,0	 
protective relay	protective relays	protective relays|&|Protective Relays	2	4,72091812914	23,4494801047	775,33613685	2,0	4,0	 
structure system	structure system	structure system|&|system structure	2	7,86819688189	35,8921875419	191,509234133	3,0	18,0	 
power wind	wind power	wind power	2	20,4573118929	87,4344857268	204,612222681	4,0	23,0	 
city system virtual	virtual city system	virtual city system	3	7,94284723159	37,6058673766	238,29985715	2,0	9,0	 
network observability	network observability	network observability	2	6,29455750551	31,265973473	196,940907529	2,0	12,0	 
Simulation result	Simulation results	Simulation results	2	6,29455750551	26,9029186852	182,154604922	4,0	35,0	 
system transmission	transmission system	transmission system	2	4,72091812914	21,5353125251	219,299999605	3,0	19,0	 
index stability voltage	voltage stability index	voltage stability index	3	5,95713542369	25,7889899739	244,453465103	3,0	18,0	 
signal stability	signal stability	signal stability	2	7,86819688189	35,8921875419	180,55081153	3,0	21,0	 
stability transient	transient stability	transient stability	2	6,29455750551	26,9029186852	197,919932465	4,0	24,0	 
operation system	system operation	system operation|&|system operations	2	4,72091812914	21,5353125251	179,364301876	11,0	97,0	 
configuration system	system configuration	system configuration	2	6,29455750551	28,7137500335	204,875131733	3,0	20,0	 
simulation system	system simulation	system simulation	2	4,72091812914	21,5353125251	421,75954707	5,0	26,0	 
management system	management system	management system	2	15,7363937638	63,7458219236	174,53856304	5,0	28,0	 
planning power system	power system planning	power system planning	3	19,857118079	72,1993945024	208,942755937	6,0	37,0	 
power stability system	power system stability	power system stability|&|stability in power system	3	23,8285416948	74,4670437282	205,443886723	10,0	83,0	 
power simulation system	power system simulation	power system simulation	3	9,92855903949	40,1253815155	419,178720693	4,0	22,0	 
assessment software stability	stability assessment software	stability assessment software	3	7,94284723159	37,6058673766	219,302983304	2,0	14,0	 
fault power system	power system fault	power system fault	3	5,95713542369	28,2044005324	197,293184693	2,0	8,0	 
network planning power system	power system network planning	power system network planning	4	5,95713542369	28,2044005324	273,585032463	2,0	10,0	 
analysis power stability system transient	power system transient stability analysis	power system transient stability analysis|&|transient stability analysis of power system	5	5,95713542369	28,2044005324	253,36627084	2,0	16,0	 
model network	network model	network model|&|network models|&|model network	2	12,589115011	46,760769854	191,65372715	7,0	45,0	 
network power system	power system network	power system network|&|system network power|&|system in power network	3	67,5142014685	164,192678834	196,67734849	22,0	128,0	 
communication system	system communication	system communication|&|communication system	2	6,29455750551	35,6290282608	295,847809402	2,0	17,0	 
information network system	information system network	information system network|&|system information network|&|Information system network	3	7,94284723159	34,3853199651	561,584678009	4,0	14,0	 
component power system	power system components	power system components|&|components in the power system	3	5,95713542369	25,7889899739	175,357628284	3,0	21,0	 
enhancement stability	stability enhancement	stability enhancement	2	4,72091812914	21,5353125251	232,50463853	3,0	23,0	 
control voltage	voltage control	voltage control	2	6,29455750551	31,265973473	244,887517455	2,0	10,0	 
performance system	system performance	system performance	2	4,72091812914	23,4494801047	180,936620806	2,0	17,0	 
information system	information system	information system|&|information systems|&|system information	2	4,72091812914	21,5353125251	639,965260756	6,0	23,0	 
analysis harmonic power system	power system harmonic analysis	power system harmonic analysis	4	5,95713542369	28,2044005324	358,164204294	2,0	13,0	 
stability system	system stability	system stability	2	4,72091812914	21,5353125251	208,76309091	10,0	84,0	 
stability voltage	voltage stability	voltage stability|&|Voltage stability	2	25,1782300221	90,1594555894	336,681697879	9,0	57,0	 
package software	software package	software package	2	4,72091812914	23,4494801047	245,690266978	2,0	13,0	 
datum model	data model	data model|&|model data	2	6,29455750551	31,265973473	722,729882367	2,0	5,0	 
information theory	information theory	information theory	2	11,0154756347	50,2490625587	302,8616738	3,0	17,0	 
city structure system world	structure of the world city system	structure of the world city system	6	9,92855903949	42,9816499564	206,613305817	3,0	30,0	 
cascading failure	cascading failure	cascading failure|&|cascading failures	2	7,86819688189	39,0824668412	218,492886487	2,0	11,0	 
