stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
configuration system	system configuration	system configuration	2	4,72091812914	19,05006297	51,6317907399	2,0	10,0	 
enterprise large multinational	largest multinational enterprises	largest multinational enterprises	3	3,9714236158	15,1019694634	68,1140307478	2,0	21,0	 
management system	management system	management system	2	3,14727875276	12,70004198	93,8474809617	3,0	13,0	 
main survey	main survey	main survey	2	3,14727875276	14,8815693739	340,410074881	1,0	2,0	 
network planning power system	power system network planning	power system network planning	4	5,95713542369	22,6529541951	81,6625773372	2,0	8,0	 
analysis system	system analysis	system analysis|&|analysis system	2	6,29455750551	22,8478605206	126,189692653	3,0	13,0	 
frequency line transit	frequencies of each transit line	frequencies of each transit line|&|transit line frequencies	5	3,9714236158	17,8547505455	173,403231871	1,0	6,0	 
design network system	system network design	system network design	3	3,9714236158	15,1019694634	154,214969691	2,0	7,0	 
model network	network model	network model|&|network models|&|model network	2	7,86819688189	24,5405490706	70,2681534591	5,0	23,0	 
cold duty process stream	duty of each cold process stream	duty of each cold process stream	6	3,9714236158	17,8547505455	116,337463127	1,0	10,0	 
network power system	power system network	power system network|&|Power system network|&|system network power|&|power system networks	3	61,5570660448	98,8258282604	105,952222422	21,0	87,0	 
city location-based mobile phone system virtual	location-based virtual city system for mobile phones	location-based virtual city system for mobile phones	7	3,9714236158	15,1019694634	151,313570401	2,0	11,0	 
output signal	output signal	output signal	2	3,14727875276	12,70004198	258,566950306	2,0	3,0	 
area power	power in the area	power in the area|&|area power	4	3,14727875276	14,8815693739	27,3936569788	1,0	4,0	 
data model	data model	data model|&|model data	2	3,14727875276	14,8815693739	278,663653854	2,0	8,0	 
calculation reliability	reliability calculation	reliability calculation	2	3,14727875276	14,8815693739	54,1809333216	1,0	5,0	 
restoration sequence	restoration sequence	restoration sequence	2	3,14727875276	14,8815693739	8,32077427201	1,0	3,0	 
information network system	information system network	information system network	3	3,9714236158	15,1019694634	188,342972956	3,0	11,0	 
geography nature second	Second nature geography	Second nature geography|&|second nature geography	3	3,9714236158	17,8547505455	20,2744934475	1,0	1,0	 
approach system	system approach	system approach	2	3,14727875276	12,70004198	143,013064422	2,0	8,0	 
city fate	fate of cities	fate of cities	3	3,14727875276	12,70004198	68,1140307478	2,0	21,0	 
analysis result	results from an analysis	results from an analysis|&|results of analysis	4	3,14727875276	12,70004198	55,8761734847	2,0	11,0	 
operator path	path operator	path operator	2	3,14727875276	14,8815693739	167,505899705	1,0	1,0	 
energy flywheel	flywheel energy	flywheel energy	2	9,44183625827	44,6447081218	67,1897200109	1,0	7,0	 
network transit	transit network	transit network	2	3,14727875276	14,8815693739	173,403231871	1,0	6,0	 
power quality	power quality	power quality	2	9,44183625827	34,2717907809	77,579026004	3,0	15,0	 
building city	city building	city building	2	4,72091812914	22,3223540609	125,396939063	1,0	7,0	 
information system	information system	information system|&|information systems	2	3,14727875276	12,70004198	184,298498574	4,0	13,0	 
virtual world	virtual worlds	virtual worlds	2	3,14727875276	14,8815693739	86,9865395578	1,0	6,0	 
centrality measure point	measures of point centrality	measures of point centrality	4	3,9714236158	15,1019694634	68,1140307478	2,0	21,0	 
city structure system world	structure of the world city system	structure of the world city system	6	9,92855903949	33,7292393942	70,7067483751	3,0	27,0	 
management network system	network management system	network management system	3	7,94284723159	35,709501091	123,519627865	1,0	2,0	 
