stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
form urban	urban form	urban form	2	7,86819688189	30,5592877447	304,411741587	4,0	25,0	 
category land use	land use categories	land use categories	3	3,9714236158	17,2536929407	216,273045356	2,0	20,0	 
nature relationship	nature of this relationship	nature of this relationship	4	6,29455750551	28,8104849835	294,235157601	2,0	43,0	 
example operational term	terms of operational examples	terms of operational examples	4	7,94284723159	34,5073858815	272,963918496	2,0	43,0	 
land-use planning	land-use planning	land-use planning	2	4,72091812914	19,6936961581	284,828954838	3,0	15,0	 
achievement level various	various levels of achievement	various levels of achievement	4	3,9714236158	17,2536929407	438,346368188	2,0	21,0	 
carbon sink	carbon sink	carbon sink|&|carbon sinks	2	7,86819688189	28,80355035	225,244269453	5,0	41,0	 
pattern spatial	spatial pattern	spatial pattern	2	6,29455750551	28,8104849835	371,406285855	2,0	6,0	 
health outcome	health outcomes	health outcomes	2	4,72091812914	21,6078637377	376,550589146	2,0	14,0	 
land management	land management	land management	2	12,589115011	43,7904135125	246,761581773	6,0	55,0	 
interaction land-use transport	land-use transport interaction	land-use transport interaction	3	7,94284723159	31,2868384701	369,136600669	3,0	25,0	 
interrelationship land use	interrelationships between land use	interrelationships between land use	4	7,94284723159	34,5073858815	272,963918496	2,0	43,0	 
change cover land use	land use and land cover change	land use and land cover change|&|use land cover change|&|land cover and land use change	6	9,92855903949	34,0367857231	299,586717319	5,0	47,0	 
choice mode	mode choice	mode choice	2	7,86819688189	36,0131062294	316,759940258	2,0	15,0	 
development policy	policy development	policy development|&|development policy|&|development policies	2	4,72091812914	19,6936961581	213,946834234	5,0	64,0	 
land transport use	land use and transport	land use and transport|&|land use transport|&|transport with land use|&|transport and land use|&|land use on transport	4	25,8142535027	73,3223689068	268,462665702	10,0	122,0	 
model type	type of model	type of model|&|type model	3	7,86819688189	32,8228269301	262,980506213	3,0	53,0	 
ecological footprint	ecological footprint	ecological footprint	2	4,72091812914	21,6078637377	225,671634869	2,0	11,0	 
land planning system use	land use planning system	land use planning system	4	5,95713542369	25,8805394111	262,033321696	2,0	9,0	 
change climate mitigation	climate change mitigation	climate change mitigation	3	3,9714236158	17,2536929407	386,199662631	2,0	8,0	 
emission gas greenhouse	greenhouse gas emissions	greenhouse gas emissions	3	3,9714236158	17,2536929407	648,553943546	2,0	7,0	 
carbon dioxide	carbon dioxide	carbon dioxide	2	4,72091812914	21,6078637377	322,007469184	2,0	18,0	 
system transport	transport system	transport system|&|transport systems	2	7,86819688189	30,5592877447	343,448277605	4,0	32,0	 
land model use-transport	land use-transport model	land use-transport model	3	7,94284723159	34,5073858815	456,932533603	2,0	6,0	 
Land use	Land use	Land use	2	31,4727875276	76,6985772591	254,269117414	26,0	204,0	 
mathematical programming	mathematical programming	mathematical programming	2	6,29455750551	28,8104849835	294,235157601	2,0	43,0	 
region urban	urban regions	urban regions|&|urban region	2	14,1627543874	55,0067179404	297,892988048	4,0	36,0	 
planning practice	planning practice	planning practice	2	6,29455750551	26,2582615441	248,851244617	3,0	19,0	 
land-use policy	land-use policy	land-use policy|&|land-use policies	2	17,3100331402	63,36781077	348,849127426	5,0	31,0	 
criterion set	set of criteria	set of criteria	3	6,29455750551	28,8104849835	272,963918496	2,0	43,0	 
change land-use	land-use change	land-use change|&|Land-use change|&|land-use changes	2	86,5501657008	181,075086234	223,232870571	27,0	186,0	 
project research	research project	research project	2	4,72091812914	19,6936961581	217,300029103	3,0	28,0	 
example operational strength	operational examples and the strengths	operational examples and the strengths	5	7,94284723159	34,5073858815	294,235157601	2,0	43,0	 
change cover	cover change	cover change	2	4,72091812914	19,6936961581	268,600257253	8,0	80,0	 
land-use system	land-use system	land-use system|&|land-use systems	2	7,86819688189	28,80355035	249,184832108	5,0	34,0	 
accessibility benefit	accessibility benefits	accessibility benefits	2	12,589115011	52,5165230882	280,179539064	3,0	32,0	 
aggregate individual interaction spatial	aggregate spatial interaction and individual	aggregate spatial interaction and individual	5	7,94284723159	34,5073858815	272,963918496	2,0	43,0	 
degree land use	degree of land use	degree of land use|&|land use and the degree	4	3,9714236158	17,2536929407	261,655376296	2,0	12,0	 
growth urban	urban growth	urban growth	2	7,86819688189	32,8228269301	217,509744605	3,0	24,0	 
city cost transport	transport costs on cities	transport costs on cities	4	7,94284723159	34,5073858815	294,235157601	2,0	43,0	 
dioxide emission	dioxide emissions	dioxide emissions	2	4,72091812914	21,6078637377	358,956690031	2,0	14,0	 
interaction model	interaction model	interaction model|&|interaction models	2	4,72091812914	19,6936961581	310,346919139	8,0	85,0	 
environmental transport	transport and environmental	transport and environmental	3	4,72091812914	19,6936961581	237,403912783	3,0	22,0	 
high-quality system transit	high-quality transit systems	high-quality transit systems	3	3,9714236158	17,2536929407	438,346368188	2,0	21,0	 
management resource	resource management	resource management	2	4,72091812914	19,6936961581	223,297327302	3,0	25,0	 
land-use transportation	land-use transportation	land-use transportation	2	7,86819688189	36,0131062294	413,302424856	2,0	14,0	 
fit model	model fit	model fit	2	4,72091812914	19,6936961581	319,822348715	3,0	30,0	 
activity location	location of activities	location of activities|&|location of the activities	3	4,72091812914	19,6936961581	229,93257281	3,0	23,0	 
datum land use	land use data	land use data	3	3,9714236158	17,2536929407	273,203862779	2,0	17,0	 
change land model use	land use change models	land use change models|&|land use change model	4	11,9142708474	40,8441428677	306,103703241	5,0	52,0	 
model system	model system	model system	2	9,44183625827	36,6711452936	212,500264988	4,0	31,0	 
empirical evidence term	terms of empirical evidence	terms of empirical evidence	4	7,94284723159	34,5073858815	294,235157601	2,0	43,0	 
change model	change models	change models|&|change model	2	6,29455750551	26,2582615441	311,928813327	6,0	62,0	 
current state	current state	current state	2	6,29455750551	26,2582615441	216,068179931	3,0	22,0	 
impact transport	impact of transport	impact of transport	3	4,72091812914	21,6078637377	261,892786083	2,0	17,0	 
datum set	data sets	data sets	2	4,72091812914	19,6936961581	218,874747557	3,0	21,0	 
