stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
artificial network neural	artificial neural network	artificial neural network	3	13,8999826553	47,5298363678	188,712928121	6,0	26,0	 
electric power system	electric power system	electric power system	3	7,94284723159	30,3804539073	129,741961936	4,0	24,0	 
area power system	area power system	area power system	3	5,95713542369	26,9145120536	255,604373095	2,0	9,0	 
mobile phone	mobile phones	mobile phones	2	6,29455750551	29,9030235603	449,16489317	2,0	11,0	 
communication service	communication services	communication services	2	6,29455750551	29,9030235603	141,132735455	2,0	14,0	 
operation power system	power system operation	power system operation|&|power system operations	3	23,8285416948	77,8065335861	127,801430209	7,0	64,0	 
environment network system	system network environment	system network environment	3	5,95713542369	26,9145120536	172,77774626	2,0	8,0	 
decision management risk	risk management decisions	risk management decisions	3	5,95713542369	24,499101495	2246,81116625	3,0	5,0	 
assessment health	health assessment	health assessment	2	4,72091812914	20,5131000906	2246,81116625	3,0	5,0	 
analysis power system	power system analysis	power system analysis	3	7,94284723159	32,6654686601	134,132909807	3,0	20,0	 
protective relay	protective relays	protective relays|&|Protective Relays	2	4,72091812914	22,4272676702	449,780001009	2,0	4,0	 
structure system	structure system	structure system|&|system structure	2	7,86819688189	34,1885001511	147,832257986	3,0	16,0	 
integration platform	integration platform	integration platform	2	4,72091812914	25,6995587611	142,884769348	1,0	8,0	 
forecasting load short term	short term load forecasting	short term load forecasting	4	3,9714236158	17,9430080358	277,118149161	2,0	10,0	 
city system virtual	virtual city system	virtual city system	3	7,94284723159	35,8860160715	243,180860716	2,0	9,0	 
network observability	network observability	network observability	2	6,29455750551	29,9030235603	115,7717811	2,0	12,0	 
system transmission	transmission system	transmission system	2	4,72091812914	20,5131000906	196,492733823	3,0	17,0	 
configuration system	system configuration	system configuration	2	4,72091812914	22,4272676702	132,458195772	2,0	14,0	 
enterprise large multinational	largest multinational enterprises	largest multinational enterprises	3	3,9714236158	17,9430080358	264,819998671	2,0	21,0	 
management system	management system	management system	2	15,7363937638	60,3384471419	152,082763155	5,0	28,0	 
planning power system	power system planning	power system planning	3	11,9142708474	45,570680861	194,529749141	4,0	21,0	 
power simulation system	power system simulation	power system simulation	3	5,95713542369	26,9145120536	251,256601772	2,0	10,0	 
network planning power system	power system network planning	power system network planning	4	5,95713542369	26,9145120536	146,209230453	2,0	8,0	 
model network	network model	network model|&|network models|&|model network	2	12,589115011	44,0348700287	170,180958104	7,0	44,0	 
network power system	power system network	power system network|&|system network power	3	63,5427778527	147,470375362	163,555886394	20,0	104,0	 
communication system	system communication	system communication|&|communication system	2	6,29455750551	34,2660783481	175,308184186	2,0	16,0	 
monitoring power quality system	monitoring system of power quality	monitoring system of power quality|&|power quality monitoring system	5	3,9714236158	20,6957891179	402,340848936	1,0	4,0	 
current transformer	current transformers	current transformers	2	4,72091812914	22,4272676702	482,606485034	2,0	3,0	 
result simulation	simulation results	simulation results|&|Simulation results	2	12,589115011	44,0348700287	151,236242646	7,0	50,0	 
dynamic performance	dynamic performance	dynamic performance	2	6,29455750551	25,5399687725	186,426537263	4,0	20,0	 
information network system	information system network	information system network|&|system information network	3	5,95713542369	24,499101495	404,291215164	4,0	14,0	 
line transmission	transmission line	transmission line|&|transmission lines	2	11,0154756347	38,5305112751	175,983617963	7,0	44,0	 
design-space exploration network	network design-space exploration	network design-space exploration	3	5,95713542369	31,0436836768	377,653601775	1,0	2,0	 
performance system	system performance	system performance	2	4,72091812914	22,4272676702	178,636891391	2,0	18,0	 
information system	information system	information system|&|information systems|&|system information	2	4,72091812914	20,5131000906	450,616432185	6,0	23,0	 
analysis harmonic power system	power system harmonic analysis	power system harmonic analysis	4	5,95713542369	26,9145120536	260,356887471	2,0	11,0	 
model system	system model	system model|&|model system|&|system models|&|systems models	2	9,44183625827	34,4816179995	117,653564457	6,0	41,0	 
information theory	information theory	information theory	2	11,0154756347	47,8639002115	186,084046455	3,0	18,0	 
city structure system world	structure of the world city system	structure of the world city system	6	9,92855903949	40,8318358251	272,660519804	3,0	29,0	 
information integration	information integration	information integration	2	6,29455750551	34,2660783481	142,884769348	1,0	8,0	 
cascading failure	cascading failure	cascading failure|&|cascading failures	2	7,86819688189	37,3787794504	280,092898553	2,0	10,0	 
