stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
control system	control system	control system|&|system control|&|control systems	2	25,1782300221	91,2021311903	218,993232346	12,0	89,0	 
city system world	world city system	world city system	3	9,92855903949	41,7059567513	556,788755789	4,0	36,0	 
artificial network neural	artificial neural network	artificial neural network	3	21,8428298869	74,0400940899	189,935098843	9,0	39,0	 
area power system	area power system	area power system	3	7,94284723159	35,6497801538	283,43333089	3,0	22,0	 
mobile phone	mobile phones	mobile phones	2	6,29455750551	32,2680344643	659,889955199	2,0	12,0	 
converter power	power converter	power converter	2	7,86819688189	40,3350430804	239,614257768	2,0	21,0	 
operation power system	power system operation	power system operation|&|power system operations|&|operation power system|&|operation of this power system	3	29,7856771185	100,963764668	234,492904889	10,0	93,0	 
environment network system	system network environment	system network environment	3	5,95713542369	29,1527456739	463,022226601	2,0	7,0	 
decision management risk	risk management decisions	risk management decisions	3	5,95713542369	26,7373351153	6857,84366928	3,0	5,0	 
assessment health	health assessment	health assessment	2	4,72091812914	22,2868582686	6857,84366928	3,0	5,0	 
assessment stability voltage	voltage stability assessment	voltage stability assessment	3	5,95713542369	29,1527456739	205,475232486	2,0	29,0	 
analysis power system	power system analysis	power system analysis	3	17,8714062711	67,8244904766	396,910885777	8,0	50,0	 
Power stability system voltage	Power system voltage stability	Power system voltage stability	4	5,95713542369	26,7373351153	218,389048625	3,0	32,0	 
structure system	system structure	system structure|&|structure system	2	9,44183625827	41,8574695148	200,413672295	4,0	27,0	 
dynamic response system	dynamic response of the system	dynamic response of the system|&|dynamic system response	5	5,95713542369	26,7373351153	234,373651746	3,0	29,0	 
city system virtual	virtual city system	virtual city system	3	7,94284723159	38,8703275652	314,524434221	2,0	8,0	 
center control energy	energy control center	energy control center	3	3,9714236158	19,4351637826	219,274687848	2,0	19,0	 
system transmission	transmission system	transmission system	2	4,72091812914	22,2868582686	311,004336171	3,0	20,0	 
index stability voltage	voltage stability index	voltage stability index	3	5,95713542369	26,7373351153	210,24764944	3,0	19,0	 
power stability system voltage	power system voltage stability	power system voltage stability|&|voltage stability of power system|&|voltage stability of a power system	4	21,8428298869	82,8965994714	208,974780302	6,0	77,0	 
stability system	system stability	system stability	2	14,1627543874	54,8605033163	236,731297811	24,0	213,0	 
Power stabilizer system	Power system stabilizers	Power system stabilizers|&|Power system stabilizer	3	7,94284723159	33,364765401	209,268632022	4,0	53,0	 
operation system	system operation	system operation|&|system operations	2	4,72091812914	22,2868582686	210,131020914	12,0	119,0	 
configuration system	system configuration	system configuration	2	6,29455750551	29,7158110249	199,524026096	3,0	21,0	 
simulation system	system simulation	system simulation	2	4,72091812914	22,2868582686	404,434517454	5,0	29,0	 
machine synchronous	synchronous machine	synchronous machine	2	4,72091812914	22,2868582686	228,614937079	3,0	26,0	 
management system	management system	management system	2	15,7363937638	66,2509744019	282,860548393	5,0	29,0	 
power simulation system	power system simulation	power system simulation	3	9,92855903949	41,7059567513	385,08531706	4,0	25,0	 
network planning power system	power system network planning	power system network planning	4	5,95713542369	29,1527456739	268,952454203	2,0	12,0	 
network power system	power system network	power system network|&|power system networks|&|system network power|&|system in power network	3	85,3856077396	209,3147354	210,782483643	25,0	174,0	 
dynamic power system	power system dynamic	power system dynamic	3	13,8999826553	58,3883394518	268,257347217	4,0	33,0	 
communication system	system communication	system communication|&|communication system	2	6,29455750551	36,6310892521	227,65439721	2,0	17,0	 
information network system	information system network	information system network|&|system information network|&|Information system network	3	7,94284723159	35,6497801538	724,050560662	4,0	14,0	 
energy storage system	energy storage system	energy storage system	3	7,94284723159	35,6497801538	246,482254315	3,0	33,0	 
dynamic power stability system	power system dynamic stability	power system dynamic stability|&|dynamic stability of the power system	4	5,95713542369	26,7373351153	193,90573001	3,0	33,0	 
Power network system	Power system network	Power system network	3	5,95713542369	26,7373351153	213,286665637	3,0	29,0	 
enhancement stability	stability enhancement	stability enhancement	2	9,44183625827	39,7505846412	205,346185055	6,0	60,0	 
performance system	system performance	system performance	2	4,72091812914	24,2010258482	233,143953575	2,0	21,0	 
information system	information system	information system|&|information systems|&|system information	2	4,72091812914	22,2868582686	864,492257607	6,0	23,0	 
analysis harmonic power system	power system harmonic analysis	power system harmonic analysis	4	5,95713542369	29,1527456739	466,520163874	2,0	13,0	 
region stability voltage	voltage stability region	voltage stability region	3	5,95713542369	29,1527456739	207,608841222	2,0	21,0	 
stability voltage	voltage stability	voltage stability|&|Voltage stability	2	36,1937056567	112,614391318	279,687763067	21,0	189,0	 
datum model	data model	data model|&|model data	2	6,29455750551	32,2680344643	323,167095932	2,0	5,0	 
information theory	information theory	information theory	2	11,0154756347	52,0026692935	212,961501723	3,0	18,0	 
city structure system world	structure of the world city system	structure of the world city system	6	9,92855903949	44,5622251922	482,645326223	3,0	30,0	 
cascading failure	cascading failure	cascading failure|&|cascading failures	2	7,86819688189	40,3350430804	256,276884526	2,0	11,0	 
