stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
national power system	national power system	national power system	3	3,9714236158	17,3308103855	144,902355757	2,0	13,0	 
information technology	information technology	information technology	2	4,72091812914	19,7853673516	246,964460546	3,0	12,0	 
control problem stability	stability and control problems	stability and control problems	4	3,9714236158	17,3308103855	146,752173459	2,0	6,0	 
assessment stability system transient	system transient stability assessment	system transient stability assessment	4	3,9714236158	20,0835914676	300,424126646	1,0	4,0	 
current transformer	current transformers	current transformers	2	4,72091812914	21,6995349312	281,82145763	2,0	3,0	 
design network	network design	network design	2	4,72091812914	21,6995349312	380,790091921	3,0	12,0	 
flow power	power flow	power flow	2	4,72091812914	21,6995349312	123,824563788	2,0	14,0	 
power stabilizer system	power system stabilizer	power system stabilizer	3	9,92855903949	39,3013416994	195,423118449	4,0	19,0	 
network structure	network structure	network structure	2	9,44183625827	43,3990698624	254,100236807	2,0	5,0	 
manager negotiation process	manager for negotiation process	manager for negotiation process	4	3,9714236158	17,3308103855	165,317858288	2,0	15,0	 
communication network	communication network	communication network|&|communication networks	2	4,72091812914	21,6995349312	119,924592883	2,0	9,0	 
control system	control system	control system|&|system control	2	6,29455750551	26,3804898022	178,538332003	3,0	14,0	 
city system world	world city system	world city system	3	9,92855903949	36,4450732585	178,555148267	4,0	34,0	 
exchanger heat process	process heat exchangers	process heat exchangers	3	3,9714236158	20,0835914676	360,702244742	1,0	7,0	 
electric power system	electric power system	electric power system	3	5,95713542369	23,5808050197	95,2683604915	3,0	16,0	 
city decadal distribution size	decadal city size distributions	decadal city size distributions	4	3,9714236158	20,0835914676	258,781445214	1,0	4,0	 
mobile phone	mobile phones	mobile phones	2	6,29455750551	28,9327132416	279,507279743	2,0	11,0	 
operation power system	power system operation	power system operation|&|power system operations	3	15,8856944632	54,767326936	118,143959863	5,0	42,0	 
power system	power system	power system|&|power systems|&|system power	2	108,58111697	161,02033344	108,243619001	62,0	252,0	 
network power	power network	power network|&|network power	2	9,44183625827	43,3990698624	154,177065004	3,0	16,0	 
assessment health	health assessment	health assessment	2	4,72091812914	19,7853673516	1458,33716247	3,0	5,0	 
analysis power system	power system analysis	power system analysis	3	5,95713542369	25,9962155782	77,3202861724	2,0	17,0	 
protective relay	protective relays	protective relays|&|Protective relays	2	4,72091812914	21,6995349312	413,981055901	2,0	5,0	 
flow rate	flow rate	flow rate	2	6,29455750551	33,2957680294	360,702244742	1,0	7,0	 
structure system	structure system	structure system|&|system structure	2	6,29455750551	28,9327132416	177,435908957	2,0	12,0	 
enterprise large multinational	largest multinational enterprises	largest multinational enterprises	3	3,9714236158	17,3308103855	160,465653351	2,0	21,0	 
forecasting load short term	short term load forecasting	short term load forecasting	4	3,9714236158	17,3308103855	215,110010441	2,0	10,0	 
city system virtual	virtual city system	virtual city system	3	7,94284723159	34,661620771	169,93017685	2,0	8,0	 
configuration system	system configuration	system configuration	2	4,72091812914	21,6995349312	92,2292333945	2,0	14,0	 
control power reactive	reactive power control	reactive power control	3	3,9714236158	17,3308103855	132,330162907	2,0	10,0	 
management system	management system	management system	2	7,86819688189	32,9756122527	130,774102542	4,0	21,0	 
fault power system	power system fault	power system fault	3	5,95713542369	25,9962155782	39,7065606563	2,0	7,0	 
network planning power system	power system network planning	power system network planning	4	5,95713542369	25,9962155782	100,892377683	2,0	8,0	 
frequency line transit	frequencies of each transit line	frequencies of each transit line|&|transit line frequencies	5	3,9714236158	20,0835914676	324,100604773	1,0	4,0	 
information system theory	system information theory	system information theory	3	3,9714236158	20,0835914676	146,025273375	1,0	7,0	 
area measurement wide	wide area measurement	wide area measurement	3	3,9714236158	17,3308103855	149,787409829	2,0	10,0	 
model network	network model	network model|&|network models|&|model network	2	12,589115011	42,0942493913	123,165461321	7,0	40,0	 
Power system	Power system	Power system	2	6,29455750551	24,5696584538	80,4348282941	7,0	57,0	 
network power system	power system network	power system network|&|system network power|&|power system networks	3	61,5570660448	136,891366809	129,535661348	19,0	90,0	 
city location-based mobile phone system virtual	location-based virtual city system for mobile phones	location-based virtual city system for mobile phones	7	3,9714236158	17,3308103855	279,507279743	2,0	11,0	 
monitoring power system	power system monitoring	power system monitoring	3	3,9714236158	17,3308103855	90,008227066	2,0	9,0	 
monitoring power quality system	monitoring system of power quality	monitoring system of power quality|&|power quality monitoring system	5	3,9714236158	20,0835914676	295,911344691	1,0	4,0	 
information network system	information system network	information system network|&|system information network	3	9,92855903949	36,4450732585	308,032118073	4,0	13,0	 
line transmission	transmission line	transmission line	2	6,29455750551	24,5696584538	174,216285907	4,0	23,0	 
main transformer	main transformers	main transformers	2	6,29455750551	33,2957680294	123,197398932	1,0	5,0	 
power protection system	power system protection	power system protection	3	3,9714236158	17,3308103855	184,879325643	2,0	7,0	 
data time	time data	time data	2	4,72091812914	21,6995349312	66,394249854	2,0	17,0	 
Power network system	Power system network	Power system network	3	5,95713542369	23,5808050197	70,9693468144	3,0	27,0	 
immune network system	immune system network	immune system network	3	3,9714236158	17,3308103855	37,794262831	2,0	3,0	 
novel power stabilizer system	novel power system stabilizer	novel power system stabilizer	4	3,9714236158	20,0835914676	148,726618275	1,0	7,0	 
control network system	control system network	control system network	3	3,9714236158	20,0835914676	213,612638934	1,0	6,0	 
performance well	better performance	better performance|&|better performances	2	4,72091812914	19,7853673516	178,854654345	3,0	18,0	 
model system	system model	system model|&|model system|&|system models	2	6,29455750551	24,5696584538	76,7063715169	4,0	30,0	 
limbic network system	limbic system network	limbic system network	3	3,9714236158	20,0835914676	14,3471177945	1,0	1,0	 
centrality measure point	measures of point centrality	measures of point centrality	4	3,9714236158	17,3308103855	160,465653351	2,0	21,0	 
information theory	information theory	information theory	2	6,29455750551	28,9327132416	157,763391566	2,0	10,0	 
city structure system world	structure of the world city system	structure of the world city system	6	9,92855903949	39,3013416994	166,222587817	3,0	28,0	 
modeling network	network modeling	network modeling	2	4,72091812914	24,9718260221	66,3388378162	1,0	15,0	 
management network system	network management system	network management system	3	7,94284723159	40,1671829352	279,159126076	1,0	3,0	 
cascading failure	cascading failure	cascading failure|&|cascading failures	2	7,86819688189	36,165891552	206,517548119	2,0	10,0	 
