stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
efficiency network transportation	transportation network efficiency	transportation network efficiency|&|efficiency of the transportation network	3	9,92855903949	52,218691982	275,739293685	2,0	9,0	 
model system	model system	model system|&|system models|&|model of this system	2	12,589115011	53,3686151576	242,737731244	7,0	29,0	 
change land urban use	urban land use change	urban land use change	4	11,9142708474	57,8316092612	222,367707855	3,0	29,0	 
choice route	route choice	route choice	2	6,29455750551	34,5698961248	336,043602543	3,0	24,0	 
air pollution	air pollution	air pollution	2	23,6045906457	100,06615342	222,277933473	7,0	44,0	 
data land use	land use data	land use data|&|data on land use	3	9,92855903949	45,3367392767	256,565469833	4,0	24,0	 
transportation urban	urban transportation	urban transportation|&|Urban transportation|&|transportation and urban	2	22,0309512693	83,4374142901	244,709233506	16,0	114,0	 
demand traffic	traffic demand	traffic demand	2	14,1627543874	64,8050656977	381,649334206	5,0	46,0	 
public transportation	public transportation	public transportation	2	12,589115011	57,6045028424	223,71099991	7,0	40,0	 
property right	property rights	property rights	2	15,7363937638	80,0441817133	254,188771751	3,0	27,0	 
land use	land use	land use|&|land uses|&|use of land	2	259,650497102	440,507560431	379,425209766	137,0	729,0	 
