stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
city system virtual	virtual city system	virtual city system	3	7,94284723159	38,2470395118	229,819235019	2,0	9,0	 
distribution network	distribution network	distribution network	2	4,72091812914	21,9164001967	241,075719461	3,0	28,0	 
network observability	network observability	network observability	2	6,29455750551	31,7740903684	258,937687121	2,0	12,0	 
communication system	system communication	system communication|&|communication system	2	6,29455750551	36,1371451562	188,145281712	2,0	17,0	 
system transmission	transmission system	transmission system	2	4,72091812914	21,9164001967	288,113462339	3,0	19,0	 
index stability voltage	voltage stability index	voltage stability index	3	5,95713542369	26,2698690752	211,470741314	3,0	18,0	 
power stability system voltage	power system voltage stability	power system voltage stability	4	7,94284723159	35,0264921003	222,625330842	3,0	43,0	 
stability system	system stability	system stability	2	9,44183625827	39,0096684972	202,816263052	19,0	166,0	 
operation system	system operation	system operation|&|system operations	2	4,72091812914	21,9164001967	192,362104027	12,0	115,0	 
energy storage	energy storage	energy storage	2	7,86819688189	34,2637944757	213,174012649	5,0	49,0	 
analysis small-signal stability	small-signal stability analysis	small-signal stability analysis	3	3,9714236158	19,1235197559	286,946003635	2,0	9,0	 
simulation system	system simulation	system simulation	2	4,72091812914	21,9164001967	458,600671243	5,0	27,0	 
enterprise large multinational	largest multinational enterprises	largest multinational enterprises	3	3,9714236158	19,1235197559	248,784145156	2,0	22,0	 
management system	management system	management system	2	15,7363937638	65,0161141621	261,796293642	5,0	29,0	 
planning power system	power system planning	power system planning	3	19,857118079	73,8023248403	186,64830225	6,0	39,0	 
power simulation system	power system simulation	power system simulation	3	9,92855903949	40,9268466845	461,1978467	4,0	23,0	 
assessment software stability	stability assessment software	stability assessment software	3	7,94284723159	38,2470395118	275,616175737	2,0	14,0	 
fault power system	power system fault	power system fault	3	5,95713542369	28,6852796338	253,371187791	2,0	9,0	 
network planning power system	power system network planning	power system network planning	4	5,95713542369	28,6852796338	298,712557864	2,0	11,0	 
network power system	power system network	power system network|&|power system networks|&|system network power|&|system in power network	3	79,4284723159	192,009236826	222,81622035	24,0	151,0	 
dynamic power system	power system dynamic	power system dynamic	3	13,8999826553	57,2975853583	240,752486593	4,0	32,0	 
monitoring power system	power system monitoring	power system monitoring	3	3,9714236158	19,1235197559	310,497200807	2,0	9,0	 
information network system	information system network	information system network|&|system information network|&|Information system network	3	7,94284723159	35,0264921003	571,609979006	4,0	14,0	 
component power system	power system components	power system components|&|components in the power system	3	5,95713542369	26,2698690752	195,996915859	3,0	21,0	 
dynamic power stability system	power system dynamic stability	power system dynamic stability|&|dynamic stability of the power system	4	5,95713542369	26,2698690752	198,120612706	3,0	31,0	 
control voltage	voltage control	voltage control	2	7,86819688189	36,5273336611	197,041377544	3,0	19,0	 
performance system	system performance	system performance	2	4,72091812914	23,8305677763	191,92171981	2,0	19,0	 
signal small stability	small signal stability	small signal stability	3	3,9714236158	19,1235197559	189,791293609	2,0	19,0	 
information system	information system	information system|&|information systems|&|system information	2	4,72091812914	21,9164001967	712,476899062	6,0	23,0	 
analysis harmonic power system	power system harmonic analysis	power system harmonic analysis	4	5,95713542369	28,6852796338	383,685049957	2,0	13,0	 
region stability voltage	voltage stability region	voltage stability region	3	5,95713542369	28,6852796338	225,32348644	2,0	21,0	 
stability voltage	voltage stability	voltage stability|&|Voltage stability	2	25,1782300221	86,573563508	240,072924351	13,0	103,0	 
datum model	data model	data model|&|model data	2	6,29455750551	31,7740903684	740,32657766	2,0	5,0	 
information theory	information theory	information theory	2	11,0154756347	51,1382671256	373,265371244	3,0	17,0	 
city structure system world	structure of the world city system	structure of the world city system	6	9,92855903949	43,7831151254	377,872476963	3,0	30,0	 
cascading failure	cascading failure	cascading failure|&|cascading failures	2	7,86819688189	39,7176129605	281,335358767	2,0	11,0	 
