stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
power stability system	power system stability	power system stability|&|stability in power system	3	15,8856944632	54,5180769626	199,132887668	7,0	59,0	 
network planning	network planning	network planning	2	7,86819688189	35,4995883491	160,70827815	4,0	19,0	 
power quality	power quality	power quality	2	9,44183625827	36,0549238372	280,606001704	7,0	50,0	 
system world	world system	world system|&|system world	2	7,86819688189	35,4995883491	212,957221576	4,0	41,0	 
protection relay	relay protection	relay protection	2	4,72091812914	23,2139205891	197,245572522	2,0	6,0	 
economy world	world economy	world economy	2	4,72091812914	23,2139205891	245,135816194	2,0	6,0	 
network topology	network topology	network topology	2	4,72091812914	21,2997530095	327,647978659	5,0	24,0	 
algorithm genetic	genetic algorithm	genetic algorithm|&|algorithm and the genetic	2	7,86819688189	31,480311769	168,536763032	5,0	35,0	 
expert system	expert system	expert system	2	6,29455750551	26,588839331	274,260549895	4,0	21,0	 
area such	areas such	areas such|&|such areas	2	4,72091812914	21,2997530095	175,14385967	3,0	19,0	 
security system	system security	system security	2	6,29455750551	30,9518941188	180,689017951	2,0	17,0	 
grid power	power grid	power grid	2	26,7518693984	94,4595843083	172,658080847	8,0	48,0	 
relay system	relay systems	relay systems	2	4,72091812914	21,2997530095	253,335728671	3,0	10,0	 
methodology new	new methodology	new methodology	2	4,72091812914	23,2139205891	207,408437393	2,0	7,0	 
network neural	neural network	neural network|&|neural networks	2	15,7363937638	55,5644613578	186,424291051	8,0	51,0	 
network power	power network	power network|&|network power	2	14,1627543874	59,8248884946	233,071835525	6,0	47,0	 
dynamic power system	power system dynamic	power system dynamic	3	13,8999826553	55,4819670882	171,923091467	4,0	25,0	 
logic power stabilizer system	logic power system stabilizer	logic power system stabilizer	4	3,9714236158	18,6047716787	470,606214031	2,0	8,0	 
performance system	system performance	system performance	2	4,72091812914	23,2139205891	178,911275759	2,0	17,0	 
city size	city size	city size	2	6,29455750551	30,9518941188	273,643164298	2,0	4,0	 
error identification topology	topology error identification	topology error identification	3	7,94284723159	37,2095433575	303,739602504	2,0	14,0	 
modern power system	modern power systems	modern power systems	3	5,95713542369	25,4917469595	161,38157151	3,0	20,0	 
information technology	information technology	information technology	2	6,29455750551	26,588839331	252,73109337	4,0	25,0	 
assessment risk	risk assessment	risk assessment	2	6,29455750551	35,3149489066	224,029828812	1,0	12,0	 
configuration network	network configuration	network configuration	2	4,72091812914	23,2139205891	331,430445082	2,0	5,0	 
problem stability	stability problems	stability problems|&|stability problem	2	7,86819688189	33,2360491637	183,091172565	4,0	25,0	 
current transformer	current transformers	current transformers	2	4,72091812914	23,2139205891	211,875490904	2,0	3,0	 
power stabilizer system	power system stabilizer	power system stabilizer|&|power system stabilizers	3	37,7285243501	109,144890184	291,103109969	13,0	89,0	 
international standard	international standards	international standards	2	4,72091812914	21,2997530095	272,019507984	3,0	13,0	 
network structure	network structure	network structure	2	7,86819688189	35,4995883491	207,114092752	3,0	17,0	 
distribution system	distribution system	distribution system|&|distribution systems	2	6,29455750551	28,3996706793	181,781852665	4,0	23,0	 
energy flywheel storage	flywheel energy storage	flywheel energy storage	3	11,9142708474	55,8143150362	221,094434857	2,0	22,0	 
effector function	effector function	effector function	2	4,72091812914	26,4862116799	265,1821262	1,0	4,0	 
control system	control system	control system|&|control systems|&|system control	2	22,0309512693	80,7320695048	181,14729924	8,0	46,0	 
city system world	world city system	world city system	3	9,92855903949	39,6299764916	329,193231627	4,0	36,0	 
artificial network neural	artificial neural network	artificial neural network	3	21,8428298869	69,4729375186	227,237819287	9,0	33,0	 
electric power system	electric power system	electric power system	3	7,94284723159	31,7039811933	158,000795249	4,0	30,0	 
mobile phone	mobile phones	mobile phones	2	6,29455750551	30,9518941188	515,231117198	2,0	11,0	 
communication service	communication services	communication services	2	6,29455750551	30,9518941188	182,93062136	2,0	16,0	 
environment network system	system network environment	system network environment	3	5,95713542369	27,9071575181	347,603907089	2,0	7,0	 
decision management risk	risk management decisions	risk management decisions	3	5,95713542369	25,4917469595	3556,08706658	3,0	5,0	 
assessment health	health assessment	health assessment	2	4,72091812914	21,2997530095	3556,08706658	3,0	5,0	 
network theory	network theory	network theory	2	7,86819688189	38,6898676485	263,750983909	2,0	7,0	 
analysis power system	power system analysis	power system analysis	3	17,8714062711	64,0877260091	305,478441496	8,0	47,0	 
protective relay	protective relays	protective relays|&|Protective Relays	2	4,72091812914	23,2139205891	692,182303951	2,0	4,0	 
structure system	structure system	structure system|&|system structure	2	7,86819688189	35,4995883491	168,355196152	3,0	18,0	 
effectiveness robustness	effectiveness and robustness	effectiveness and robustness|&|robustness and effectiveness	3	6,29455750551	26,588839331	173,724306955	4,0	52,0	 
dynamic stability	dynamic stability	dynamic stability	2	4,72091812914	23,2139205891	201,229829812	5,0	39,0	 
power wind	wind power	wind power	2	20,4573118929	86,4137278256	184,054776303	4,0	23,0	 
city system virtual	virtual city system	virtual city system	3	7,94284723159	37,2095433575	330,924200446	2,0	9,0	 
distribution network	distribution network	distribution network	2	4,72091812914	21,2997530095	170,507614131	3,0	26,0	 
Simulation result	Simulation results	Simulation results	2	6,29455750551	26,588839331	165,990216184	4,0	33,0	 
system transmission	transmission system	transmission system	2	4,72091812914	21,2997530095	211,345310366	3,0	19,0	 
Power stabilizer system	Power system stabilizers	Power system stabilizers|&|Power system stabilizer	3	7,94284723159	31,7039811933	182,75322252	4,0	48,0	 
operation system	system operation	system operation|&|system operations	2	4,72091812914	21,2997530095	167,409497248	11,0	97,0	 
configuration system	system configuration	system configuration	2	4,72091812914	23,2139205891	219,828400141	2,0	14,0	 
machine synchronous	synchronous machine	synchronous machine	2	4,72091812914	21,2997530095	182,782000322	3,0	20,0	 
planning power system	power system planning	power system planning	3	19,857118079	71,2085844546	194,518699411	6,0	37,0	 
power simulation system	power system simulation	power system simulation	3	7,94284723159	33,988995946	362,092630493	3,0	16,0	 
assessment software stability	stability assessment software	stability assessment software	3	7,94284723159	37,2095433575	189,257593233	2,0	14,0	 
fault power system	power system fault	power system fault	3	5,95713542369	27,9071575181	179,545912531	2,0	8,0	 
network planning power system	power system network planning	power system network planning	4	5,95713542369	27,9071575181	243,081744508	2,0	10,0	 
model network	network model	network model|&|network models|&|model network	2	12,589115011	46,1326111456	204,986750435	7,0	44,0	 
network power system	power system network	power system network|&|system network power|&|system in power network	3	67,5142014685	160,823924672	183,92103106	22,0	126,0	 
communication system	system communication	system communication|&|communication system	2	6,29455750551	35,3149489066	261,295171624	2,0	17,0	 
information network system	information system network	information system network|&|system information network|&|Information system network	3	7,94284723159	33,988995946	547,639558676	4,0	14,0	 
line transmission	transmission line	transmission line|&|transmission lines	2	11,0154756347	40,3660347524	229,267545021	7,0	45,0	 
control power reactive	reactive power control	reactive power control	3	3,9714236158	18,6047716787	188,833613874	2,0	18,0	 
control voltage	voltage control	voltage control	2	6,29455750551	30,9518941188	235,702984336	2,0	9,0	 
adaptive indirect network neural	indirect adaptive neural network	indirect adaptive neural network	4	3,9714236158	18,6047716787	220,885727835	2,0	33,0	 
information system	information system	information system|&|information systems|&|system information	2	4,72091812914	21,2997530095	634,258398486	6,0	23,0	 
analysis harmonic power system	power system harmonic analysis	power system harmonic analysis	4	5,95713542369	27,9071575181	321,86745569	2,0	13,0	 
datum transmission	data transmission	data transmission	2	4,72091812914	23,2139205891	174,529094237	2,0	12,0	 
stability voltage	voltage stability	voltage stability	2	11,0154756347	44,0724364766	183,691402549	6,0	35,0	 
package software	software package	software package	2	4,72091812914	23,2139205891	200,171544827	2,0	13,0	 
datum model	data model	data model|&|model data	2	6,29455750551	30,9518941188	640,164980093	2,0	5,0	 
information theory	information theory	information theory	2	11,0154756347	49,6994236888	269,157052557	3,0	17,0	 
city structure system world	structure of the world city system	structure of the world city system	6	9,92855903949	42,4862449325	250,785148758	3,0	30,0	 
cascading failure	cascading failure	cascading failure|&|cascading failures	2	7,86819688189	38,6898676485	214,046490243	2,0	10,0	 
