stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
design energy flywheel storage	flywheel energy storage design	flywheel energy storage design|&|design of flywheel energy storage	4	3,9714236158	19,187835714	217,484834712	2,0	22,0	 
configuration network	network configuration	network configuration	2	4,72091812914	23,9070215626	503,260629693	2,0	5,0	 
margin stability voltage	voltage stability margin	voltage stability margin	3	3,9714236158	21,9406167961	200,252277538	2,0	28,0	 
power quality system	system power quality	system power quality|&|system for power quality	3	3,9714236158	19,187835714	217,484834712	2,0	22,0	 
network neural	neural network	neural network|&|neural networks	2	18,8836725165	65,2359877764	186,805548257	10,0	74,0	 
network power	power network	power network|&|network power	2	14,1627543874	61,9041914153	258,474727719	6,0	48,0	 
bulk power system	bulk power system	bulk power system	3	7,94284723159	38,375671428	362,402202302	2,0	12,0	 
plant power	power plant	power plant|&|power plants	2	12,589115011	52,2167680933	232,159838181	5,0	42,0	 
city size	city size	city size	2	6,29455750551	31,8760287502	657,271198127	2,0	4,0	 
error identification topology	topology error identification	topology error identification	3	7,94284723159	38,375671428	425,919143345	2,0	14,0	 
architectural object virtual	virtual architectural objects	virtual architectural objects	3	3,9714236158	19,187835714	301,959853343	2,0	11,0	 
information technology	information technology	information technology	2	6,29455750551	27,5129739624	287,772050471	4,0	25,0	 
control problem stability	stability and control problems	stability and control problems	4	3,9714236158	19,187835714	190,000067522	2,0	12,0	 
harmonic system	system harmonic	system harmonic|&|system harmonics	2	6,29455750551	31,8760287502	382,569160676	3,0	14,0	 
current transformer	current transformers	current transformers	2	4,72091812914	23,9070215626	331,262363876	2,0	3,0	 
power stabilizer system	power system stabilizer	power system stabilizer|&|power system stabilizers	3	47,6570833896	137,517626326	186,32038489	15,0	120,0	 
international standard	international standards	international standards	2	4,72091812914	21,992853983	427,064093747	3,0	13,0	 
management network	network management	network management	2	9,44183625827	43,9857079661	556,431621226	3,0	8,0	 
distribution system	distribution system	distribution system|&|distribution systems	2	7,86819688189	34,391217453	238,690679204	5,0	34,0	 
energy flywheel storage	flywheel energy storage	flywheel energy storage	3	11,9142708474	57,563507142	295,71532546	2,0	22,0	 
control system	control system	control system|&|system control|&|control systems	2	25,1782300221	89,6341083337	188,070750049	10,0	68,0	 
city system world	world city system	world city system	3	9,92855903949	41,0876365797	517,630148588	4,0	36,0	 
area power system	area power system	area power system	3	7,94284723159	35,1551240166	254,550603285	3,0	21,0	 
mobile phone	mobile phones	mobile phones	2	6,29455750551	31,8760287502	626,699294212	2,0	11,0	 
operation power system	power system operation	power system operation|&|power system operations|&|operation power system|&|operation of this power system	3	31,7713889264	102,368607843	197,571427309	10,0	91,0	 
environment network system	system network environment	system network environment	3	5,95713542369	28,781753571	536,239150684	2,0	7,0	 
decision management risk	risk management decisions	risk management decisions	3	5,95713542369	26,3663430124	5558,64452534	3,0	5,0	 
assessment health	health assessment	health assessment	2	4,72091812914	21,992853983	5558,64452534	3,0	5,0	 
network theory	network theory	network theory	2	7,86819688189	39,8450359377	473,068958525	2,0	6,0	 
analysis power system	power system analysis	power system analysis	3	17,8714062711	66,7115141678	363,528412674	8,0	49,0	 
structure system	system structure	system structure|&|structure system	2	9,44183625827	41,2694609436	192,11356082	4,0	27,0	 
power wind	wind power	wind power	2	22,0309512693	91,3793441632	197,89109101	5,0	42,0	 
city system virtual	virtual city system	virtual city system	3	7,94284723159	38,375671428	269,444855343	2,0	8,0	 
distribution network	distribution network	distribution network	2	4,72091812914	21,992853983	244,902364118	3,0	28,0	 
network observability	network observability	network observability	2	6,29455750551	31,8760287502	268,126297834	2,0	12,0	 
communication system	system communication	system communication|&|communication system	2	6,29455750551	36,239083538	194,679813958	2,0	17,0	 
system transmission	transmission system	transmission system	2	4,72091812914	21,992853983	297,661148098	3,0	19,0	 
index stability voltage	voltage stability index	voltage stability index	3	5,95713542369	26,3663430124	215,049175554	3,0	18,0	 
power stability system voltage	power system voltage stability	power system voltage stability	4	7,94284723159	35,1551240166	220,43078041	3,0	43,0	 
stability system	system stability	system stability	2	9,44183625827	39,16257607	209,460314013	20,0	177,0	 
operation system	system operation	system operation|&|system operations	2	4,72091812914	21,992853983	198,534778736	12,0	115,0	 
energy storage	energy storage	energy storage	2	9,44183625827	39,16257607	207,093204093	6,0	58,0	 
analysis small-signal stability	small-signal stability analysis	small-signal stability analysis	3	3,9714236158	19,187835714	289,959273905	2,0	9,0	 
simulation system	system simulation	system simulation	2	4,72091812914	21,992853983	443,532992676	5,0	28,0	 
enterprise large multinational	largest multinational enterprises	largest multinational enterprises	3	3,9714236158	19,187835714	257,939780011	2,0	22,0	 
management system	management system	management system	2	15,7363937638	65,2709601166	258,275683005	5,0	29,0	 
planning power system	power system planning	power system planning	3	19,857118079	74,1239046309	191,021160301	6,0	39,0	 
power simulation system	power system simulation	power system simulation	3	9,92855903949	41,0876365797	444,17558468	4,0	24,0	 
assessment software stability	stability assessment software	stability assessment software	3	7,94284723159	38,375671428	283,136394236	2,0	14,0	 
fault power system	power system fault	power system fault	3	5,95713542369	28,781753571	262,163087383	2,0	9,0	 
stability system voltage	system voltage stability	system voltage stability	3	5,95713542369	26,3663430124	232,989021305	5,0	55,0	 
network planning power system	power system network planning	power system network planning	4	5,95713542369	28,781753571	308,56526795	2,0	11,0	 
network power system	power system network	power system network|&|power system networks|&|system network power|&|system in power network	3	79,4284723159	193,295555988	223,690055998	24,0	152,0	 
dynamic power system	power system dynamic	power system dynamic	3	13,8999826553	57,5226912116	247,103648996	4,0	32,0	 
monitoring power system	power system monitoring	power system monitoring	3	3,9714236158	19,187835714	320,842716618	2,0	9,0	 
information network system	information system network	information system network|&|system information network|&|Information system network	3	7,94284723159	35,1551240166	590,447173209	4,0	14,0	 
component power system	power system components	power system components|&|components in the power system	3	7,94284723159	32,8701092638	187,969739955	4,0	24,0	 
dynamic power stability system	power system dynamic stability	power system dynamic stability|&|dynamic stability of the power system	4	5,95713542369	26,3663430124	187,229544105	3,0	33,0	 
control voltage	voltage control	voltage control	2	7,86819688189	36,6547566384	200,492149791	3,0	19,0	 
signal small stability	small signal stability	small signal stability	3	3,9714236158	19,187835714	193,365300239	2,0	19,0	 
information system	information system	information system|&|information systems|&|system information	2	4,72091812914	21,992853983	705,821901328	6,0	23,0	 
analysis harmonic power system	power system harmonic analysis	power system harmonic analysis	4	5,95713542369	28,781753571	394,589975715	2,0	13,0	 
region stability voltage	voltage stability region	voltage stability region	3	5,95713542369	28,781753571	229,87668806	2,0	21,0	 
stability transient	transient stability	transient stability|&|Transient stability	2	17,3100331402	63,66227773	185,374125874	8,0	59,0	 
stability voltage	voltage stability	voltage stability|&|Voltage stability	2	26,7518693984	89,8679238675	237,631854129	14,0	112,0	 
datum model	data model	data model|&|model data	2	6,29455750551	31,8760287502	764,928110189	2,0	5,0	 
information theory	information theory	information theory	2	11,0154756347	51,3166592938	220,962952776	3,0	17,0	 
city structure system world	structure of the world city system	structure of the world city system	6	9,92855903949	43,9439050207	385,866216821	3,0	30,0	 
cascading failure	cascading failure	cascading failure|&|cascading failures	2	7,86819688189	39,8450359377	288,358639942	2,0	11,0	 
