stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
interaction model transport	transport interaction model	transport interaction model|&|transport interaction models	3	13,8999826553	47,5603522585	513,149963358	6,0	63,0	 
issue special	special issue	special issue	2	6,29455750551	26,2169856093	523,223912757	3,0	20,0	 
interaction society-nature	society-nature interaction	society-nature interaction	2	9,44183625827	43,1538135731	470,149525158	2,0	12,0	 
complementary land use	complementary land uses	complementary land uses	3	3,9714236158	17,2276507254	600,199228799	2,0	12,0	 
case city many study world	many case studies around the world of cities	many case studies around the world of cities	8	3,9714236158	17,2276507254	874,430529801	2,0	21,0	 
congestion traffic	traffic congestion	traffic congestion	2	4,72091812914	19,6627392069	479,016774858	3,0	14,0	 
consequent demand effect travel	consequent effects on travel demand	consequent effects on travel demand	5	7,94284723159	34,4553014507	437,169812876	2,0	43,0	 
pattern travel	travel patterns	travel patterns	2	6,29455750551	28,7692090487	527,68893787	2,0	12,0	 
city consequent	cities and the consequent	cities and the consequent	4	6,29455750551	28,7692090487	437,169812876	2,0	43,0	 
density location	location and density	location and density|&|density and location	3	4,72091812914	19,6627392069	364,766892841	3,0	46,0	 
land strategy use	land use strategies	land use strategies|&|land use and strategies	3	5,95713542369	25,841476088	534,474852187	2,0	11,0	 
development policy	development policies	development policies|&|development policy|&|policy development	2	4,72091812914	19,6627392069	383,259224356	5,0	62,0	 
category land-use	land-use categories	land-use categories	2	4,72091812914	21,5769067865	361,907162655	2,0	11,0	 
computing time	computing times	computing times	2	4,72091812914	21,5769067865	729,93979801	2,0	16,0	 
model new	new models	new models	2	4,72091812914	19,6627392069	528,664650257	3,0	22,0	 
change technological	technological changes	technological changes	2	9,44183625827	36,6092313914	402,010868823	4,0	54,0	 
major model type	major types of model	major types of model	4	7,94284723159	34,4553014507	437,169812876	2,0	43,0	 
change land use	land use change	land use change|&|land use changes|&|Land use change|&|changes in land use|&|Land use changes|&|change in land use|&|changes of land use	3	123,11413209	209,151919816	540,143700906	28,0	240,0	 
activity economic	economic activity	economic activity	2	4,72091812914	21,5769067865	356,800075104	2,0	12,0	 
ecosystem service	ecosystem services	ecosystem services|&|ecosystem service	2	20,4573118929	71,0252751697	419,807165522	6,0	45,0	 
old people	older people	older people	2	6,29455750551	28,7692090487	1168,75085415	2,0	4,0	 
development urban	urban development	urban development	2	11,0154756347	40,252737604	391,317242884	5,0	59,0	 
model parameter	model parameters	model parameters|&|Parameters of all models|&|parameters of this model	2	6,29455750551	24,4061542609	684,616789878	4,0	31,0	 
change cost effect term transport	term effects of changes in transport costs	term effects of changes in transport costs	7	7,94284723159	34,4553014507	437,169812876	2,0	43,0	 
ecosystem response	ecosystem responses	ecosystem responses	2	11,0154756347	45,8797248162	495,431476526	3,0	19,0	 
form urban	urban form	urban form	2	7,86819688189	30,5076928261	399,551449766	4,0	21,0	 
maker policy	policy makers	policy makers	2	4,72091812914	19,6627392069	394,02674992	3,0	25,0	 
nature relationship	nature of this relationship	nature of this relationship	4	6,29455750551	28,7692090487	473,792047199	2,0	43,0	 
example operational term	terms of operational examples	terms of operational examples	4	7,94284723159	34,4553014507	437,169812876	2,0	43,0	 
example operational strength	operational examples and the strengths	operational examples and the strengths	5	7,94284723159	34,4553014507	473,792047199	2,0	43,0	 
achievement level various	various levels of achievement	various levels of achievement	4	3,9714236158	17,2276507254	708,502225295	2,0	21,0	 
carbon sink	carbon sink	carbon sink|&|carbon sinks	2	7,86819688189	28,7519554315	393,725588586	5,0	34,0	 
pattern spatial	spatial pattern	spatial pattern	2	6,29455750551	28,7692090487	672,619511082	2,0	7,0	 
health outcome	health outcomes	health outcomes	2	4,72091812914	21,5769067865	627,25724326	2,0	13,0	 
land management	land management	land management	2	9,44183625827	36,6092313914	382,362962746	4,0	39,0	 
interaction land-use transport	land-use transport interaction	land-use transport interaction	3	7,94284723159	31,2347540393	626,971278197	3,0	25,0	 
interrelationship land use	interrelationships between land use	interrelationships between land use	4	7,94284723159	34,4553014507	437,169812876	2,0	43,0	 
growth rapid urban	rapid urban growth	rapid urban growth	3	3,9714236158	17,2276507254	354,421217896	2,0	42,0	 
change cover land use	land use and land cover change	land use and land cover change|&|use land cover change|&|land cover and land use change	6	7,94284723159	28,9497392865	634,517300186	4,0	29,0	 
choice mode	mode choice	mode choice	2	7,86819688189	35,9615113109	360,911052563	2,0	15,0	 
environmental management	environmental management	environmental management	2	4,72091812914	19,6627392069	379,666528901	3,0	50,0	 
model type	type of model	type of model|&|type model	3	7,86819688189	32,7712320116	419,953238603	3,0	50,0	 
ecological footprint	ecological footprint	ecological footprint	2	4,72091812914	21,5769067865	415,20588749	2,0	10,0	 
land planning system use	land use planning system	land use planning system	4	5,95713542369	25,841476088	377,241593978	2,0	9,0	 
land transportation use	transportation and land use	transportation and land use|&|land use and transportation	4	3,9714236158	17,2276507254	779,954705523	2,0	6,0	 
focus structure urban	focused urban structure	focused urban structure	3	3,9714236158	17,2276507254	708,502225295	2,0	21,0	 
emission gas greenhouse	greenhouse gas emissions	greenhouse gas emissions	3	3,9714236158	17,2276507254	489,918925695	2,0	7,0	 
system transport	transport system	transport system|&|transport systems	2	7,86819688189	30,5076928261	544,025223498	4,0	29,0	 
land model use-transport	land use-transport model	land use-transport model	3	7,94284723159	34,4553014507	771,859067202	2,0	6,0	 
mathematical programming	mathematical programming	mathematical programming	2	6,29455750551	28,7692090487	473,792047199	2,0	43,0	 
region urban	urban regions	urban regions|&|urban region	2	14,1627543874	54,913847087	390,585873534	4,0	33,0	 
planning practice	planning practice	planning practice	2	6,29455750551	26,2169856093	424,152026917	3,0	18,0	 
change land-cover	land-cover change	land-cover change|&|land-cover changes	2	6,29455750551	24,4061542609	518,584310137	5,0	33,0	 
land policy use	land use policy	land use policy|&|land use policies|&|Land use policy|&|policy and land use	3	33,7571007343	85,9504262713	367,62657977	12,0	97,0	 
land-use policy	land-use policy	land-use policy|&|land-use policies	2	20,4573118929	71,0252751697	571,791924918	6,0	37,0	 
criterion set	set of criteria	set of criteria	3	6,29455750551	28,7692090487	437,169812876	2,0	43,0	 
change land-use	land-use change	land-use change|&|Land-use change|&|land-use changes	2	83,4028869481	177,493226217	412,075371951	26,0	183,0	 
project research	research project	research project	2	4,72091812914	19,6627392069	377,678480278	3,0	27,0	 
development economic policy public	economic development policy and public	economic development policy and public	5	3,9714236158	17,2276507254	392,991578776	2,0	42,0	 
land-use planning	land-use planning	land-use planning	2	7,86819688189	30,5076928261	746,592515022	4,0	17,0	 
change cover	cover change	cover change	2	6,29455750551	24,4061542609	481,244228394	6,0	50,0	 
accessibility benefit	accessibility benefits	accessibility benefits	2	12,589115011	52,4339712185	362,628103788	3,0	32,0	 
aggregate individual interaction spatial	aggregate spatial interaction and individual	aggregate spatial interaction and individual	5	7,94284723159	34,4553014507	437,169812876	2,0	43,0	 
degree land use	degree of land use	degree of land use|&|land use and the degree	4	3,9714236158	17,2276507254	630,605797772	2,0	9,0	 
city cost transport	transport costs on cities	transport costs on cities	4	7,94284723159	34,4553014507	473,792047199	2,0	43,0	 
interaction model	interaction model	interaction model|&|interaction models	2	4,72091812914	19,6627392069	558,056363667	8,0	82,0	 
land use	land use	land use|&|Land use|&|land uses|&|use land|&|use of land	2	215,588594564	203,978841958	426,918130531	111,0	855,0	 
intensity land use	land use intensity	land use intensity	3	5,95713542369	25,841476088	356,970696396	2,0	11,0	 
environmental transport	transport and environmental	transport and environmental	3	4,72091812914	19,6627392069	445,29299435	3,0	21,0	 
high-quality system transit	high-quality transit systems	high-quality transit systems	3	3,9714236158	17,2276507254	708,502225295	2,0	21,0	 
land-use transportation	land-use transportation	land-use transportation	2	7,86819688189	35,9615113109	498,845520477	2,0	14,0	 
fit model	model fit	model fit	2	4,72091812914	19,6627392069	568,683224451	3,0	29,0	 
datum land use	land use data	land use data	3	3,9714236158	17,2276507254	539,439385191	2,0	16,0	 
model transport	transport models	transport models|&|transport model	2	18,8836725165	57,9051221459	359,164560617	9,0	99,0	 
forest land	forest land	forest land	2	4,72091812914	21,5769067865	728,322143583	2,0	11,0	 
change land model use	land use change models	land use change models	4	7,94284723159	31,2347540393	507,321460557	3,0	27,0	 
model system	model system	model system	2	9,44183625827	36,6092313914	356,263286656	4,0	31,0	 
empirical evidence term	terms of empirical evidence	terms of empirical evidence	4	7,94284723159	34,4553014507	473,792047199	2,0	43,0	 
change model	change models	change models	2	4,72091812914	21,5769067865	477,197028076	4,0	37,0	 
impact transport	impact of transport	impact of transport	3	4,72091812914	21,5769067865	442,136991593	2,0	17,0	 
datum set	data sets	data sets	2	4,72091812914	19,6627392069	497,964535846	3,0	18,0	 
