stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
development regional	regional development	regional development	2	9,44183625827	49,0890336059	293,151754913	2,0	10,0	 
change land modeling urban use	urban land use change modeling	urban land use change modeling|&|modeling of urban land use change	5	5,95713542369	29,5861830007	307,551375815	2,0	20,0	 
logistic regression	logistic regression	logistic regression	2	6,29455750551	32,7260224039	261,194345673	2,0	15,0	 
loss open space	loss of open space	loss of open space	4	7,94284723159	33,9426818368	669,625011683	4,0	49,0	 
area metropolitan	metropolitan area	metropolitan area|&|metropolitan areas	2	20,4573118929	75,5901923958	270,662012369	9,0	87,0	 
system urban	urban systems	urban systems|&|urban system	2	12,589115011	47,9998256566	368,274227426	8,0	54,0	 
change cover land	land cover change	land cover change	3	13,8999826553	63,3984690317	257,971170507	3,0	38,0	 
demand logistic urban	urban logistics demand	urban logistics demand	3	7,94284723159	39,448244001	547,888729414	2,0	9,0	 
Land planning use	Land use planning	Land use planning	3	5,95713542369	27,1707724421	248,847558072	3,0	26,0	 
land market	land market	land market|&|land markets	2	11,0154756347	47,1771609756	285,421336955	13,0	167,0	 
analysis system	system analysis	system analysis|&|analysis system	2	6,29455750551	30,1737989645	324,033235765	3,0	20,0	 
ecosystem service	ecosystem services	ecosystem services|&|ecosystem service	2	7,86819688189	33,6979721255	327,621704463	5,0	32,0	 
planning system	planning system	planning system	2	6,29455750551	28,3629676161	238,267105122	5,0	44,0	 
land planning urban use	urban land use planning	urban land use planning	4	13,8999826553	56,2980017215	315,895968227	5,0	43,0	 
information land	land information	land information	2	6,29455750551	28,3629676161	803,205712802	6,0	39,0	 
method modeling	modeling methods	modeling methods|&|modeling method	2	14,1627543874	55,8909761804	961,427504924	7,0	14,0	 
land price	land price	land price|&|land prices	2	25,1782300221	95,9996513131	309,811157399	8,0	65,0	 
dynamics landscape urban	urban landscape dynamics	urban landscape dynamics	3	5,95713542369	29,5861830007	764,309131938	2,0	5,0	 
land urban	urban land	urban land	2	34,6200662803	112,625584886	397,815125914	14,0	98,0	 
land planning sustainable use	sustainable land use planning	sustainable land use planning	4	7,94284723159	33,9426818368	328,371221569	4,0	39,0	 
land sustainable use	sustainable land use	sustainable land use	3	5,95713542369	29,5861830007	356,267804121	2,0	18,0	 
design network problem	network design problem	network design problem	3	11,9142708474	54,3415448843	1608,33704045	3,0	11,0	 
demand land	demand for land	demand for land|&|land demand	3	6,29455750551	30,1737989645	255,503147442	3,0	25,0	 
land market urban	urban land market	urban land market|&|urban land markets|&|land markets and urban	3	17,8714062711	61,8785707812	437,626175799	9,0	68,0	 
model programming	programming model	programming model	2	7,86819688189	37,7172487056	380,561571906	4,0	22,0	 
dynamics model system	system dynamics model	system dynamics model|&|system dynamics models	3	13,8999826553	59,3996932144	391,144687579	4,0	35,0	 
logit model	logit model	logit model	2	7,86819688189	40,9075280049	301,839354872	2,0	13,0	 
modeling urban year	years of urban modeling	years of urban modeling	4	5,95713542369	29,5861830007	598,372456918	2,0	5,0	 
land-use suitability	land-use suitability	land-use suitability	2	6,29455750551	32,7260224039	265,699908703	2,0	15,0	 
urban use	urban uses	urban uses|&|urban use	2	7,86819688189	35,4537095201	354,48674508	4,0	21,0	 
dynamics growth urban	urban growth dynamics	urban growth dynamics|&|dynamics of urban growth	3	5,95713542369	27,1707724421	294,247162356	3,0	25,0	 
development land urban	urban land development	urban land development|&|urban development land	3	9,92855903949	45,2846207369	270,861589546	3,0	38,0	 
agricultural land	agricultural land	agricultural land	2	7,86819688189	37,7172487056	282,183738493	3,0	21,0	 
housing market	housing markets	housing markets	2	6,29455750551	32,7260224039	318,158944014	2,0	7,0	 
land planning system use	land use planning system	land use planning system	4	5,95713542369	29,5861830007	335,881076009	2,0	13,0	 
effect growth side sprawl such	side effects of growth such as sprawl	side effects of growth such as sprawl	7	5,95713542369	27,1707724421	744,941473999	3,0	41,0	 
decision maker	decision makers	decision makers	2	7,86819688189	33,6979721255	258,460130964	5,0	33,0	 
expansion urban	urban expansion	urban expansion	2	15,7363937638	62,1010846449	311,178350111	8,0	66,0	 
land-use urban	urban land-use	urban land-use|&|land-use and urban	2	11,0154756347	47,1771609756	483,129071748	5,0	21,0	 
geographical information system	geographical information system	geographical information system	3	5,95713542369	29,5861830007	335,667907682	2,0	20,0	 
government local	local government	local government	2	6,29455750551	28,3629676161	282,787694365	4,0	36,0	 
pattern use	use patterns	use patterns|&|use pattern	2	6,29455750551	37,0890771917	265,100911038	9,0	90,0	 
rule value	rule values	rule values	2	6,29455750551	32,7260224039	276,083459854	2,0	20,0	 
land market outcome	land market outcomes	land market outcomes	3	7,94284723159	39,448244001	266,916497063	2,0	22,0	 
framework model	model frameworks	model frameworks|&|model framework|&|framework model	2	7,86819688189	33,6979721255	260,851839174	5,0	62,0	 
modeling process	modeling process	modeling process|&|process modeling	2	7,86819688189	35,4537095201	329,168127378	4,0	9,0	 
planning urban	urban planning	urban planning	2	28,3255087748	92,1482058156	248,131533234	14,0	90,0	 
land value	land values	land values|&|land value	2	14,1627543874	63,8166771362	715,859440025	4,0	15,0	 
model network	network model	network model	2	6,29455750551	28,3629676161	526,021648986	4,0	21,0	 
land-use planning	land-use planning	land-use planning	2	14,1627543874	60,6563498258	316,928302468	6,0	35,0	 
administration land	land administration	land administration	2	7,86819688189	40,9075280049	399,629924206	2,0	10,0	 
model planning	planning models	planning models	2	6,29455750551	28,3629676161	650,139779669	4,0	50,0	 
model urban	urban models	urban models|&|urban model	2	7,86819688189	33,6979721255	644,967169398	5,0	16,0	 
automata cellular	cellular automata	cellular automata|&|Cellular automata	2	29,8991481512	93,2750756922	269,314925424	18,0	177,0	 
analysis policy	policy analysis	policy analysis	2	6,29455750551	32,7260224039	1330,1081712	2,0	5,0	 
modeling system	modeling system	modeling system|&|system modeling|&|modeling systems|&|systems modeling	2	22,0309512693	81,4048225801	265,270506293	9,0	33,0	 
intensity land use	land use intensity	land use intensity	3	11,9142708474	59,1723660015	318,089555105	2,0	13,0	 
allocation land	land allocation	land allocation	2	6,29455750551	30,1737989645	262,592265689	3,0	16,0	 
development sustainable	sustainable development	sustainable development	2	17,3100331402	65,9997602778	317,716807197	9,0	59,0	 
land management	land management	land management	2	11,0154756347	49,6351933282	242,567137725	6,0	41,0	 
land resource	land resources	land resources|&|land resource|&|land as a resource|&|resource land	2	17,3100331402	65,9997602778	282,907638343	8,0	87,0	 
boundary growth urban	urban growth boundaries	urban growth boundaries	3	7,94284723159	39,448244001	782,456753845	2,0	6,0	 
development land	land development	land development|&|development land	2	23,6045906457	84,7324609221	283,551977488	13,0	108,0	 
network transportation	transportation network	transportation network|&|transportation networks	2	25,1782300221	90,3812916502	408,155962182	10,0	67,0	 
network road	road network	road network|&|Road network	2	15,7363937638	70,9074190403	660,161346696	4,0	24,0	 
information system	information system	information system|&|information systems	2	20,4573118929	73,4347994658	385,577936495	33,0	287,0	 
3D model	3D models	3D models|&|3D model	2	9,44183625827	40,4375665506	1635,37572109	5,0	9,0	 
area urban	urban areas	urban areas|&|urban area	2	42,4882631622	120,994800507	321,481534124	21,0	148,0	 
model system	model system	model system|&|system model	2	7,86819688189	33,6979721255	608,668370383	5,0	55,0	 
land structure	land structure	land structure	2	7,86819688189	37,7172487056	1194,61106596	3,0	18,0	 
modeling urban	urban modeling	urban modeling|&|Urban modeling	2	18,8836725165	65,9861625147	537,260422654	13,0	56,0	 
land right use	land use rights	land use rights	3	9,92855903949	49,3103050012	396,13360284	2,0	14,0	 
cover land	land cover	land cover	2	12,589115011	51,6214883533	282,322069892	8,0	75,0	 
image satellite	satellite images	satellite images	2	6,29455750551	30,1737989645	424,852365737	3,0	23,0	 
modeling network	network modeling	network modeling	2	7,86819688189	37,7172487056	1082,40676951	3,0	5,0	 
growth model urban	urban growth model	urban growth model	3	13,8999826553	53,7637352443	293,166536578	6,0	77,0	 
geographic information system	geographic information system	geographic information system|&|geographic information systems	3	37,7285243501	108,924898165	328,641003511	16,0	118,0	 
automata cellular model	cellular automata model	cellular automata model	3	25,8142535027	84,1999935919	287,977425957	11,0	97,0	 
