stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
land use	land use	land use|&|land uses	2	7,86819688189	26,809611736	119,747142862	6,0	41,0	 
geography human	human geography	human geography	2	6,29455750551	21,4476893888	185,008507035	4,0	16,0	 
community participation	community participation	community participation	2	6,29455750551	25,8107441766	92,1516567395	2,0	11,0	 
housing job	jobs and housing	jobs and housing	3	4,72091812914	22,6303492233	249,703754579	1,0	3,0	 
policy transportation	transportation policies	transportation policies	2	6,29455750551	23,2585207372	80,6977715318	3,0	30,0	 
economy political urban	urban political economy	urban political economy	3	3,9714236158	15,3610672127	105,138580331	2,0	3,0	 
discrimination history long overt	long history of overt discrimination	long history of overt discrimination	5	3,9714236158	18,1138482948	86,5617517264	1,0	17,0	 
geography urban	urban geography	urban geography|&|Urban geography|&|urban geographies	2	75,5346900662	105,177197496	187,830159933	32,0	102,0	 
accessibility analysis plan transportation urban	accessibility analysis in urban transportation planning	accessibility analysis in urban transportation planning	6	3,9714236158	18,1138482948	100,646075691	1,0	9,0	 
geography intrametropolitan	intrametropolitan geography	intrametropolitan geography	2	4,72091812914	22,6303492233	426,857234432	1,0	5,0	 
distribution spatial	spatial distributions	spatial distributions|&|spatial distribution	2	4,72091812914	17,4438905529	109,572983742	3,0	12,0	 
air pollution	air pollution	air pollution	2	6,29455750551	23,2585207372	248,971682615	3,0	12,0	 
transportation urban	urban transportation	urban transportation	2	9,44183625827	32,1715340832	111,345173497	4,0	25,0	 
progress report	progress report	progress report	2	6,29455750551	25,8107441766	204,438693259	2,0	11,0	 
distance flow population	distances and population flows	distances and population flows	4	3,9714236158	15,3610672127	96,5487502693	2,0	28,0	 
