"Spatial microsimulation models";"2804920221519486375";"2007"
"Urban geosimulation";"5332568520899663060";"2012"
" Integration of agent-based and cellular automata models for simulating urban sprawl";"12340198797557898426";"2004"
" A modular modelling framework for hypotheses testing in the simulation of urbanisation";"15591873270705667361";"2015"
" Self-organization and the city";"10912890065512100472";"2012"
"Measuring one century of railway accessibility and population change in France. A historical GIS approach";"7622033396544392224";"2016"
"A multi-agent model and Tabu search optimization to manage agricultural territories";"2559078223841496926";"2006"
"Design patterns for environments in multi-agent simulations";"15645728453016385911";"2015"
"L'invention permanente: la hiérarchie urbaine";"2098787662434843164";"2004"
"Diversité et complémentarité des modèles multi-agents en sciences sociales";"13163065499560197210";"2014"
"De la deuxième à la troisième dimension";"17726950342578481183";"2005"
"Modélisation de la dynamique des systèmes de peuplement: de SimpopLocal à SimpopNet.";"4314943395653192320";"2014"
"Evolving optimal spatial allocation policies for complex and uncertain environments";"12107359919532189525";"2013"
"Intelligence artificielle et agents collectifs: le modèle EUROSIM";"5044199515963876809";"2005"
"Les entreprises multinationales: un processus urbain dans un environnement international et transnational";"11026099004762293427";"2007"
"Les transformations socio-morphologiques de la ville dans les processus de métropolisation: l'exemple d'Alep depuis sa fondation jusqu'en 2011";"13622567710962053936";"2016"
"Comparer les morphogénèses urbaines en Europe et aux États-Unis par la simulation à base d'agents--Approches multi-niveaux et environnements de simulation …";"9226287062305668505";"2010"
"Villes et systèmes de villes dans l'économie";"14765726098773142739";"2006"
"Cellular models of urban systems";"8245134539852632481";"2001"
" Modelling deforestation in dzalanyama forest reserve, Lilongwe, Malawi: using multi-agent simulation approach";"8554253378401626792";"2013"
"A GIS-based irregular cellular automata model of land-use change";"1024549880156202307";"2007"
"Reinterpreting central place networks using ideas from fractals and self-organized criticality";"17871849246124099054";"2006"
"Simulating the Past for Understanding the Present. A Critical Review";"2149957589205424980";"2016"
" Methods for multilevel analysis and visualisation of geographical networks";"12605562452359447371";"2013"
" Systèmes de villes et pouvoir. L'analyse de Giovanni Botero à l'époque de la Renaissance";"4411344416836875732";"2002"
"Urban settlement transitions";"17081766079438925720";"2002"
" Les villes comme agents: simulation des futurs possibles du système urbain européen";"1375841644747219363";"2010"
" Les temps de transport pour délimiter des aires urbaines fonctionnelles?. Une investigation critique à partir de trois métropoles européennes";"9274292254081131003";"2016"
"Dynamique des entités géographiques et lois d'échelle dans les systèmes complexes: la question de l'ergodicité";"12980666601206576201";"2010"
"Cognitive map plasticity and imitation strategies to improve individual and social behaviors of autonomous agents";"5050641635663938735";"2010"
" The effectiveness of the Williamson act: A spatial analysis";"16970436236812572240";"2007"
"Agriculture, climate and future land use patterns: potential for a simulation-based exploration";"11964379820281788256";"2006"
" AlpCity Project";"11169757408901713436";""
" Urban growth prediction: a review of computational models and human perceptions";"14812892332104096387";"2012"
" Individuals' cultural code and residential self-organization in the city space";"17203869444718539747";"1997"
"Regards scientifiques croisés sur la hiérarchie des systèmes de peuplement: de l'empirie aux systèmes complexes";"4027581564625748441";"2012"
" L'envers de la «ville aymara». Migration rurale, mobilité intra-urbaine et mobilisations politiques à El Alto (Bolivie)";"15976526826003904063";"2011"
" Choix de localisation des entreprises et périurbanisation des emplois";"17446042328543032793";"2004"
" Effects of heterogeneity in residential preferences on an agent-based model of urban sprawl";"12509024152498287097";"2006"
"Self-organization and the city";"4791510631210151241";"2009"
"环境剧变, 文化断裂与伊克化";"11887374626878738598";"2014"
" Comment maîtriser la demande en mobilité et limiter la dépendance automobile par lʼaménagement du territoire?";"4935764503636330413";"2006"
"Accroche-toi au niveau, j'enlève l'échelle. Éléments d'analyse des aspects multiniveaux dans la simulation à base d'agents";"12909999234134176484";"2010"
" Résilience urbaine et réseaux techniques: une approche par l'analyse spatiale pour une évaluation possible de la résilience urbaine";"8410275552016427878";"2010"
"Simulated village locations in Thailand: A multi-scale model including a neural network approach";"2118919361072996355";"2009"
"Multi-agent systems for the simulation of land-use and land-cover change: a review";"14559759739366955015";"2003"
" Evolutionary Algorithms under Noise and Uncertainty: a location-allocation case study";"11264892410637089504";"2016"
" Discovering artificial economics";"17699560774816470288";"2000"
"Pour une théorie évolutive des villes";"14847187873972448317";"1997"
"Geocomputation using cellular automata";"17164326613999919943";"2000"
" Agent-based Social Simulation of Government Incentives for Diversifying Rubber in Yunnan, China."";"4055331613039900402";""
"Accessibility, Network Structure, and Consumers' Destination Choice: A GIS Analysis of GPS Travel Data and the CLUSTER Simulation Module for Retail Location …";"2023553953799981485";"2012"
"Systèmes multi-agents pour la simulation en géographie: vers une Géographie Artificielle";"13838801581266143766";"2005"
"The Capture and Diffusion of Knowledge Spillovers: The Influence of the Position of Cities in a Network";"3218723328968583454";"2013"
" Addis-Abeba au risque de la modernisation";"12069024676936803264";"2004"
"Springer Complexity";"3143204457106450968";""
"Le modele des ceintures limitrophes (fringe belts): une application aux villes françaises";"4143859296596407222";"2005"
" Panel Report";"11463541320430374845";"2005"
" Spatial Changes of Chinese Cities Under the Condition of Exo-Urbanization";"7443465740846356538";""
"Megacities: The Asian Era";"11604107718650008764";"2015"
"Le rôle de la gestion de l'information dans la construction des savoirs de la force de vente";"1207814898361094486";"2001"
" Des données géographiques à la simulation à base d'agents: application de la plate-forme GAMA";"10013142177137674789";"2014"
"Analogies between urban hierarchies and river networks: Fractals, symmetry, and self-organized criticality";"4427328341773253207";"2009"
" Adresse professionnelle: DREAL Limousin, 22 rue des pénitents blancs, CS53218, 87032 Limoges sara. reux@ developpement-durable. gouv. fr";"4057230987197540295";""
" XXVII è CONGRES INTERNATIONAL DE LA POPULATION ORGANISE PAR L'UNION INTERNATIONALE POUR L'ETUDE SCIENTIFIQUE DE LA …";"16533101651997818917";""
"The dynamic geometry of geographical vector agents";"7561521258432158030";"2007"
" LAUDE: Learning automata for urban development exploration. The case study of Rome urban system";"3055830033881753543";"1998"
"Ce que la résilience n'est pas, ce qu'on veut lui faire dire";"12927029597879704621";"2011"
"Cities as complex systems: scaling, interaction, networks, dynamics and urban morphologies";"14617509989626150140";"2009"
"Models in geography revisited";"18363089109623062456";"2008"
" Métropoles en réseau: un enjeu pour la compétitivité";"10207332994474079834";"2010"
"Geographic Simulation through Geographic Automata Systems";"12524874789450314889";"2004"
" Répartition de la croissance dans le système des villes françaises";"12175802600193978805";"2002"
" La résurgence/convergence du triptyque «catastrophe-résilience-adaptation» pour (re) penser la «fabrique urbaine» face aux risques climatiques";"9884678962221980908";"2014"
" Réseaux de villes et détermination des pressions urbaines";"5055459817108974341";"2014"
"城市规划实施的时空动态评价";"14183173204397534895";"2011"
"Diseño e implementación de una plataforma de creación de mercados virtuales basados en sistemas multiagente";"11572322162305944554";"2015"
"From biological to urban cells: lessons from three multilevel agent-based models";"11987270244257239009";"2010"
"Multi-agent systems for the simulation of land-use and land-cover change: A review";"13022105959665348519";"2002"
"Urban research and complexity";"17899072448228391724";"1998"
" Mediterranean land cover change: modelling and monitoring natural vegetation using GIS and remote sensing";"11202195649679875173";"2005"
" Influencia del programa Oportunidades en el comercio de La Concordia, Ayutla de los Libres, Guerrero";"6471699738201246125";"2016"
"Anaphore nominale et référence mentionnelle: le premier, le second, l'un et l'autre";"4294061720101092172";"2001"
"Evolutions des organisations urbaines et mobilités quotidiennes: espace de référence et analyse des processus";"16055843995282132757";"2001"
" Logiques et contradictions du trafic transalpin dans le contexte politique et social européen";"2417124781310368627";"2007"
"Multi‐Agent Systems for Simulation in Geography: Moving Towards an Artificial Geography";"18429214877041881314";"2008"
" 中国城市化水平的自回归与功率谱分析";"4869880767586845250";"2007"
" Self organizing maps for urban modelling";"11058764137182940551";"2007"
" Modelling emergence processes in human and social sciences";"6956726108940457096";""
"A cellular automata model for urban land-use simulation";"487139779145174998";"2005"
"Spatial fluctuations as signatures of self-organization: a complex systems approach to landscape dynamics in Rondônia, Brazil";"4810527467325424349";"2005"
"La modélisation du temps dans la simulation à base d'agents";"2518667170302170096";"2015"
"道路交通系统对区域工业布局的影响";"593502792974234501";"2009"
" Las pequeñas ciudades en la urbanización generalizada y ante la crisis global";"3995834660282477090";"2009"
"Analyse de l'évolution urbaine par automate cellulaire. Le modèle SpaCelle";"12283525372113647059";"2003"
"Land-use-change modeling using unbalanced support-vector machines";"13845784208989287461";"2009"
"Modeling agglomeration forces in urban dynamics: a multi-agent system approach";"14773486525923190172";"2003"
" Learning cellular automata: modelling urban modelling";"5987279230863262066";"1998"
"Geographic automata systems";"3351927862062134563";"2005"
"Growing urban roads";"14453240187264230059";"2003"
"Complex landscapes of spatial interaction";"14899094039359228098";"2001"
" Agent-Based Models";"13442546771876696591";""
"Les modèles agent en géographie urbaine";"1254709949358476025";"2006"
"" L'homo geographicus": de l'emprunt à l'empreinte";"16435177825294392316";"1999"
" Europäische Integration und räumliche Differenzierung";"8112195521019715379";"2006"
"Settlement systems in the evolution";"4724119464052133596";"2000"
"Agent-based models–because they're worth it?";"2223364545937502752";"2012"
" 中国人口转变, 城市化和产业结构演变的对应关系研究";"16496401130981339249";"2010"
"Multi-agent systems for simulating spatial decision behaviors and land-use dynamics";"1889911859184626540";"2006"
"Accelerating agent-based computation of complex urban systems";"8964248395038901798";"2012"
" Growing models from the bottom up. An evaluation-based incremental modelling method (EBIMM) applied to the simulation of systems of cities";"15445287396704063108";"2015"
" KENTSEL SİSTEM ARAŞTIRMALARINDA MERKEZİ YERLER KURAMINDAN ŞEHİRSEL AĞ SİSTEMİNE GEÇİŞ";"13788124502432263626";"2012"
" Logics and contradictions of transalpine transport within the context of political and social relations in Europe";"10115704085435809974";"2007"
"Alternative explanations of hierarchical differentiation in urban systems";"5665898058354109834";"2006"
"Le Modèle CollaGen: collaboration de processus automatiques pour la généralisation cartographique de paysages hétérogènes";"16243874380659607677";"2011"
" Changement gestionnaire et recompositions urbaines post-apartheid";"5096623273662801568";"2003"
"DEVELOPMENT OF SUSTAINABLE METROPOLITAN AREAS USING A MULTI-SCALE DECISION SUPPORT SYSTEM";"7183223153297170479";"2012"
"Schelling's Bounded Neighbourhood Model: A systematic investigation";"11910505055777775438";"2014"
"Agent‐based Models and the Spatial Sciences";"2385798242732259920";"2010"
"Agent-based land-use models: a review of applications";"652063192790900003";"2007"
" How land-use-transportation models work";"3308205382925568887";"2000"
"Etalement urbain et évaluation de son impact sur la biodiversité, de la reconstitution des trajectoires à la modélisation prospective. Application à une agglomération …";"13475836483669859920";"2009"
" Tourisme et mondialisation: problèmes conceptuels et méthodologiques";"7206329956626198703";"2011"
"港城关系的演进规律及发展阶段判定——基于沿海八大港口城市的面板数据";"14104884977282741815";"2014"
"Villes et réseaux «petits-mondes";"7312784732992542875";"2007"
"Agent-based simulation in geospatial analysis";"13070453439714608548";"2012"
" Modélographie multi-agents de la simulation des interactions sociétés-environnement et de l'émergence des villes";"6300820884612989982";"2013"
" Journal of Alpine Research| Revue de géographie alpine";"16288962691464539245";"2007"
"Can modelling enable us to understand the role of humans in landscape evolution?";"480879001045677395";"2008"
"An agent-based model for optimal land allocation (AgentLA) with a contiguity constraint";"13855583279885883766";"2010"
"Structures spatiales et mises en réseaux de villes pour la régionalisation des territoires";"15777658632163739499";"2004"
"Géohistoire du lien réseau/territoire en France entre 1830 et 1930: une approche géographiquement pondérée";"2245605734734348778";"2015"
" Modélisation d'une activité agricole à fort impact environnemental en zone côtière";"17271165730743355430";"2006"
" Análise espacial da forma urbana em sistemas de informação geográfica";"15019213517107493532";"2012"
" Vad ska man ha ett land till?: Matchning av bosättning, arbete och produktion för tillväxt";"6467632711987783967";"2013"
" Rahim Aguejdad";"7400034936415507635";"2011"
" Analysis of urban growth and sprawl from remote sensing data";"5774506474328398085";"2010"
"Space in agent-based models";"2091609839411774446";"2012"
" Time and space scales for measuring urban growth";"10419638455288387263";"2002"
" Modèles d'auto-organisation pour l'émergence de formes urbaines à partir de comportements individuels à Bogota";"10256830324035041708";"2008"
"Introduction. Urban networks and network theory: The city as the connector of multiple networks";"506550792123805934";"2010"
"La recherche d'informations sur internet par des lycéens";"16516466693865575385";"2001"
" Mots-clés";"1172944011137750967";""
"Methodology for multi-scale land-use change modelling: Concepts and challenges";"2900095144666233773";"2003"
" Agent-based modeling of climate change adaptation in agriculture: a case study in the Central Swabian Jura";"13281169526841705972";"2015"
" Amélioration du processus de géosimulation des phénomènes urbains complexes par l'adaptation d'une tessellation Voronoï";"1208980211091073431";"2010"
" Dynamic shortest path search and connectivity maintenance in multi-agent systems";"8182655395122163155";"2008"
" Modélisation des activités aquacoles en zone côtière";"7411173924600007314";"2006"
"Systèmes de villes et niveaux d'organisation";"13829101603307372136";"2006"
"Ontogeny and Ontology in complex systems modeling";"15999804065271123212";"2008"
"Cognition and decision in multi-agent modeling of spatial entities at different geographical scales";"10320757074828977492";"2006"
"Comparer deux types de systèmes de villes par la modélisation multi-agents";"15858966100048312561";"2010"
"A Multi-agent model to simulate regional land use change with an application to the Poyang Lake Area of China";"8912594838373528844";"2012"
"Modeling fractal structure of systems of cities using spatial correlation function";"12266891651053909336";"2016"
"Why retailers cluster: an agent model of location choice on supply chains";"14351467092924630850";"2011"
" 基于多智能体的就业与居住空间演化多情景模拟——快速工业化区域研究";"11176856119301201153";"2013"
" Reconnaître les frontières interdisciplinaires pour mieux les transgresser: temporalités et systèmes de villes";"13499763851107547613";""
"Multi-Agent Systems for Urban Planning";"7793160565533369217";"2014"
" DISEÑO DE UN MODELO BASADO EN AGENTES PARA SIMULAR EL CRECIMIENTO URBANO EN EL CORREDOR DEL HENARES (COMUNIDAD DE …";"2459877555559715976";""
"Simulating sprawl";"14850041511135646881";"2006"
"Fractals and geography";"1574180235134185210";"2010"
" Geographical vector agent based simulation for agricultural land use modelling";"16056935760262317340";"2011"
"MetaZipf.(Re) producing knowledge about city size distributions";"4666332923344777654";"2016"
" What resilience is not: uses and abuses";"8223507533296043839";"2012"
"基于分形理论的区域经济差异分析——以河南省为例";"9323787750750077434";"2014"
"Frontline soldiers of globalisation: Port–city evolution and regional competition";"7674974196949636205";"2006"
" Quelle ville voulons-nous?";"13649788056244402998";"2007"
" GeoDynamics";"5282356032716837640";"2004"
" Modélisation de la diffusion d'innovations par la simulation multi-agents. L'exemple d'une innovation en milieu rural";"5466349637549980702";"2002"
" La résilience de la ville de Dublin aux inondations: de la théorie à la pratique";"3166843236192195663";"2013"
"La plénitude du négatif remarque de méthode sur le traitement du complément";"14666672746045814897";"2001"
"Multiscale optimization for the management of runoff risks in agricultural watersheds";"3860920321934236702";"2007"
" Sémantiques de la métropolisation";"13954859385634984058";"2000"
" Stadt-und industrieentwicklung in europäischen gebirgsräumen";"2749748954912214117";"2006"
"Land use change modelling: current practice and research priorities";"17135166400595510654";"2004"
"Simulating urban networks through multiscalar space-time dynamics: Europe and the united states, 17th-20th centuries";"11356527571462192375";"2010"
" Complexity theories of cities have come of age: an overview with implications to urban planning and design";"17863186171201191667";"2012"
"Les environnements: en avoir ou pas? Formalisation du concept et patterns d'implémentation";"13676114150658129158";"2014"
" Spatio-temporal Approaches: Geographic Objects and Change Process";"15147439650250554802";"2014"
"Learning Urban Cellular Automata In A Real World";"773437823483910875";"1998"
"La géographie saurait-elle inventer le futur?";"6173379672218215704";"1998"
"Les formes des villes européennes vues du ciel. Une contribution de l'image CORINE Land cover à la comparaison morphologique des grandes villes d'Europe …";"11395979757373931660";"2003"
"Simulation as narrative: Contingency, dialogics, and the modeling conundrum";"8331151994302487619";"2014"
"Grass-based dairy in Vermont: Benefits, barriers, and effective public policies";"11782483807596112611";"2015"
" Long-term dynamics of European towns and cities: towards a spatial model of urban growth";"8062352965310603796";"2000"
"Acentralité spatiale: de la centralité théorique au projet territorial";"9526239179785804922";"2008"
" Tourisme et mondialisation";"13353360774124766918";"2011"
"Knowledge-based simulation of settlement systems";"10541504006882936249";"2001"
"The future of urban systems: exploratory models";"7060804975662397154";"2009"
" Wirtschaftliche Strukturtypen als Indikator für die Verstärkung der internationalen Netzwerkeinbindung der Alpenstädte";"6487447274384549470";"2001"
" 基于 GIS 的细胞自动机模型与人地关系的复杂性探讨";"2691481804799395901";"2002"
"Mobilités pour achats et centralités métropolitaines. Le cas de la métropole parisienne";"3454829407850341177";"2012"
"Trois concepts-clés pour les modèles morphodynamiques de la ville";"13958900870665395962";"1998"
"The future of India's urbanization";"10176450367707757695";"2014"
"Villes et réseaux de transport: des interactions dans la longue durée (France, Europe, Etats-Unis)";"2846463784312482547";"2009"
" A multilevel portrait of shrinking urban Russia";"3462630277707346572";"2016"
"Opening the black box of agglomeration economies for measuring cities' competitiveness through international firm networks";"11417210587724186497";"2010"
"La cuestión de las ciudades en la ordenación del territorio europeo";"9364844832470680964";"2003"
"Les villes et le paradigme de la complexité";"15946221945085005042";"2007"
" KOOPERATION UND INTEGRATION";"13723662716940147213";""
" Un cadre conceptuel pour modéliser les grandes transitions des systèmes de peuplements de 70 000 BP à aujourd'hui";"17813402493635280316";"2014"
" Une approche de la complexité en géographie";"13314120911902572352";"2003"
" La question de l'échelle dans la construction de bases de données urbaines harmonisées";"2908641227062831565";""
" The Structure and Dynamics of Cities";"15936516529705678468";"2016"
"Scaling laws, economic growth, education and crime: evidence from Brazil";"15041174927520018159";"2014"
"Intelligent Gis and retail location dynamics: A multi agent system integrated with ArcGis";"5732542917386344643";"2004"
"Trois décennies de modélisation des systèmes de villes: sources d'inspiration, concepts, formalisations";"11112151000177189874";"2013"
" La mesure de l'urbanisation aux États-Unis, des premiers comptoirs coloniaux aux Metropolitan Areas (1790-2000)";"4795716712207596441";"2008"
" From theory to modelling: urban systems as complex systems";"11560201488980627559";"2006"
"Mondialisation, investissements étrangers et évolution du système des villes sud-africaines";"158345169817140924";"2003"
"SIMPOP: a multiagent system for the study of urbanism";"1995652142541030470";""
" The saga of integrated land use-transport modeling: how many more dreams before we wake up?";"17733260940907186980";""
"Mind, the gap in landscape‐evolution modelling";"4253829945097209492";"2010"
"Texts in Computer Science";"6010903254063856735";""
"The organization of urban systems";"4462795313765709244";"2009"
"Montréal et la métropolisation: une géographie romanesque";"12721883858651787571";"2009"
" Du rôle des relations de voisinage dans l'organisation géographique: l'exemple du bassin industriel de Lacq";"7231654413376461510";"1999"
" Evolving Urbanisation Policies-Using a Statistical Model to Accelerate Optimisation over Agent-based Simulations.";"15410774846022376480";"2013"
"Polyspatial agents for multi‐Scale urban simulation and regional policy analysis";"4270554917962459477";"2012"
"Les réseaux techniques comme vecteur de propagation des risques en milieu urbain-Une contribution théorique et pratique à l'analyse de la résilience urbaine";"9849188275803721144";"2012"
" UNE DEMARCHE DE GESTION DU RISQUE D'INONDATION: LE PLAN COMMUNAL DE SAUVEGARDE VERS UNE RESILIENCE URBAINE? Etude de …";"6040591205369634946";""
"Modelling human decision-making";"18283353985821338905";"2003"
"High-resolution integrated modelling of the spatial dynamics of urban and regional systems";"12078638533869125411";"2000"
" 基于智能体模型的土地利用动态模拟研究进展";"10248356661101131992";"2008"
"ART‐P‐MAP Neural Networks Modeling of Land‐Use Change: Accounting for Spatial Heterogeneity and Uncertainty";"10147527693407885287";"2015"
" Urban evolution";"4334406262575579387";"2005"
"Desarrollo de un Modelo Basado en Agentes para la simulación del crecimiento urbano: Submodelo de asignación de nuevo suelo urbanizable";"409191265890857818";"2014"
" Industria y ciudades en la era de la mundialización (1980-1991): un enfoque socioespacial";"11569105111794071490";"1997"
"La complejidad de la ciudad intermedia andina en el Perú hacia un modelo ambiental";"7313261425494949970";"2002"
" The structuring effects of transport infrastructure";"15876443439074491379";""
" Space-time contraction and the dynamics of urban systems";"12441624726891572241";"1998"
"Fonction centrale et fonction administrative des villes petites et moyennes sud africaines";"11477626183514561642";"2002"
" Looking forward: remote sensing as dataware for human settlement simulation";"3599653525149805433";"2004"
" Accroche-toi au niveau, j'enlève l'échelle";"18071460491575520981";"2010"
"Les modèles urbains en économie et géographie. Approche comparée";"3317849701440808316";"2001"
"Les modèles d'auto-organisation et le changement urbain";"2866716732788339678";"1998"
"Complexity, emergence and cellular urban models: lessons learned from applying SLEUTH to two Portuguese metropolitan areas";"8442039958824552142";"2005"
"Multi-agent simulation of the von Thunen model formation mechanism";"11173827619909242590";"2008"
" Une théorie géographique pour la loi de Zipf";"1113870284652086309";"2012"
" Cities in Multi-scale and Multi-dimensional Processes of Globalization";"408471375779754030";""
"Surveying models in urban land studies";"12461509638138559389";"2012"
" La géographie structurale";"10585910883984846331";"2000"
"La complejidad de la ciudad intermedia andina en el";"17300329028939051616";""
" Papers in Evolutionary Economic Geography# 05.05";"12448710011476338130";""
"Questions géographiques, sources historiques.";"6646635640342911138";"2009"
"城市化的深层结构探讨";"2781709883893134872";"2015"
" Modélisation spatio-temporelle d'activités humaines à fort impact environnemental";"10685428001270625047";"2005"
"The food-water-land-ecosystems nexus in Europe: an integrated assessment";"18126636024288778505";"2016"
"基于共词分析的元胞自动机理论在土地研究领域中的可视化分析";"10548616925671095817";"2010"
"Multi-agent system modelling for urban systems: The series of SIMPOP models";"775158321545183872";"2012"
"Agents, cells, and cities: new representational models for simulating multiscale urban dynamics";"12423922208751770165";"2005"
"Agonistic pluralism and stakeholder engagement";"11202546672925352637";"2015"
"Spatio-temporal evaluation of urban planning implementation";"3164963380098541889";"2011"
"Peut-on estimer la singularité des villes (post-) soviétiques?";"4419747997664713543";"2017"
" UFR SCIENCES FONDAMENTALES ET APPLIQUEES";"16794384548887944955";"2011"
"A complex network approach to urban growth";"7469381680014020146";"2006"
"Objets géographiques et relativité d'échelle";"1596017813895456451";"2015"
" Dynamisme rural: l'effet des petites villes";"3427504915284756822";"2004"
"Multi-agent simulations of residential dynamics in the city";"15553149730525918886";"1998"
"City size distributions and metropolisation";"1286184359615703336";"1997"
"Defining urban and rural regions by multifractal spectrums of urbanization";"9652702252556993990";"2016"
"Теоријско-методолошке основе дефинисања критеријума и индикатора просторног развоја Србије";"7985183422467662038";"2013"
" 水—生态—经济系统中人文因素作用研究进展";"17206834639394819995";"2008"
"An analytical process of the spatio-temporal evolution of urban systems based on allometric and fractal ideas";"7872429105606633777";"2009"
" La ville et la croissance urbaine dans l'espace-temps";"11554079149889526173";"1999"
"Regards croisés sur la modélisation des dynamiques spatiales";"12464647046983041719";"2015"
"模拟区域土地利用变化的多主体模型及其在鄱阳湖区的应用 (英文)";"14489779251986754023";"2013"
"Vers une mise en observation des systèmes énergétiques territoriaux: une approche géographique pour territorialiser l'énergie";"17255720669630635133";"2014"
"Chapitre 5. Du lieu au territoire, de l'événement à l'histoire: modèles et échelles";"1088111135075598727";"2009"
"Theoretical principles in interurban simulation models: a comparison";"9275283361534313730";"2013"
"Agent-based modeling of householders' migration behavior and its consequences";"17805768340003123101";"2003"
"Systems of Cities and Levels of Organisation";"6964399774065396618";"2011"
"基于多智能体的土地利用模拟与规划模型";"11922186780196362958";"2006"
"Mappae Mundi: humans and their habitats in a long-term socio-ecological perspective; myths, maps and models";"2897555447481868864";"2002"
"A comparison between complexity and temporal GIS models for spatio-temporal urban applications";"15630785130865182768";"2007"
"Integration of Markov chain analysis and similarity-weighted instance-based machine learning algorithm (SimWeight) to simulate urban expansion";"11542573522814541676";"2017"
"Approches multiplexes des systèmes de villes dans les réseaux d'entreprises multinationales";"16034000642889289639";"2015"
"Les grands témoins: Denise Pumain et Patrice Langlois";"14005554148627588356";"2014"
