stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
assessment risk	risk assessment	risk assessment	2	6,29455750551	34,6679951104	174,570326709	1,0	9,0	 
harmonic power system	power system harmonic	power system harmonic|&|power system harmonics|&|harmonics of power system	3	5,95713542369	27,2948839193	352,507499685	4,0	16,0	 
current transformer	current transformers	current transformers	2	4,72091812914	22,7287052419	520,655715237	2,0	3,0	 
flow power	power flow	power flow	2	23,6045906457	87,7112328572	126,774138003	7,0	46,0	 
power stabilizer system	power system stabilizer	power system stabilizer|&|power system stabilizers	3	31,7713889264	101,528216922	280,38575041	9,0	59,0	 
information system	information system	information system|&|information systems|&|system information	2	6,29455750551	27,7527168831	452,536636576	5,0	16,0	 
international standard	international standards	international standards	2	4,72091812914	20,8145376623	234,063974548	3,0	12,0	 
network structure	network structure	network structure	2	7,86819688189	34,6908961038	156,301703852	3,0	14,0	 
management network	network management	network management	2	9,44183625827	41,6290753246	150,356522587	3,0	7,0	 
information medical network system	medical information system network	medical information system network	4	3,9714236158	20,9493703616	429,536441912	1,0	5,0	 
effector function	effector function	effector function	2	4,72091812914	26,0009963328	410,214784985	1,0	3,0	 
communication network	communication network	communication network|&|network communication	2	6,29455750551	30,3049403225	157,250229409	2,0	16,0	 
control system	control system	control system|&|control systems|&|system control	2	15,7363937638	61,3432390475	165,961940975	5,0	29,0	 
city system world	world city system	world city system	3	9,92855903949	38,6095204935	338,027493719	4,0	35,0	 
artificial network neural	artificial neural network	artificial neural network	3	13,8999826553	48,4173707209	176,890161152	6,0	27,0	 
electric power system	electric power system	electric power system	3	7,94284723159	30,8876163948	137,1802268	4,0	25,0	 
area power system	area power system	area power system	3	5,95713542369	27,2948839193	237,221013851	2,0	10,0	 
assessment stability	stability assessment	stability assessment	2	7,86819688189	34,6908961038	129,608641735	3,0	14,0	 
mobile phone	mobile phones	mobile phones	2	6,29455750551	30,3049403225	504,268961876	2,0	11,0	 
communication service	communication services	communication services	2	6,29455750551	30,3049403225	144,105670192	2,0	12,0	 
operation power system	power system operation	power system operation|&|power system operations|&|operation power system|&|operation of this power system	3	31,7713889264	97,7860862877	139,094860135	9,0	73,0	 
environment network system	system network environment	system network environment	3	5,95713542369	27,2948839193	203,722797563	2,0	8,0	 
decision management risk	risk management decisions	risk management decisions	3	5,95713542369	24,8794733607	2501,05003568	3,0	5,0	 
assessment health	health assessment	health assessment	2	4,72091812914	20,8145376623	2501,05003568	3,0	5,0	 
analysis power system	power system analysis	power system analysis	3	15,8856944632	58,230442512	194,473730736	5,0	30,0	 
structure system	structure system	structure system|&|system structure	2	7,86819688189	34,6908961038	162,245142103	3,0	16,0	 
dynamic stability	dynamic stability	dynamic stability	2	4,72091812914	20,8145376623	135,928702758	3,0	20,0	 
power wind	wind power	wind power	2	11,0154756347	53,0336455644	125,95507358	2,0	16,0	 
city system virtual	virtual city system	virtual city system	3	7,94284723159	36,393178559	272,840302175	2,0	9,0	 
network observability	network observability	network observability	2	6,29455750551	30,3049403225	140,629594718	2,0	13,0	 
power simulator system	power system simulator	power system simulator|&|power system simulators	3	9,92855903949	45,4914731988	155,872033638	2,0	10,0	 
system transmission	transmission system	transmission system	2	4,72091812914	20,8145376623	204,794386434	3,0	16,0	 
operation system	system operation	system operation|&|system operations	2	4,72091812914	20,8145376623	136,660635387	12,0	93,0	 
configuration system	system configuration	system configuration	2	4,72091812914	22,7287052419	165,864352536	2,0	15,0	 
network plan	network planning	network planning	2	7,86819688189	34,6908961038	233,165177547	4,0	17,0	 
management system	management system	management system	2	15,7363937638	61,3432390475	141,46352975	5,0	27,0	 
power simulation system	power system simulation	power system simulation	3	7,94284723159	33,1726311476	246,123490679	3,0	17,0	 
fault power system	power system fault	power system fault	3	5,95713542369	27,2948839193	128,448529674	2,0	8,0	 
model network	network model	network model|&|network models|&|model network	2	12,589115011	44,8387035531	178,387607085	7,0	43,0	 
network power system	power system network	power system network|&|system network power	3	63,5427778527	151,527675262	164,617815657	20,0	105,0	 
dynamic performance	dynamic performance	dynamic performance	2	6,29455750551	25,9418855347	140,919125258	4,0	27,0	 
information network system	information system network	information system network|&|Information system network	3	5,95713542369	27,2948839193	442,583633002	3,0	9,0	 
line transmission	transmission line	transmission line|&|transmission lines	2	9,44183625827	35,0844931429	221,501219426	6,0	38,0	 
configuration network	network configuration	network configuration	2	4,72091812914	22,7287052419	190,344145744	2,0	6,0	 
design-space exploration network	network design-space exploration	network design-space exploration	3	5,95713542369	31,4240555424	421,828057037	1,0	2,0	 
control voltage	voltage control	voltage control	2	6,29455750551	30,3049403225	182,108092103	2,0	8,0	 
performance system	system performance	system performance	2	4,72091812914	22,7287052419	193,563763758	2,0	18,0	 
optimization problem	optimization problem	optimization problem	2	4,72091812914	20,8145376623	119,065632216	3,0	20,0	 
control emergency	emergency control	emergency control	2	4,72091812914	22,7287052419	137,550431489	2,0	3,0	 
error topology	topology error	topology error	2	4,72091812914	26,0009963328	214,833669539	1,0	5,0	 
analysis harmonic power system	power system harmonic analysis	power system harmonic analysis|&|harmonic analysis in the power system	4	7,94284723159	33,1726311476	364,159825866	3,0	15,0	 
network plan power system	power system network planning	power system network planning	4	5,95713542369	27,2948839193	165,390486045	2,0	9,0	 
performance well	better performance	better performance|&|better performances	2	4,72091812914	20,8145376623	154,610100331	3,0	25,0	 
model system	model system	model system|&|system model|&|system models	2	9,44183625827	35,0844931429	117,875566304	6,0	35,0	 
datum model	data model	data model|&|model data	2	6,29455750551	30,3049403225	231,453869846	2,0	5,0	 
information theory	information theory	information theory	2	9,44183625827	45,4574104838	169,200227433	2,0	8,0	 
city structure system world	structure of the world city system	structure of the world city system	6	9,92855903949	41,4657889345	310,326997897	3,0	29,0	 
forecasting load	load forecasting	load forecasting	2	4,72091812914	20,8145376623	381,984069693	3,0	16,0	 
cascading failure	cascading failure	cascading failure|&|cascading failures	2	7,86819688189	37,8811754032	219,799069086	2,0	10,0	 
