stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
real world	real world	real world	2	4,72091812914	21,5975672927	434,65444091	3,0	15,0	 
power quality	power quality	power quality	2	11,0154756347	42,7589778044	264,15392059	6,0	35,0	 
system world	world system	world system|&|system world	2	7,86819688189	35,9959454879	227,03122149	4,0	41,0	 
protection relay	relay protection	relay protection	2	4,72091812914	23,5117348723	192,174794559	2,0	7,0	 
inverse network neural system	neural network inverse system	neural network inverse system	4	5,95713542369	32,4121289259	188,961663999	1,0	9,0	 
area network	area network	area network	2	17,3100331402	86,2096945319	274,690973813	2,0	9,0	 
estimation power state system	power system state estimation	power system state estimation	4	5,95713542369	28,2829573028	304,622626292	2,0	14,0	 
algorithm genetic	genetic algorithm	genetic algorithm|&|algorithm and the genetic	2	7,86819688189	31,9766689078	168,659274885	5,0	40,0	 
expert system	expert system	expert system	2	4,72091812914	21,5975672927	175,698161075	3,0	14,0	 
area such	areas such	areas such|&|such areas	2	4,72091812914	21,5975672927	261,264140694	3,0	17,0	 
estimation state	state estimation	state estimation	2	7,86819688189	39,1862247872	223,569363391	3,0	19,0	 
flow power program	power flow program	power flow program	3	9,92855903949	47,1382621713	175,413076898	2,0	15,0	 
power stability system transient	power system transient stability	power system transient stability	4	5,95713542369	28,2829573028	215,697347462	4,0	28,0	 
power software system	power system software	power system software	3	5,95713542369	25,8675467442	248,435669736	3,0	18,0	 
satellite service	satellite service	satellite service	2	4,72091812914	26,7840259632	373,728481381	1,0	3,0	 
model new	new model	new model	2	4,72091812914	21,5975672927	163,071203107	3,0	12,0	 
state system	system state	system state	2	4,72091812914	21,5975672927	193,076448973	4,0	32,0	 
configuration network	network configuration	network configuration	2	4,72091812914	23,5117348723	360,668317772	2,0	5,0	 
relay system	relay systems	relay systems	2	4,72091812914	21,5975672927	337,380648284	3,0	11,0	 
operation point	operation point	operation point	2	4,72091812914	23,5117348723	170,512882957	2,0	13,0	 
stability study transient	transient stability studies	transient stability studies	3	3,9714236158	18,8553048685	248,979891236	2,0	12,0	 
decision management risk	risk management decisions	risk management decisions	3	5,95713542369	25,8675467442	4175,44602087	3,0	5,0	 
city world	world city	world city	2	4,72091812914	23,5117348723	338,70404375	6,0	38,0	 
critical point	critical points	critical points	2	4,72091812914	21,5975672927	372,778152278	3,0	15,0	 
plant power	power plant	power plant|&|power plants	2	11,0154756347	47,2253688234	166,807866071	4,0	32,0	 
analysis contingency	contingency analysis	contingency analysis	2	4,72091812914	23,5117348723	165,910146115	2,0	22,0	 
optimization power	power optimization	power optimization	2	6,29455750551	31,3489798298	281,761171945	2,0	15,0	 
harmonic power system	power system harmonic	power system harmonic|&|power system harmonics|&|harmonics of power system	3	5,95713542369	28,2829573028	417,312179571	4,0	17,0	 
problem stability	stability problems	stability problems|&|stability problem	2	9,44183625827	38,3720026893	199,218239297	5,0	34,0	 
optimization power reactive	reactive power optimization	reactive power optimization	3	5,95713542369	28,2829573028	281,761171945	2,0	15,0	 
current transformer	current transformers	current transformers	2	4,72091812914	23,5117348723	226,052973162	2,0	3,0	 
power stabilizer system	power system stabilizer	power system stabilizer|&|power system stabilizers	3	31,7713889264	106,797941635	380,474918794	9,0	62,0	 
information system	information system	information system|&|information systems|&|system information	2	6,29455750551	28,7967563903	450,530859602	5,0	21,0	 
international standard	international standards	international standards	2	4,72091812914	21,5975672927	347,600648159	3,0	12,0	 
domain frequency	frequency domain	frequency domain	2	4,72091812914	21,5975672927	310,173173212	3,0	18,0	 
network structure	network structure	network structure	2	9,44183625827	40,4788875629	222,548302565	4,0	24,0	 
control system	control system	control system|&|control systems|&|system control	2	22,0309512693	82,1218694933	192,996717254	7,0	44,0	 
advantage disadvantage	advantages and disadvantages	advantages and disadvantages	3	4,72091812914	21,5975672927	177,372767642	3,0	20,0	 
city system world	world city system	world city system	3	9,92855903949	40,2563094661	293,215018757	4,0	35,0	 
artificial network neural	artificial neural network	artificial neural network	3	13,8999826553	50,7228752825	256,425453985	6,0	29,0	 
area power system	area power system	area power system	3	15,8856944632	68,9801246512	314,69381064	3,0	21,0	 
mobile phone	mobile phones	mobile phones	2	6,29455750551	31,3489798298	602,329738062	2,0	11,0	 
communication service	communication services	communication services	2	6,29455750551	31,3489798298	223,92478669	2,0	12,0	 
operation power system	power system operation	power system operation|&|power system operations|&|operation power system|&|operation of this power system	3	35,7428125422	108,765252324	200,402717947	11,0	95,0	 
environment network system	system network environment	system network environment	3	5,95713542369	28,2829573028	362,481182476	2,0	8,0	 
network power	power network	power network|&|network power	2	11,0154756347	44,7673364709	180,285429633	6,0	43,0	 
assessment health	health assessment	health assessment	2	4,72091812914	21,5975672927	4175,44602087	3,0	5,0	 
analysis power system	power system analysis	power system analysis	3	19,857118079	69,4002621522	281,041842503	7,0	44,0	 
structure system	structure system	structure system|&|system structure	2	7,86819688189	35,9959454879	184,575367862	3,0	17,0	 
dynamic stability	dynamic stability	dynamic stability	2	6,29455750551	28,7967563903	187,900068681	5,0	42,0	 
city system virtual	virtual city system	virtual city system	3	7,94284723159	37,710609737	250,926244457	2,0	9,0	 
network observability	network observability	network observability	2	6,29455750551	31,3489798298	208,761875198	2,0	14,0	 
signal stability	signal stability	signal stability	2	7,86819688189	35,9959454879	217,90805388	3,0	21,0	 
loss power	power losses	power losses	2	4,72091812914	23,5117348723	194,779251825	2,0	17,0	 
operation system	system operation	system operation|&|system operations	2	4,72091812914	21,5975672927	190,325045269	14,0	120,0	 
configuration system	system configuration	system configuration	2	6,29455750551	28,7967563903	208,434827606	3,0	22,0	 
simulation system	system simulation	system simulation	2	4,72091812914	21,5975672927	346,093147673	5,0	29,0	 
machine synchronous	synchronous machine	synchronous machine	2	4,72091812914	21,5975672927	175,498459638	3,0	22,0	 
management system	management system	management system	2	15,7363937638	63,9533378156	197,335687999	5,0	27,0	 
planning power system	power system planning	power system planning	3	17,8714062711	68,4734679766	196,012618032	5,0	34,0	 
power simulation system	power system simulation	power system simulation	3	7,94284723159	34,4900623256	369,874907213	3,0	18,0	 
assessment software stability	stability assessment software	stability assessment software	3	7,94284723159	37,710609737	195,66538694	2,0	14,0	 
fault power system	power system fault	power system fault	3	5,95713542369	28,2829573028	234,931947221	2,0	11,0	 
network planning power system	power system network planning	power system network planning	4	5,95713542369	28,2829573028	210,484003342	2,0	11,0	 
analysis power stability system transient	power system transient stability analysis	power system transient stability analysis|&|transient stability analysis of power system	5	5,95713542369	28,2829573028	248,170729302	2,0	17,0	 
analysis method	analysis method	analysis method	2	4,72091812914	23,5117348723	178,102249265	4,0	39,0	 
model network	network model	network model|&|network models|&|model network	2	12,589115011	46,9267825676	200,979666749	7,0	48,0	 
network power system	power system network	power system network|&|system network power	3	63,5427778527	162,067124686	194,263844018	20,0	117,0	 
information network system	information system network	information system network|&|Information system network	3	5,95713542369	28,2829573028	488,141475592	3,0	10,0	 
load power system	power system load	power system load	3	5,95713542369	28,2829573028	212,393986983	2,0	9,0	 
performance system	system performance	system performance	2	4,72091812914	23,5117348723	185,668410258	2,0	19,0	 
error topology	topology error	topology error	2	4,72091812914	26,7840259632	178,423971688	1,0	8,0	 
analysis harmonic power system	power system harmonic analysis	power system harmonic analysis|&|harmonic analysis in the power system	4	7,94284723159	34,4900623256	427,152656544	3,0	16,0	 
performance well	better performance	better performance|&|better performances	2	4,72091812914	21,5975672927	216,555047647	3,0	25,0	 
stability transient	transient stability	transient stability	2	6,29455750551	26,985925042	177,326297567	4,0	26,0	 
stability voltage	voltage stability	voltage stability|&|Voltage stability	2	26,7518693984	90,1776914382	206,116402956	12,0	100,0	 
datum model	data model	data model|&|model data	2	6,29455750551	31,3489798298	490,726132968	2,0	4,0	 
information theory	information theory	information theory	2	9,44183625827	47,0234697447	202,347544342	2,0	11,0	 
city structure system world	structure of the world city system	structure of the world city system	6	9,92855903949	43,112577907	197,10632378	3,0	29,0	 
forecasting load	load forecasting	load forecasting	2	4,72091812914	21,5975672927	442,390323591	3,0	17,0	 
stability system	system stability	system stability	2	7,86819688189	33,7324063024	178,061892135	14,0	120,0	 
cascading failure	cascading failure	cascading failure|&|cascading failures	2	7,86819688189	39,1862247872	297,356254613	2,0	11,0	 
