stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
assessment health	health assessment	health assessment	2	4,72091812914	19,9635363502	1605,05560333	3,0	5,0	 
analysis power system	power system analysis	power system analysis	3	13,8999826553	51,5476924663	121,420917361	4,0	24,0	 
normal power system	power system normal	power system normal	3	3,9714236158	20,2334742974	120,629194528	1,0	10,0	 
flow rate	flow rate	flow rate	2	6,29455750551	33,5333266942	322,168472607	1,0	8,0	 
structure system	structure system	structure system|&|system structure	2	7,86819688189	33,2725605837	161,670534279	3,0	17,0	 
enterprise large multinational	largest multinational enterprises	largest multinational enterprises	3	3,9714236158	17,4806932153	178,609392362	2,0	21,0	 
city system virtual	virtual city system	virtual city system	3	7,94284723159	34,9613864306	188,198907855	2,0	8,0	 
design system	system design	system design	2	4,72091812914	21,8777039298	236,166612423	2,0	16,0	 
eigenvalue sensitivity	eigenvalue sensitivity	eigenvalue sensitivity	2	4,72091812914	25,1499950207	103,569161983	1,0	3,0	 
configuration system	system configuration	system configuration	2	4,72091812914	21,8777039298	115,497295452	2,0	15,0	 
control power reactive	reactive power control	reactive power control	3	3,9714236158	17,4806932153	153,280793003	2,0	13,0	 
management system	management system	management system	2	15,7363937638	58,5065680071	128,442641983	5,0	25,0	 
planning power system	power system planning	power system planning	3	9,92855903949	39,676048774	194,268101433	3,0	16,0	 
power simulation system	power system simulation	power system simulation	3	3,9714236158	17,4806932153	114,984273417	2,0	7,0	 
fault power system	power system fault	power system fault	3	5,95713542369	26,221039823	41,4670662934	2,0	7,0	 
network planning power system	power system network planning	power system network planning	4	5,95713542369	26,221039823	111,580069035	2,0	8,0	 
evaluation power reliability system	power system reliability evaluation	power system reliability evaluation	4	3,9714236158	17,4806932153	16,4362386549	2,0	2,0	 
information system theory	system information theory	system information theory	3	3,9714236158	20,2334742974	201,156468842	1,0	6,0	 
model network	network model	network model|&|network models|&|model network	2	12,589115011	42,5693667208	135,508080061	7,0	38,0	 
Power system	Power system	Power system	2	6,29455750551	24,8072171186	83,2568258282	7,0	59,0	 
network power system	power system network	power system network|&|system network power|&|power system networks	3	61,5570660448	139,214550671	130,4710631	19,0	91,0	 
city location-based mobile phone system virtual	location-based virtual city system for mobile phones	location-based virtual city system for mobile phones	7	3,9714236158	17,4806932153	314,806147403	2,0	11,0	 
monitoring power system	power system monitoring	power system monitoring	3	3,9714236158	17,4806932153	96,7597734889	2,0	9,0	 
current transformer	current transformers	current transformers	2	4,72091812914	21,8777039298	310,116418879	2,0	3,0	 
city power	city power	city power	2	4,72091812914	25,1499950207	268,79094531	1,0	6,0	 
information network system	information system network	information system network	3	7,94284723159	31,7408390192	421,220145923	3,0	11,0	 
line transmission	transmission line	transmission line	2	6,29455750551	24,8072171186	196,565499618	4,0	25,0	 
main transformer	main transformers	main transformers	2	6,29455750551	33,5333266942	98,3112931195	1,0	7,0	 
data time	time data	time data	2	4,72091812914	21,8777039298	57,6893564095	2,0	17,0	 
Power network system	Power system network	Power system network	3	5,95713542369	23,8056292644	72,2472673547	3,0	27,0	 
network neural	neural network	neural network|&|neural networks	2	12,589115011	44,5099873582	123,240062743	6,0	44,0	 
error topology	topology error	topology error	2	4,72091812914	25,1499950207	201,156468842	1,0	6,0	 
analysis harmonic power system	power system harmonic analysis	power system harmonic analysis	4	5,95713542369	26,221039823	194,02940368	2,0	11,0	 
performance well	better performance	better performance|&|better performances	2	4,72091812914	19,9635363502	189,051317359	3,0	19,0	 
model system	model system	model system|&|system model|&|system models	2	7,86819688189	29,2532840035	81,2189048962	5,0	30,0	 
information theory	information theory	information theory	2	6,29455750551	29,1702719064	208,178017503	2,0	9,0	 
city structure system world	structure of the world city system	structure of the world city system	6	9,92855903949	39,676048774	180,113467265	3,0	29,0	 
cascading failure	cascading failure	cascading failure|&|cascading failures	2	7,86819688189	36,462839883	201,498956335	2,0	8,0	 
