stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
model transportation	transportation models	transportation models|&|transportation model	2	4,72091812914	18,8329710153	252,708337575	2,0	19,0	 
interaction transport use	use transport interaction	use transport interaction	3	3,9714236158	17,6721241808	113,498458067	2,0	23,0	 
planning transport	transport planning	transport planning	2	6,29455750551	22,5584045809	222,700661894	4,0	23,0	 
computing time	computing times	computing times	2	4,72091812914	18,8329710153	399,313842405	2,0	15,0	 
change technological	technological changes	technological changes	2	7,86819688189	28,1980057261	120,64841022	3,0	44,0	 
major model type	major types of model	major types of model	4	7,94284723159	29,8386861974	124,681282167	2,0	43,0	 
change land use	land use change	land use change|&|changes in land use|&|changes of land use	3	13,8999826553	39,4812755652	251,219154786	5,0	28,0	 
ecosystem service	ecosystem services	ecosystem services	2	4,72091812914	18,8329710153	271,02289143	2,0	17,0	 
activity railway station	activities around railway stations	activities around railway stations|&|activities near railway stations	4	3,9714236158	17,6721241808	244,393112154	1,0	5,0	 
old people	older people	older people|&|Older people	2	7,86819688189	31,3882850254	3240,00164406	2,0	2,0	 
development urban	urban development	urban development	2	6,29455750551	25,1106280203	124,681282167	2,0	43,0	 
model parameter	model parameters	model parameters|&|Parameters of all models|&|parameters of this model	2	6,29455750551	20,7475732325	306,351067141	4,0	30,0	 
change cost effect term transport	term effects of changes in transport costs	term effects of changes in transport costs	7	7,94284723159	29,8386861974	124,681282167	2,0	43,0	 
change climate	climate change	climate change	2	7,86819688189	24,178729146	320,79979204	5,0	18,0	 
form urban	urban form	urban form	2	7,86819688189	25,9344665407	232,610738072	4,0	23,0	 
nature relationship	nature of this relationship	nature of this relationship	4	6,29455750551	25,1106280203	124,681282167	2,0	43,0	 
model use	use model	use model|&|use models	2	4,72091812914	18,8329710153	287,460826126	3,0	26,0	 
example operational term	terms of operational examples	terms of operational examples	4	7,94284723159	29,8386861974	124,681282167	2,0	43,0	 
example operational strength	operational examples and the strengths	operational examples and the strengths	5	7,94284723159	29,8386861974	124,681282167	2,0	43,0	 
achievement level various	various levels of achievement	various levels of achievement	4	3,9714236158	14,9193430987	333,893881292	2,0	21,0	 
land management	land management	land management	2	6,29455750551	22,5584045809	284,512044785	3,0	23,0	 
accessibility evaluation modeling	Accessibility modeling and evaluation	Accessibility modeling and evaluation	4	3,9714236158	17,6721241808	94,4322120448	1,0	16,0	 
cumulative effect	cumulative effects	cumulative effects	2	4,72091812914	22,1052621061	604,26027538	1,0	2,0	 
interaction land-use transport	land-use transport interaction	land-use transport interaction	3	7,94284723159	26,618138786	167,871222624	3,0	23,0	 
interrelationship land use	interrelationships between land use	interrelationships between land use	4	7,94284723159	29,8386861974	124,681282167	2,0	43,0	 
growth rapid urban	rapid urban growth	rapid urban growth	3	3,9714236158	14,9193430987	144,678442248	2,0	40,0	 
interaction land use	land use interaction	land use interaction|&|interaction between land use	3	3,9714236158	14,9193430987	208,528463126	2,0	6,0	 
choice mode	mode choice	mode choice	2	7,86819688189	31,3882850254	356,298623293	2,0	10,0	 
environmental management	environmental management	environmental management	2	4,72091812914	16,9188034357	140,486354459	3,0	45,0	 
land transport use	land use and transport	land use and transport|&|land use transport|&|transport and land use|&|transport with land use|&|land use on transport	4	25,8142535027	58,1490949336	99,00223227	10,0	121,0	 
cover land use	land cover and land use	land cover and land use	5	7,94284723159	29,8386861974	258,255888824	2,0	16,0	 
land urban use	urban land use	urban land use	3	3,9714236158	14,9193430987	203,444535624	2,0	13,0	 
model simulation	simulation models	simulation models	2	4,72091812914	18,8329710153	274,807084827	2,0	11,0	 
decision maker	decision makers	decision makers	2	4,72091812914	16,9188034357	334,235788949	3,0	20,0	 
system transport	transport system	transport system|&|transport systems	2	7,86819688189	25,9344665407	169,985039128	4,0	28,0	 
land model use-transport	land use-transport model	land use-transport model	3	7,94284723159	29,8386861974	231,971364944	2,0	5,0	 
Land use	Land use	Land use	2	23,6045906457	49,9817309208	244,736392098	13,0	74,0	 
mathematical programming	mathematical programming	mathematical programming	2	6,29455750551	25,1106280203	124,681282167	2,0	43,0	 
region urban	urban regions	urban regions|&|urban region	2	14,1627543874	46,6820397732	162,785765181	4,0	33,0	 
planning transportation	transportation planning	transportation planning	2	4,72091812914	18,8329710153	141,121221701	2,0	27,0	 
land policy use	land use policies	land use policies	3	9,92855903949	28,200911118	123,419383744	5,0	65,0	 
land-use policy	land-use policies	land-use policies|&|land-use policy	2	7,86819688189	28,1980057261	327,207998549	3,0	20,0	 
policy transport	transport policy	transport policy|&|transport policies	2	18,8836725165	49,1535553341	85,8521160133	10,0	113,0	 
criterion set	set of criteria	set of criteria	3	6,29455750551	25,1106280203	124,681282167	2,0	43,0	 
change land-use	land-use change	land-use change|&|Land-use change|&|land-use changes	2	12,589115011	38,6859666336	285,0205752	5,0	17,0	 
development economic policy public	economic development policy and public	economic development policy and public	5	3,9714236158	14,9193430987	144,678442248	2,0	40,0	 
land value	land values	land values|&|land value	2	6,29455750551	25,1106280203	263,81431172	2,0	8,0	 
land-use planning	land-use planning	land-use planning	2	4,72091812914	16,9188034357	193,772365499	3,0	12,0	 
accessibility benefit	accessibility benefits	accessibility benefits	2	12,589115011	45,1168091618	198,672478371	3,0	33,0	 
aggregate individual interaction spatial	aggregate spatial interaction and individual	aggregate spatial interaction and individual	5	7,94284723159	29,8386861974	124,681282167	2,0	43,0	 
infrastructure transport	transport infrastructure	transport infrastructure|&|transport infrastructures	2	4,72091812914	16,9188034357	138,199777879	3,0	25,0	 
travel vehicle	vehicle travel	vehicle travel	2	4,72091812914	22,1052621061	260,656784572	1,0	3,0	 
interaction land-use model transport	land-use and transport interaction model	land-use and transport interaction model	5	5,95713542369	22,3790146481	137,175754888	2,0	30,0	 
city cost transport	transport costs on cities	transport costs on cities	4	7,94284723159	29,8386861974	124,681282167	2,0	43,0	 
dioxide emission	dioxide emissions	dioxide emissions	2	4,72091812914	18,8329710153	86,4392503679	2,0	8,0	 
interaction model	interaction model	interaction model|&|interaction models	2	4,72091812914	16,9188034357	150,35207687	8,0	79,0	 
land use	land use	land use|&|land uses|&|use of land	2	125,89115011	134,891047187	136,9427913	56,0	356,0	 
environmental transport	transport and environmental	transport and environmental	3	4,72091812914	16,9188034357	154,597556255	3,0	21,0	 
land-use transportation	land-use transportation	land-use transportation	2	7,86819688189	31,3882850254	328,130630077	2,0	13,0	 
ecosystem terrestrial	terrestrial ecosystems	terrestrial ecosystems	2	7,86819688189	31,3882850254	349,482527419	2,0	11,0	 
fit model	model fit	model fit	2	4,72091812914	16,9188034357	247,80062458	3,0	25,0	 
activity location	activity location	activity location|&|location of activities|&|location of the activities	2	6,29455750551	22,5584045809	190,662749636	3,0	21,0	 
land model use	land use model	land use model	3	7,94284723159	29,8386861974	246,330091197	2,0	15,0	 
model transport	transport models	transport models|&|transport model	2	18,8836725165	46,9293790608	114,773721163	9,0	101,0	 
model system	model system	model system	2	9,44183625827	31,1213598488	203,688570576	4,0	30,0	 
empirical evidence term	terms of empirical evidence	terms of empirical evidence	4	7,94284723159	29,8386861974	124,681282167	2,0	43,0	 
cover land	land cover	land cover	2	6,29455750551	25,1106280203	258,255888824	2,0	16,0	 
current state	current state	current state	2	6,29455750551	22,5584045809	243,015754264	3,0	20,0	 
matrix weight	weight matrix	weight matrix|&|weight matrices	2	7,86819688189	36,8421035102	304,775453585	1,0	7,0	 
impact transport	impact of transport	impact of transport	3	4,72091812914	18,8329710153	269,056927211	2,0	16,0	 
interaction society-nature	society-nature interaction	society-nature interaction	2	9,44183625827	37,6659420305	299,642636506	2,0	10,0	 
