stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
modeling system	modeling system	modeling system|&|system modeling|&|modeling systems|&|systems modeling	2	22,0309512693	84,1622856832	307,280009088	9,0	30,0	 
allocation land	land allocation	land allocation	2	6,29455750551	30,9616455654	252,727793173	3,0	16,0	 
development sustainable	sustainable development	sustainable development	2	17,3100331402	68,1663384302	312,06399946	9,0	59,0	 
land resource	land resources	land resources|&|land resource|&|land as a resource|&|resource land	2	17,3100331402	68,1663384302	251,927331852	8,0	86,0	 
boundary growth urban	urban growth boundaries	urban growth boundaries	3	7,94284723159	40,4423957245	541,972637786	2,0	6,0	 
development land	land development	land development|&|development land	2	23,6045906457	87,6868856754	286,547107336	13,0	106,0	 
development housing	housing development	housing development|&|development of housing	2	7,86819688189	36,4385177712	725,287496068	4,0	16,0	 
network transportation	transportation network	transportation network|&|transportation networks	2	25,1782300221	93,5326780538	486,454178186	10,0	68,0	 
network road	road network	road network|&|Road network	2	15,7363937638	72,8770355425	663,051438335	4,0	24,0	 
information system	information system	information system|&|information systems	2	20,4573118929	75,9953009187	370,001853165	33,0	284,0	 
3D model	3D models	3D models|&|3D model	2	9,44183625827	41,6193364519	1360,98714499	5,0	9,0	 
area urban	urban areas	urban areas|&|urban area	2	44,0619025386	128,941255226	285,114820296	22,0	149,0	 
model system	model system	model system|&|system model	2	7,86819688189	34,6827803766	600,171943092	5,0	55,0	 
land structure	land structure	land structure	2	7,86819688189	38,7020569567	1180,47315391	3,0	18,0	 
modeling urban	urban modeling	urban modeling|&|Urban modeling	2	18,8836725165	68,3497023174	540,139091381	13,0	56,0	 
distribution spatial	spatial distribution	spatial distribution	2	9,44183625827	43,7262213255	244,723902451	4,0	36,0	 
cover land	land cover	land cover	2	12,589115011	53,1971815551	281,508140941	8,0	74,0	 
image satellite	satellite images	satellite images	2	6,29455750551	30,9616455654	237,815316542	3,0	24,0	 
calibration model	model calibration	model calibration|&|calibration model	2	7,86819688189	36,4385177712	241,442306438	5,0	41,0	 
modeling network	network modeling	network modeling	2	7,86819688189	38,7020569567	1131,84910657	3,0	5,0	 
growth model urban	urban growth model	urban growth model	3	13,8999826553	55,5035007605	303,017254836	6,0	76,0	 
geographic information system	geographic information system	geographic information system|&|geographic information systems	3	37,7285243501	113,647118851	316,552423497	16,0	117,0	 
automata cellular model	cellular automata model	cellular automata model	3	25,8142535027	87,4309866933	272,206741084	11,0	96,0	 
regional scale	regional scale	regional scale|&|regional scales	2	6,29455750551	29,150814217	262,61980016	4,0	26,0	 
