"Local emergence and global diffusion of research technologies: An exploration of patterns of network formation";"8868135147445396452";"2011";"Grasping the fruits of emerging technologies is an objective of many government priority programs in a knowledge-based and globalizing economy. We use the publication records (in the Science Citation Index) of two emerging technologies to study the mechanisms of diffusion in the case of two innovation trajectories: small interference RNA (siRNA) and nano-crystalline solar cells (NCSC). Methods for analyzing and visualizing geographical and cognitive diffusion are specified as indicators of different dynamics. Geographical diffusion is illustrated with overlays to Google Maps  cognitive diffusion is mapped using an overlay to a map based on the ISI Subject Categories. The evolving geographical networks show both preferential attachment and small-world characteristics. The strength of preferential attachment decreases over time, while the network evolves into an oligopolistic control structure with small-world characteristics. The transition from disciplinary-oriented (mode-1) to transfer-oriented (mode-2) research is suggested as the crucial difference in explaining the different rates of diffusion between siRNA and NCSC.";"Ismael Rafols,Loet Leydesdorff,"
"Les villes dans l'espace-temps: vitesse des communications et structuration des territoires à l'échelle intra et interurbaine";"12578422881285893687";"2005";"L'accroissement de la vitesse des déplacements depuis la Révolution des transports au 19ème siècle entraîne une restructuration des territoires, visible tant à l'échelon de la ville elle-même (processus de dilatation du territoire et recomposition de l'espace urbain en fonction du budget-temps des navetteurs) qu'à celui du système des villes (processus de contraction différentielle de l'espace et sélection géographique des lieux par court-circuitage). L'articulation de ces processus de dilatation et de contraction entraîne un véritable télescopage des échelles.";"Anne Bretagnolle,"
" Cities, cells, and complexity: Developing a research agenda for urban geocomputation";"13986924841969357285";"2000";"Cellular automata are widely employed in urban geocomputation and have been applied to urban systems simulation with a recent fervour. Despite the popularity of these models, however, researchers have been slow to heed the doubts and disclaimers expressed in the early days of their application to urban phenomena. This is, in part, a response to advances in the field. However, many of these concerns remain as appropriate today as they did in the 1980s, and have not been addressed largely because the study of cellular urban modelling, and the broader field of urban geocomputation, lacks a defined research agenda. This paper addresses an apparent imbalance in the field and re-evaluates the research agenda of urban geocomputation, in particular cellular-based modelling of urban systems, pre-emptively suggesting future avenues for exploration and considering the challenges that might lie ahead.";"Paul M. Torrens,D O'Sullivan,"
"Villes, agents et acteurs en géographie";"16111453934010725354";"2001";"Véronica Noseda et Jean-Bernard Racine ont relaté l’itinéraire de recherche de géographes\nqui accordent un intérêt croissant à l’acteur, illustrant l’une des démarches qui justifient les\nconclusions de Jean-Pierre Gaudin, quant à un probable « retour de l’acteur » dans les\nsciences sociales contemporaines. D’autres géographes, qui situent leurs travaux dans une\nproblématique systémique, continuent cependant d’explorer d’autres voies, plus proches de la recherche de « structures objectives » et du dialogue entre sciences sociales et sciences de la nature, et qui suggèrent plutôt des « allers-retours » des acteurs aux systèmes. Plutôt que\nd’argumenter dans l’abstrait, on a choisi d’illustrer quelques questions soulevées par une telle démarche à propos d’un exemple particulier d’objet géographique, les systèmes de villes.";"Denise Pumain,"
" La Géographie des comportements d'innovation au Québec: des territoires «européens» aux accessibilités «canadiennes»?";"16363472403632771252";"2012";"La géographie de l'innovation est souvent abordée par le biais du rapport au territoire. Or, des recherches portant sur le Québec montrent que la propension à innover varie selon la distance aux centres urbains. Cet article propose une discussion, puis une analyse empirique, de la variation géographique des comportements d'innovation des entreprises manufacturières québécoises. Un questionnement sous-jacent à cette analyse concerne la possibilité que certaines idées, concepts ou approches en sciences régionales diffèrent entre le Canada et l'Europe. Les résultats montrent que les comportements d'innovation varient à la fois spatialement (selon l'accessibilité aux interlocuteurs), mais aussi selon le territoire. Seules les collaborations avec des partenaires privés ne reflètent aucun patron géographique. Il en ressort que les concepts utilisés - territoires finis ou distances continues - seraient communs au Canada et à l'Europe, mais que l'orientation des recherches empiriques - et donc les questions posées - seraient influencées par les particularités locales.";"Richard Shearmur,"
" Applications of evolutionary economic geography";"3244261989400430053";"2006";"This paper is written as the first chapter of an edited volume on evolutionary economics and economic geography (Frenken, K., editor, Applied Evolutionary Economics and Economic Geography, Cheltenham: Edward Elgar, expected publication date February 2007). The paper reviews empirical applications of evolutionary economics in the field of economic geography. The review is divided in four parts: the micro-level of the firm, the meso-levels of industry and network, and the macro-level of spatial system. Some remarks on evolutionary policy in regional development are added as well as a short discussion of empirical problems that remain";"Koen Frenken,Ron a Boschma,"
"A aplicação de sistemas multi-agentes no planeamento do território";"15656821757410097064";"2010";"Predicting the binding mode of flexible polypeptides to proteins is an important task that falls outside the domain of applicability of most small molecule and protein−protein docking tools. Here, we test the small molecule flexible ligand docking program Glide on a set of 19 non-α-helical peptides and systematically improve pose prediction accuracy by enhancing Glide sampling for flexible polypeptides. In addition, scoring of the poses was improved by post-processing with physics-based implicit solvent MM- GBSA calculations. Using the best RMSD among the top 10 scoring poses as a metric, the success rate (RMSD ≤ 2.0 Å for the interface backbone atoms) increased from 21% with default Glide SP settings to 58% with the enhanced peptide sampling and scoring protocol in the case of redocking to the native protein structure. This approaches the accuracy of the recently developed Rosetta FlexPepDock method (63% success for these 19 peptides) while being over 100 times faster. Cross-docking was performed for a subset of cases where an unbound receptor structure was available, and in that case, 40% of peptides were docked successfully. We analyze the results and find that the optimized polypeptide protocol is most accurate for extended peptides of limited size and number of formal charges, defining a domain of applicability for this approach.";"Rui A. R. Ramos,Fernando P. Fonseca,"
"Modeling the Free/Open Source software community: A quantitative investigation";"11215635085517402475";"2005";"This chapter reports the latest results from an ongoing study of Free/Open Source Software (F/OSS) Development at the community level. Publicly available data about F/OSS projects, developers, processes, and their relationships have been collected from F/OSS hosting sites, including SourceForge and others. Numerous descriptive statistics, including the existence of many power-law relationships, are presented. The F/OSS community is modeled as a collection of ad hoc, social networks consisting of heterogeneous agents, self-organizing into projects and clusters of projects. A computer simulation of the F/OSS community model is developed using SWARM, an agent-based simulation toolkit. Empirical data is used to parameterize the simulation, which in turn is used to investigate hypotheses about processes and mechanisms leading to F/OSS community formation. The quantitative data, the model, and the simulation offer insight into F/OSS project coordination and communication.";"V Freeh,R Tynan,Gregory Madey,"
"Simulation d'accessibilité dans la ville et expérience pédagogique: le modèle AccesSim";"13280782715581675389";"2009";"Cet article présente un modèle permettant de se familiariser à la notion d'accessibilité en milieu urbain. Cette simulation interactive, AccesSim, a été réalisée sur une plateforme de simulation multi- agents, Netlogo. Après avoir discuté de l'intérêt pédagogique et scientifique d'une approche par la simulation, nous présentons le fonctionnement de ce modèle, ainsi qu'un retour d'expérience basé sur la participation au festival de Saint-Dié des Vosges et à la Fête de la Science en 2008.";"Hélène Mathian,Matthieu Delage,Thomas Louail,Sébastien Rey Coyrehourcq,Florent Le Néchet,"
"Finding the global city: an analytical journey through the 'invisible college'";"6228840911350947471";"2011";"Saskia Sassen's concept of the 'global city' has evolved in a complex relation with other urban, economic and social students that deal with these strategic sites of the contemporary global urban architecture. This multidisciplinary set of authors could be metaphorically grouped within what John Friedmann described as the 'invisible college' of world city researchers. In light of this tradition, the global city is described here in its various theoretical guises, in a chronological account from the early 1900s roots to present-day formulations, in order to establish an eclectic understanding that can speak beyond the college, opening the dialogue on globalisation and cities beyond urban studies. In this sense, the essay describes the 'global city' as the status of connectedness to the global attained by some world cities, which rests upon an urban entrepreneurial spirit that situates these metropolises as the strategic hinges of globalisation.";"M. Acuto,"
"Space–time constructs for linking information and communication technologies with issues in sustainable transportation";"5885696212230102812";"2004";"This paper develops a conceptual framework for understanding the ways in which space‐adjusting technologies relate to socio‐economic patterns and processes, and it then explores some of the challenges that such a conceptualization poses for transportation research and planning. Special attention is given to a review of recent research on the integration of information and communication technologies within the transportation sector, concentrating on (1) the need to understand the underlying space–time dynamics of changes in mobility behaviour  (2) the role of information and communication technology adoptions in the structural transformation of cities and urban systems  and (3) the use of intelligent transport systems in facilitating efficient and sustainable mobility.";"ANDREW GILLESPIE,DONALD G. JANELLE,"
"Pôles métropolitains: the French approach towards inter-city networking";"13303527545300035062";"2014";"In France, ‘les pôles métropolitains’ (PM) is the latest central government initiative to reinforce inter-city cooperation (2010). After giving a short overview of French city-networking history, this paper investigates two ‘pôles métropolitains’ to explore the difficulties in achieving efficient inter-city cooperation. It finds that implementing such new tools for urban and economic projects requires new skills and spatial representation for planners, politicians and local administrations. This analysis gives decision-makers concrete examples of pôles métropolitains, focusing on governance issues. It can also help to stimulate progress in constructing a theoretical and critical approach for conceptualizing inter-city networking policy.";"Sophie Deraëve,"
"Perspectives on agent-based models and geographical systems";"4098571505126654915";"2013";"This unique book brings together a comprehensive set of papers on the background, theory, technical issues and applications of agent-based modelling (ABM) within geographical systems. This collection of papers is an invaluable reference point for the experienced agent-based modeller as well those new to the area. Specific geographical issues such as handling scale and space are dealt with as well as practical advice from leading experts about designing and creating ABMs, handling complexity, visualising and validating model outputs. With contributions from many of the world s leading research institutions, the latest applied research (micro and macro applications) from around the globe exemplify what can be achieved in geographical context. This book is relevant to researchers, postgraduate and advanced undergraduate students, and professionals in the areas of quantitative geography, spatial analysis, spatial modelling, social simulation modelling and geographical information sciences.";"Itzhak Benenson,"
"Spatiotemporal heterogeneity of urban planning implementation effectiveness: Evidence from five urban master plans of Beijing";"10357216934824393352";"2012";"Evaluation of urban planning implementation (UPI) has attracted extensive attention from urban planners and researchers in recent years. Existing literature, however, mainly focuses on the conformity approach and does not take the spatial and temporal heterogeneity of UPI into account. In addition, previous research failed to distinguish the effects of urban planning from other institutional forces, as well as market incentives on urban expansion. To bridge this gap, we proposed a spatiotemporal approach to evaluate the effectiveness of UPI based on logistic regression and geographical information system (GIS) by identifying the spatiotemporal heterogeneous effects of urban planning on urban expansion. An empirical research was conducted in the Beijing Metropolitan Area (BMA) by analyzing five urban master plans drafted in 1958, 1973, 1982, 1992 and 2004. Five periods from 1947 to 2008 were examined to evaluate the dynamic effects of each master plan and other related factors. The effects of the 2004 Urban Master Plan on 16 districts in Beijing were estimated to identify the spatial variations of UPI. Within the context of China's booming economy, the results indicate that the effects of urban planning during the urban expansion increase over time, and are significantly stronger in exurban areas than in central cities and suburban areas. In addition, based on logistic regression results, we adopted an existing urban expansion simulation model to geographically visualize the impact of urban planning on future urban expansion, namely urban planning implementation effectiveness. © 2012 Elsevier B.V..";"Haoying Han,Ying Long,Yizhen Gu,"
"Dynamic modeling of urban areas for supporting integrated coastal zone management in the South Coast of São Miguel Island, Azores (Portugal)";"2265762242295383378";"2013";"Coastal areas are complex systems subject to significant erosion processes resulting from both physical and anthropogenic factors. This context introduces the importance of quantifying the impacts resulting from land artificialization increase, the assessment of coastal erosion and the development of strategies for achieving an Integrated Coastal Zone Management (ICZM). In this study we employed the Land Transformation Model (LTM) to forecast urban growth to year 2014 in the South Coast of São Miguel Island, Azores (Portugal). Two different scenarios formodeling urban growth were tested: (1) one that considered an urban sprawl trend equivalent to the one measured between years 1998 and 2005, and (2) another that considered the restrictions included in the intervention area of South Coast Management Plan (POOC Costa Sul). The objective was to evaluate the impact of the POOC Costa Sul in the urban growth of the studied area. Results show that the POOC Costa Sul is not effective in containing urban growth quantities which are equivalent to the non-restricted scenario. However, it was possible to observe that it is effective in deciding where the urban expansion is likely to happen, preventing, for instances, the occurrence of urban growth near water lines or in the maritime public domain. We conclude that this type of models can be very relevant to manage and monitor coastal management plans. © Springer Science+Business Media Dordrecht 2013.";"Pedro Cabral,Raquel Medeiros,"
"Ain't about Politics? The Wicked Power‐Geometry of Sydney's Greening Governance";"6588040998320121871";"2012";"The globalization of Sydney and its rise to world city status tell us a profoundly political story that presents critical challenges both in terms of local development and long-term sustainability. Green is at the centre of this imagineering, which situates environmental sustainability at the core of Sydney's competitive and innovative edge. Yet the Harbour City, while rising to worldwide fame, has also been progressively troubled by wicked challenges that question its increasingly entrepreneurial and largely unproblematized approach to urban governance. At present, the metropolis has tackled these challenges by means of ad hoc solutions and policy-making processes that, on deeper analysis, reveal little coordination beyond an impetus for growth as the driver of collective action at the urban scale. Due to the lack of a clear metropolis-wide authority and the multiscalar nature of urban governance, the city has turned too much towards tackling sustainability within its urban dimension as a source of global competitiveness, while social polarization questions are steadily advancing to the forefront. It is time, I argue, for a Greater Sydney Authority. © 2011 Urban Research Publications Limited.";"Michele Acuto,"
"Influence of incentive networks on landscape changes: A simple agent-based simulation approach";"7648047597476395435";"2013";"The aim of this paper is to implement a simple model for exploring the influence of different multi-scale incentive networks affecting farmer decision on landscape changes. Three scales of networks are considered: a global 'policy' network promoting specific land uses, an intermediate 'social' network where land use practices are shared and promoted collectively and a local 'neighborhood' network where land use practices are influenced by those of their neighbors. We assess the respective and combined influence of these networks on landscape pattern (fragmentation and heterogeneity) and dynamics, taking into account agronomic constraints (assimilated to crop successions). Simulations show that combination of incentive networks does not have linear and/or cumulative influence on landscape changes. Comparison of simulated scenarios highlights that a combination of two networks tends to improve landscape heterogeneity and fragmentation  scenarios combining all networks could lead to two opposite landscape configuration illustrating emergence of landscape dynamics. Finally, this study emphasizes that landscape complexity has also to be understood through the multiplicity of pathways of landscape changes rather than the assessment of the resulting landscape patterns. ?? 2012 Elsevier Ltd.";"N. Bécu,T. Houet,S. Caillault,F. Mialhe,M. Etienne,P. Gautreau,S. Delmotte,F. Amblard,C. Kêdowidé,C. Vannier,"
"Interactions in space for archaeological models";"1864497809432983297";"2012";"In this article we examine a variety of quantitative models for describing archaeological networks, with particular emphasis on the maritime networks of the Aegean Middle Bronze Age. In particular, we discriminate between those gravitational networks that are most likely (maximum entropy) and most efficient (best cost/benefit outcomes).";"R. J. Rivers,C. Knappett,T. S. Evans,"
" Assessing the quality of multilevel graph clustering";"17666479849692305431";"2014";"“Lifting up” a non-hierarchical approach to handle hierarchical clustering by iteratively applying the approach to hierarchically cluster a graph is a popular strategy. However, these lifted iterative strategies cannot reasonably guide the overall nesting process precisely because they fail to evaluate the very hierarchical character of the clustering they produce. In this study, we develop a criterion that can evaluate the quality of the subgraph hierarchy. The multilevel criterion we present and discuss in this paper generalizes a measure designed for a one-level (flat) graph clustering to take nesting of the clusters into account. We borrow ideas from standard techniques in algebraic combinatorics and exploit a variable qq to keep track of the depth of clusters at which edges occur. Our multilevel measure relies on a recursive definition involving variable qq outputting a one-variable polynomial. This paper examines archetypal examples as proofs-of-concept  these simple cases are useful in understanding how the multilevel measure actually works. We also apply this multilevel modularity to real world networks to demonstrate how it can be used to compare hierarchical clusterings of graphs.";"François Queyroi,Maylis Delest,Jean Marc Fédou,Guy Melançon,"
"'Land-use mixité': Evaluating urban hierarchy and the urban-to-rural gradient with an evenness-based approach";"9861820981808233775";"2016";"This study illustrates an original approach to assess city hierarchy in metropolitan regions and to investigate urban gradients using local-scale socioeconomic data. By linking land-use to the diversification in the level of land imperviousness, we consider fragmentation and diversity in the use of land to distinguish urban from rural areas. We applied an entropy function to a map of land imperviousness in Athens' metropolitan region, Greece, with the aim to classify municipalities into urban and rural types based on Shannon diversity and Pielou evenness indexes. Urban areas are hypothesized to have higher diversification in the degree of imperviousness than rural areas. Principal Component Analysis and Canonical Correlation Analysis were used to verify the spatial coherency between land imperviousness and the distribution of urban land-use. Land imperviousness Pielou index increased linearly with both diversity in the use of land and ancillary variables assessing the urban gradient (population density and distance from the inner city). Our study identifies urban and rural municipalities respectively as the most and the less diversified in terms of land-use and imperviousness intensity, with suburban areas ranking in-between. Pielou evenness index applied to land imperviousness maps and the notion of land-use diversification are promising tools to monitoring city hierarchy along urban gradients.";"Luca Salvati,Efthimia Saradakou,Efstathios Grigoriadis,Adele Sateriano,"
"Mapping accessibility in Belgium: a tool for land-use and transport planning?";"13309391849131190562";"2009";"This paper compares the spatial structure of car accessibility to towns and to railway stations during peak and off-peak hours in Belgium for the country's 2616 municipalities. A clustering method is applied. It is shown that in a highly urbanised country, the situation is far from being spatially equitable in terms of accessibility, and some areas are more favoured than others. Congestion increases spatial inequalities, differently according to absolute or relative measures of change. By means of examples, this paper shows that even simple accessibility indicators could be useful to support decisions taken by planners and politicians (e.g. as regards the development of residential, industrial and business park areas). Maps indicate the spatial inequalities in terms of accessibility to urban centres and transport nodes, and the impact of congestion on these inequalities. The absolute and relative time losses due to congestion affect different areas in different ways. The location of new developments further increases the congestion problem and the spatial disparities. This paper also insists on the caution that should be adopted when measuring and interpreting accessibility, its measurements, its inputs, its temporal changes in absolute and relative terms as well as the need for spatially disaggregated data. ?? 2008 Elsevier Ltd. All rights reserved.";"Thérèse Steenberghen,Isabelle Thomas,Grégory Vandenbulcke,"
"Selecting among five common modelling approaches for integrated environmental assessment and management";"17472739330915455751";"2013";"[Highlights] \n[::] We review five common integrated modelling approaches.\n[::] Model choice considers purpose, data type, scale and uncertainty treatment.\n[::] We present a guiding framework for selecting the most appropriate approach.\n\n[Abstract]\nThe design and implementation of effective environmental policies need to be informed by a holistic understanding of the system processes (biophysical, social and economic), their complex interactions, and how they respond to various changes. Models, integrating different system processes into a unified framework, are seen as useful tools to help analyse alternatives with stakeholders, assess their outcomes, and communicate results in a transparent way. This paper reviews five common approaches or model types that have the capacity to integrate knowledge by developing models that can accommodate multiple issues, values, scales and uncertainty considerations, as well as facilitate stakeholder engagement. The approaches considered are: systems dynamics, Bayesian networks, coupled component models, agent-based models and knowledge-based models (also referred to as expert systems). We start by discussing several considerations in model development, such as the purpose of model building, the availability of qualitative versus quantitative data for model specification, the level of spatio-temporal detail required, and treatment of uncertainty. These considerations and a review of applications are then used to develop a framework that aims to assist modellers and model users in the choice of an appropriate modelling approach for their integrated assessment applications and that enables more effective learning in interdisciplinary settings.";"Serena Hamilton,Alexey Voinov,Olivier Barreteau,Sondoss ElSawah,Holger Maier,Sakari Kuikka,Mark Borsuk,Hedwig van Delden,Anthony Jakeman,Hans Henriksen,Andrea Rizzoli,Rebecca Kelly Letcher,"
"Re-examining historical energy transitions and urban systems in Europe";"8057211071971732624";"2016";"This contribution questions the implication of energy use in the evolution process of urban systems and examines the role of energy systems, their evolution, socio-economic and technological factors related to them, in differentiations or regularities observed. Then, this evolutionary approach asks about future urban dynamics in an energetic crises context. This analysis is based on historical energy consumption data (Centre for History and Economics, Harvard) and on e-Geopolis database for population of urban areas 10 000 inhabitants and more. The targets are exploration and recognition of the role of energy in urban dynamics, growth and structuration in hierarchies during 200 years.";"Maximin Chabrol,"
"Bottom up urban simulation ICSSC 2011";"5605095216976767685";"2011";"This paper aims at showing the importance of computational tools for urban planning as cities are complex systems. It proposes different innovative methods to solve traditional problems in simulation. To collect the data we propose to use an interactive serious game to obtain the data from citizens as recently used by MNC for marketing. To deal with complexity, we propose an open integrated trans disciplinary scientific approach, Finally, global gradualism is proposed as a method to provide realism, robustness and adaptability to the simulation tool.";"J Taddei,"
