stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
behavioral callitrichid pharmacology small specie use	use of the small callitrichid species in behavioral pharmacology	use of the small callitrichid species in behavioral pharmacology	9	7,94284723159	39,8556588023	1042,36925796	4,0	76,0	 
future modeling network research transportation urban	Future research on urban transportation network modeling	Future research on urban transportation network modeling	7	7,94284723159	39,8556588023	1083,18076619	4,0	68,0	 
budget computing	computing budget	computing budget	2	11,0154756347	55,3775268889	3867,29672084	10,0	29,0	 
evolution modeling network player research significant transportation urban	significant player in the evolution of urban transportation network modeling research	significant player in the evolution of urban transportation network modeling research	11	7,94284723159	39,8556588023	978,215422385	4,0	68,0	 
human non primate	non human primate	non human primate	3	11,9142708474	68,0418314497	1628,30061338	2,0	2,0	 
measure performance	performance measures	performance measures|&|performance measure	2	9,44183625827	49,5733364926	674,557551543	13,0	248,0	 
hierarchy network planning transportation urban	urban hierarchy and transportation network planning	urban hierarchy and transportation network planning	6	7,94284723159	45,3612209665	1188,17965566	2,0	10,0	 
action cognitive control related response	cognitive control of response related action	cognitive control of response related action	6	9,92855903949	47,6040795794	1479,52552247	5,0	95,0	 
capacity fluctuation link reliability time travel	travel time reliability under fluctuations of link capacity	travel time reliability under fluctuations of link capacity	8	17,8714062711	75,1827689537	694,534233833	9,0	234,0	 
bi-cone good structure	bi-cone structure best	bi-cone structure best	3	9,92855903949	47,6040795794	1401,12306634	5,0	56,0	 
available model non-human primate	available non-human primate models	available non-human primate models	4	9,92855903949	47,6040795794	1208,23055147	5,0	91,0	 
fear test	tests of fear	tests of fear	3	9,44183625827	45,7450013334	1281,09682723	6,0	96,0	 
datum genotype subpopulation visual	subpopulation genotype data and visual	subpopulation genotype data and visual	5	7,94284723159	39,8556588023	2055,8861352	4,0	32,0	 
primate specie	primate species	primate species	2	14,1627543874	66,4343037831	1608,59150472	11,0	39,0	 
cue local validity	local cue validity	local cue validity	3	9,92855903949	47,6040795794	1479,52552247	5,0	95,0	 
information system	information systems	information systems|&|information system	2	11,0154756347	53,3691682223	700,47153529	8,0	41,0	 
model primate	primate models	primate models|&|primate model	2	73,9610506898	236,874955007	1088,27360163	42,0	267,0	 
anterior cingulate cortex	anterior cingulate cortex	anterior cingulate cortex	3	15,8856944632	73,2702227817	1492,84121246	6,0	98,0	 
ERP-component frontocentral negative	frontocentral negative ERP-component	frontocentral negative ERP-component	3	9,92855903949	47,6040795794	1479,52552247	5,0	95,0	 
allocation budget problem	budget allocation problem	budget allocation problem	3	11,9142708474	57,1248954952	1206,0839833	5,0	20,0	 
process response selection	process of response selection	process of response selection	4	9,92855903949	47,6040795794	1479,52552247	5,0	95,0	 
surface transportation	surface transportation	surface transportation	2	11,0154756347	55,3775268889	1305,74594625	5,0	13,0	 
model simulation	simulation model	simulation model	2	9,44183625827	45,7450013334	1066,83108374	6,0	26,0	 
conceptual framework	conceptual framework	conceptual framework	2	11,0154756347	51,6711251646	733,685363825	7,0	100,0	 
multicommodity network transportation	multicommodity transportation network	multicommodity transportation network	3	7,94284723159	39,8556588023	2308,72222597	4,0	14,0	 
network performance	network performance	network performance	2	9,44183625827	45,7450013334	803,559312006	7,0	44,0	 
equilibrium network transportation	transportation network equilibrium	transportation network equilibrium|&|equilibrium of the transportation network	3	13,8999826553	66,6457114111	1007,45130101	9,0	92,0	 
network optimization problem subject	network optimization problems subject	network optimization problems subject	4	7,94284723159	39,8556588023	823,519618802	4,0	64,0	 
algorithm genetic method penalty simulation-based	simulation-based genetic algorithm with penalty method	simulation-based genetic algorithm with penalty method	6	17,8714062711	75,1827689537	694,534233833	9,0	234,0	 
decade last	last decade	last decade	2	9,44183625827	45,7450013334	1208,23055147	6,0	91,0	 
time travel uncertainty	travel time uncertainty	travel time uncertainty|&|uncertainty of travel time	3	17,8714062711	75,1827689537	694,534233833	9,0	234,0	 
bi-level model	bi-level model	bi-level model	2	14,1627543874	62,8749992614	694,534233833	9,0	234,0	 
processing stage subsequent	subsequent processing stages	subsequent processing stages	3	9,92855903949	47,6040795794	1479,52552247	5,0	95,0	 
bilevel model programme unified	unified bilevel programming model	unified bilevel programming model	4	11,9142708474	59,7834882034	823,519618802	4,0	64,0	 
constraint effect time travel	effect of the travel time constraint	effect of the travel time constraint	6	17,8714062711	75,1827689537	694,534233833	9,0	234,0	 
allocation budget factor	budget allocation and factors	budget allocation and factors	4	17,8714062711	75,1827689537	694,534233833	9,0	234,0	 
behavioral response	behavioral responses	behavioral responses	2	9,44183625827	45,7450013334	1281,09682723	6,0	96,0	 
allocation budget effect	effect of budget allocation	effect of budget allocation	4	17,8714062711	75,1827689537	694,534233833	9,0	234,0	 
allocation budget model	budget allocation model	budget allocation model|&|model for budget allocation|&|model of budget allocation	3	11,9142708474	54,9526670863	1087,81169241	6,0	14,0	 
display genotype visual	visual genotype displays	visual genotype displays	3	7,94284723159	39,8556588023	2055,8861352	4,0	32,0	 
primate sperm	primate sperm	primate sperm	2	9,44183625827	52,2895835152	2372,41559161	3,0	12,0	 
allocation budget decision	budget allocation decisions	budget allocation decisions	3	7,94284723159	42,140673555	883,795820189	3,0	9,0	 
cognitive conflict	cognitive conflict	cognitive conflict	2	9,44183625827	49,5733364926	1317,57966602	4,0	4,0	 
air quality	air quality	air quality	2	17,3100331402	95,8642364445	1691,2653592	3,0	13,0	 
adjustment expectation response response-cueing task	adjustment of response expectation in a response-cueing task	adjustment of response expectation in a response-cueing task	8	9,92855903949	47,6040795794	1479,52552247	5,0	95,0	 
capacity enhancement link optimal	optimal capacity enhancement of each link	optimal capacity enhancement of each link	6	17,8714062711	75,1827689537	694,534233833	9,0	234,0	 
conflict paradigm	conflict paradigm	conflict paradigm|&|conflict paradigms|&|paradigm in conflict	2	47,2091812914	163,27918485	1285,40589027	29,0	205,0	 
non-separable relationship time-flow travel	non-separable travel time-flow relationships	non-separable travel time-flow relationships	4	7,94284723159	39,8556588023	978,215422385	4,0	68,0	 
reliability time travel	travel time reliability	travel time reliability|&|Travel time reliability|&|reliability of travel time	3	35,7428125422	146,599656747	686,841513609	10,0	238,0	 
non-human primate	non-human primate	non-human primate|&|non-human primates	2	78,6819688189	240,229181756	1690,58058498	59,0	283,0	 
human mental time travel	human mental time travel	human mental time travel	4	9,92855903949	47,6040795794	1259,88625108	5,0	57,0	 
model result	model on the results	model on the results|&|model results	4	15,7363937638	68,2031157288	696,117283993	10,0	236,0	 
efficiency network transportation	transportation network efficiency	transportation network efficiency|&|efficiency of the transportation network	3	23,8285416948	114,24979099	1397,57873288	5,0	22,0	 
continuous design network problem	continuous network design problem	continuous network design problem	4	17,8714062711	75,1827689537	694,534233833	9,0	234,0	 
Budget allocation	Budget allocation	Budget allocation	2	12,589115011	59,0527144739	1090,19645172	7,0	17,0	 
area future research	future of this research area	future of this research area	5	7,94284723159	39,8556588023	978,215422385	4,0	68,0	 
behavioral neuroscience pharmacology	behavioral pharmacology and neuroscience	behavioral pharmacology and neuroscience	4	9,92855903949	47,6040795794	1208,23055147	5,0	91,0	 
nucleotide polymorphism single	single nucleotide polymorphisms	single nucleotide polymorphisms	3	7,94284723159	39,8556588023	2557,38629046	4,0	32,0	 
network optimization problem transportation	transportation network optimization problems	transportation network optimization problems	4	11,9142708474	59,7834882034	823,519618802	4,0	64,0	 
