alphalocalization,diffusion,diffusionsteps,distance,entropy,growthrate,moran,slope
1.5,0.1,7.0,0.3041158982873549,0.9922158055181399,500.0,0.16043373691873933,-0.34351305457109016
1.5,0.1,7.0,0.0853212400863723,0.9835216803787161,500.0,0.2284402364463652,-0.4960089250433755
1.5,0.1,7.0,0.18544814902990908,0.9882499754370951,500.0,0.2214678906018553,-0.4132126735297808
1.5,0.1,7.0,0.1387755838889627,0.9830619838308218,500.0,0.20476087785901945,-0.48061336310067765
1.5,0.1,7.0,0.14117094123787538,0.9946931672570977,500.0,0.19786802580315332,-0.2822878174265388
1.5,0.1,7.0,0.32101290167079877,0.9891401947306894,500.0,0.1795461755435743,-0.40871982924479516
1.5,0.1,7.0,0.06992636080307783,0.9695183403047887,500.0,0.20127672870892854,-0.601359644194833
1.5,0.1,7.0,0.2407347579315341,0.990071750398528,500.0,0.2088761128546561,-0.3868024477458509
1.5,0.1,7.0,0.07236913660394026,0.9720157278965527,500.0,0.2352790793861123,-0.5771734821014713
1.5,0.1,7.0,0.0689200522571744,0.9847618958088266,500.0,0.24809196880473483,-0.4788537561786747
1.5,0.1,7.0,0.07018587982804343,0.985618756578911,500.0,0.18289991442599637,-0.44003316745727694
1.5,0.1,7.0,0.3122204186161562,0.9842427927925004,500.0,0.20839640469892334,-0.4807626898300919
1.5,0.1,7.0,0.39878112304338065,0.9800693372220783,500.0,0.16553335986773693,-0.4970526069029849
1.5,0.1,7.0,0.06917594124850389,0.9731660435497413,300.0,0.17787055164446106,-0.5034398603357927
1.5,0.1,7.0,0.06773806916209815,0.9583429269868884,300.0,0.2772161439135218,-0.6757348181674729
1.5,0.1,7.0,0.07084708546525213,0.9562643029038839,300.0,0.23489372850483173,-0.661245725693155
1.5,0.1,7.0,0.06856505466579142,0.9501566277733646,300.0,0.3105988902043748,-0.7852676443192071
1.5,0.1,7.0,0.23451975677732115,0.9558862277580942,300.0,0.2230351679942441,-0.6969970984941155
1.5,0.1,7.0,0.09157056776984544,0.9753170119181677,300.0,0.17397434286939722,-0.5078600028167681
1.5,0.1,7.0,0.13974052039154963,0.9719330524754624,300.0,0.2708607280122834,-0.6380210370178132
1.5,0.1,7.0,0.3065800558250022,0.9814214635468228,300.0,0.18004971891755925,-0.4849768516627113
1.5,0.1,7.0,0.2245650687628029,0.976472726440253,300.0,0.2470560632516471,-0.558653504219271
1.5,0.1,7.0,0.07177013392590129,0.965888745970893,300.0,0.24701821892212067,-0.6437916251244147
1.5,0.1,7.0,0.06504005565433608,0.9845404906369642,300.0,0.2675275358586172,-0.4601686943904642
1.5,0.1,7.0,0.0720984723266794,0.9778441320660199,300.0,0.2042823727938445,-0.5651271744367861
1.5,0.1,7.0,0.07768424628703406,0.9737398472998944,300.0,0.2643463798410377,-0.5857049843457861
1.5,0.1,7.0,0.07132538170188,0.9749563315053926,300.0,0.228695537137737,-0.5768058091911388
1.5,0.1,7.0,0.17663531358935375,0.9708292627833176,300.0,0.24569297145940627,-0.6248530622854167
1.5,0.1,7.0,0.0694117261686006,0.960911707526594,300.0,0.19956215330447466,-0.5617311250048339
1.5,0.1,7.0,0.06716927427032646,0.9754366078548776,300.0,0.23451490165603767,-0.5598739631160284
1.5,0.1,7.0,0.07361745687708797,0.9667517618991796,300.0,0.2423575097950011,-0.6612772636589166
1.5,0.1,7.0,0.154805360334434,0.9805065092186176,300.0,0.33970416811916626,-0.5586830929343118
1.5,0.1,7.0,0.06968390351732501,0.9657892642596072,300.0,0.22694364296241779,-0.6440198857487475
