alphalocalization,closed,diffusion,diffusionsteps,distance,entropy,growthrate,moran,slope
1.5,1.0,0.1,7.0,0.10949143243606463,0.9828025748729559,500.0,0.21627983982431062,-0.5031399182870396
1.5,1.0,0.1,7.0,0.3078134387793395,0.9867371288111961,500.0,0.20769866941131593,-0.43617917514016824
1.5,1.0,0.1,7.0,0.36568185412760956,0.986062133125515,500.0,0.15958267578514532,-0.42628030092836944
1.5,1.0,0.1,7.0,0.0682894067111575,0.9832810546805246,500.0,0.20022698291745908,-0.45998253072509976
1.5,1.0,0.1,7.0,0.2643765987207671,0.9858285257973554,500.0,0.17107793063868218,-0.45261688038457826
1.5,1.0,0.1,7.0,0.3625484894384509,0.992059714137207,500.0,0.1892006232053308,-0.345856365358764
1.5,1.0,0.1,7.0,0.3384637844409613,0.9776899861700709,500.0,0.2224563709490012,-0.5749128544778275
1.5,1.0,0.1,7.0,0.09461923414272824,0.9809698559302895,500.0,0.28641171152750117,-0.5060417042598888
1.5,1.0,0.1,7.0,0.06545253337835592,0.9883231926139836,500.0,0.23592497328084563,-0.41144247163172853
1.5,1.0,0.1,7.0,0.2257606543029545,0.9900363022451307,500.0,0.19042709529930976,-0.38895027536514176
1.5,1.0,0.1,7.0,0.08700944503449894,0.9764300338508248,500.0,0.2071623112232056,-0.5071410808260866
1.5,1.0,0.1,7.0,0.33547053304375885,0.9811605194509148,500.0,0.21343532403151058,-0.5191569897451488
1.5,1.0,0.1,7.0,0.2100398655865856,0.9797084301527749,500.0,0.20154728086782772,-0.5224225783464637
1.5,1.0,0.1,7.0,0.38110876989506526,0.9876817192376202,500.0,0.20059244598133524,-0.4292639683660643
1.5,1.0,0.1,7.0,0.33839047488402546,0.9903765771890631,500.0,0.17785423349432286,-0.37875371909837996
1.5,1.0,0.1,7.0,0.150695362815881,0.985718365428031,500.0,0.2906512948254217,-0.46597848774616224
1.5,1.0,0.1,7.0,0.35639749006905025,0.9859415527828689,500.0,0.1895121704991702,-0.45435621941915566
1.5,1.0,0.1,7.0,0.14847876511478575,0.9924636838649442,500.0,0.2277126522719745,-0.3377783166492024
1.5,1.0,0.1,7.0,0.25912741607138173,0.9904141478183527,500.0,0.179508778069838,-0.37910493836553383
1.5,1.0,0.1,7.0,0.23476657144989768,0.9856041013296991,500.0,0.16765860662695517,-0.4631806378790727
1.5,1.0,0.1,7.0,0.21044460288973868,0.9833987380280631,500.0,0.20266112352574,-0.4737551944516438
1.5,1.0,0.1,7.0,0.23874075932347777,0.9917595301891502,500.0,0.2066911807503666,-0.349862044454589
1.5,1.0,0.1,7.0,0.07168018274768075,0.9935197413333415,500.0,0.19752709603882282,-0.30874956438124085
1.5,1.0,0.1,7.0,0.42590436221496447,0.9849661840144746,500.0,0.1974658143820141,-0.47561703499682506
1.5,1.0,0.1,7.0,0.32743959501750436,0.9778321951882064,500.0,0.1525158055921798,-0.5216929115980845
1.5,1.0,0.1,7.0,0.18533790423174437,0.9860472924840981,500.0,0.18439954626467076,-0.45002912740529577
1.5,1.0,0.1,7.0,0.22602043431068744,0.9819322859827252,500.0,0.26199416373987733,-0.5288822237737035
1.5,1.0,0.1,7.0,0.07153422374747041,0.9789960275929177,500.0,0.22908878031220523,-0.5146220872949312
1.5,1.0,0.1,7.0,0.31088553447548817,0.9791748731253616,500.0,0.18144927402583058,-0.5459288709162009
1.5,1.0,0.1,7.0,0.32558042752154165,0.9880072787854874,500.0,0.2024486435901017,-0.42070881458955156
1.5,1.0,0.1,7.0,0.06948670769036412,0.9825672376217766,500.0,0.22206347826251202,-0.49130671279599225
1.5,1.0,0.1,7.0,0.07070931396066209,0.977628772617369,500.0,0.19221658165792074,-0.5467961855466573
1.5,1.0,0.1,7.0,0.3836575110499937,0.9844696021307728,500.0,0.1801088924207505,-0.48560005040075466
1.5,1.0,0.1,7.0,0.28883623933838903,0.9856665055696594,500.0,0.18104547191095557,-0.45464835251430563
1.5,1.0,0.1,7.0,0.21479349591232055,0.985928996340231,500.0,0.2145247818285873,-0.45117839693047496
1.5,1.0,0.1,7.0,0.15941398310205654,0.9864571651980147,500.0,0.16929763414717217,-0.43366052697091667
1.5,1.0,0.1,7.0,0.357653098913264,0.9855842374403659,500.0,0.16100420932594048,-0.445687329828634
1.5,1.0,0.1,7.0,0.09216851776260426,0.9829379835902676,500.0,0.19289038718216467,-0.4927083408096336
1.5,1.0,0.1,7.0,0.2322402115785627,0.9807122509580092,500.0,0.2223462355623019,-0.5045077362755187
1.5,1.0,0.1,7.0,0.16036258244916787,0.9834957851832209,500.0,0.19674285729128438,-0.48000705238605285
1.5,1.0,0.1,7.0,0.33841501347724895,0.9840105238639547,500.0,0.16719729215043216,-0.4853369543029976
1.5,1.0,0.1,7.0,0.08368617034347438,0.986834447835,500.0,0.23465310175075116,-0.4440679728337555
1.5,1.0,0.1,7.0,0.09154232296001641,0.9813457268380433,500.0,0.2424630832581511,-0.52660064299734
1.5,1.0,0.1,7.0,0.06899224436896043,0.9674692263268996,500.0,0.23525665701240647,-0.5843358754524562
1.5,1.0,0.1,7.0,0.5052270294750366,0.986911494307158,500.0,0.1616107071304118,-0.4324901662066321
1.5,1.0,0.1,7.0,0.26265397603822144,0.9803518554046633,300.0,0.183357159155905,-0.5239716029523941
1.5,1.0,0.1,7.0,0.16809369380568198,0.9737457799410302,300.0,0.24451629250093945,-0.6380522863749101
1.5,1.0,0.1,7.0,0.24330423794340553,0.9809947725889351,300.0,0.22012331330290785,-0.5390201489080465
1.5,1.0,0.1,7.0,0.06861703634423351,0.9472320659189748,300.0,0.26170050299038267,-0.8055613811477524
1.5,1.0,0.1,7.0,0.07332818216269646,0.9722734294565613,300.0,0.24420837556616093,-0.6179803858991275
1.5,1.0,0.1,7.0,0.2753232188572805,0.9893873186039567,300.0,0.22715174532331261,-0.3974370282023789
1.5,1.0,0.1,7.0,0.30088584628772436,0.9872297114674562,300.0,0.2677523493700349,-0.45168515394136743
1.5,1.0,0.1,7.0,0.23406384364658384,0.9806914770826847,300.0,0.2347526175849506,-0.5200242014966657
1.5,1.0,0.1,7.0,0.08113887052889272,0.9854838489707062,300.0,0.21414116724556245,-0.4646219969559581
1.5,1.0,0.1,7.0,0.30695910428521267,0.969046544294004,300.0,0.2015337842197522,-0.6199282716162834
1.5,1.0,0.1,7.0,0.06517496416541743,0.9619187050398387,300.0,0.29380384287150063,-0.6569700172493499
1.5,1.0,0.1,7.0,0.07080059686027051,0.9524731738120096,300.0,0.24499692494308542,-0.6826513876698325
1.5,1.0,0.1,7.0,0.06896559186920295,0.9697494373500015,300.0,0.2417903225887749,-0.6523736720051577
1.5,1.0,0.1,7.0,0.07576314352061059,0.9839493000529377,300.0,0.21140920536998414,-0.4860531366684011
1.5,1.0,0.1,7.0,0.2082958452499171,0.9778495415941774,300.0,0.2053238077471049,-0.555103338682106
1.5,1.0,0.1,7.0,0.36091731195409854,0.9755248434127005,300.0,0.23772436577890693,-0.5928545519280807
1.5,1.0,0.1,7.0,0.41417149109264556,0.9535815278952036,300.0,0.19211086441656872,-0.6766108699275803
1.5,1.0,0.1,7.0,0.43400210757250535,0.9708356993945708,300.0,0.23725427363602197,-0.6660424871048919
1.5,1.0,0.1,7.0,0.07318315613701801,0.983231742283324,300.0,0.22471279264546776,-0.46481471564612686
1.5,1.0,0.1,7.0,0.07078567644146601,0.9667939920417978,300.0,0.2920696474730876,-0.6887310321866823
1.5,1.0,0.1,7.0,0.07150132025622127,0.9767202917536941,300.0,0.2951096536129882,-0.570437935481635
1.5,1.0,0.1,7.0,0.26072008507108363,0.9710387535095455,300.0,0.18185227950225677,-0.5931911286137673
1.5,1.0,0.1,7.0,0.06781451042166504,0.954671106557365,300.0,0.19876236352361404,-0.6502224899089435
1.5,1.0,0.1,7.0,0.07199795425080907,0.9681623706590473,300.0,0.22509134237507336,-0.6655744203887174
